id,town,area,latitude,longitude,region,monitoredVotes,registered,photoVoices,officialVotes,officialVoters,against_registered,against_officialVotes,against_photoVoices,cherechen_registered,cherechen_officialVotes,cherechen_photoVoices,corrupted_registered,corrupted_officialVotes,corrupted_photoVoices,dmitriyev_registered,dmitriyev_officialVotes,dmitriyev_photoVoices,ignore_registered,ignore_officialVotes,ignore_photoVoices,kanopatskaja_registered,kanopatskaja_officialVotes,kanopatskaja_photoVoices,lukashenko_registered,lukashenko_officialVotes,lukashenko_photoVoices,tihanovkaja_registered,tihanovkaja_officialVotes,tihanovkaja_photoVoices,zubr_id,observers,wrong-voters-number,major-violations,minor-violations
01-010-0028,Brest,city,52.102971,23.684936,1,,268,170,1659.0,1953.0,10,424.0,6,0,29.0,0,0,,0,1,33.0,0,1,,0,1,35.0,0,0,374.0,0,255,764.0,164,938,2,False,False,False
01-010-0030,Brest,city,52.117069,23.688412,1,,259,157,1339.0,1704.0,5,98.0,1,0,13.0,0,0,,0,1,18.0,0,1,,0,0,15.0,0,4,778.0,2,248,417.0,154,940,3,False,False,False
01-010-0032,Brest,city,52.111655,23.686032,1,,264,150,1870.0,1885.0,5,107.0,2,0,37.0,0,0,15.0,0,0,47.0,0,0,,0,0,33.0,0,0,920.0,0,259,711.0,148,942,2,False,False,True
01-010-0034,Brest,city,52.113486,23.730759,1,,424,271,2048.0,2543.0,7,164.0,3,2,62.0,0,0,,0,3,46.0,1,0,,0,2,18.0,0,1,535.0,0,409,1223.0,267,944,5,False,False,True
01-010-0044,Brest,city,52.090185,23.678378,1,,193,120,1065.0,1370.0,4,56.0,3,2,27.0,1,0,5.0,0,0,21.0,0,0,,0,0,11.0,0,2,472.0,0,185,473.0,116,954,2,False,False,False
01-011-0015,Brest,city,52.098158,23.723554,1,,390,215,2044.0,2543.0,6,158.0,4,5,42.0,1,0,11.0,0,2,47.0,0,4,,0,1,27.0,0,4,646.0,1,368,1113.0,209,969,2,False,False,True
01-011-0032,Brest,city,52.106699,23.766485,1,,220,140,1701.0,1920.0,3,89.0,0,0,43.0,0,0,,0,1,40.0,0,1,,0,0,12.0,0,2,935.0,0,213,582.0,140,986,0,False,False,False
01-011-0037,Brest,city,52.104204,23.765093,1,,203,112,1280.0,1509.0,5,137.0,3,2,24.0,0,1,,0,2,29.0,0,2,,0,0,23.0,0,0,524.0,0,191,543.0,109,991,1,False,False,False
01-011-0038,Brest,city,52.104204,23.765093,1,,193,105,1042.0,1211.0,7,88.0,1,1,18.0,0,0,8.0,0,2,21.0,0,1,,0,0,17.0,0,2,380.0,0,180,510.0,104,992,2,False,False,True
01-011-0049,Brest,city,52.100105,23.784281,1,,396,243,1919.0,1976.0,5,121.0,2,0,35.0,0,2,17.0,2,2,28.0,1,0,,0,1,19.0,0,7,661.0,1,379,1055.0,237,1003,2,False,False,False
01-011-0061,Brest,city,52.072446,23.761005,1,,312,179,1681.0,2310.0,9,144.0,1,3,35.0,1,1,16.0,1,1,27.0,0,2,,1,1,16.0,0,1,574.0,0,294,869.0,175,1015,2,False,False,True
01-011-0063,Brest,city,52.072258,23.759209,1,,613,382,2735.0,2977.0,7,181.0,2,3,51.0,2,0,17.0,0,2,47.0,0,0,,0,0,24.0,0,5,1387.0,0,596,1028.0,378,1017,1,False,False,False
01-011-0079,Brest,city,52.067807,23.729286,1,,421,249,2152.0,2420.0,6,107.0,3,0,25.0,0,1,11.0,0,1,49.0,1,2,,0,0,45.0,0,0,1342.0,0,411,571.0,245,1033,3,False,False,False
01-011-0087,Brest,city,52.05665,23.737146,1,,432,271,1940.0,2398.0,3,164.0,2,0,34.0,0,1,22.0,1,3,43.0,1,0,,0,0,22.0,0,2,499.0,0,423,1155.0,267,1041,2,False,False,False
01-049-0008,Biaroza,town_below100,52.529212,24.986164,1,,234,126,1311.0,1496.0,2,57.0,1,0,18.0,0,0,16.0,0,1,19.0,0,0,,0,1,10.0,0,2,809.0,0,228,382.0,125,1153,1,False,False,False
01-049-0013,Belaazersk,town_below100,52.469115,25.17869,1,,239,121,1661.0,1885.0,2,100.0,0,0,32.0,0,1,11.0,0,1,38.0,1,0,,0,0,21.0,0,2,594.0,0,233,865.0,120,1158,3,False,False,True
01-049-0015,Belaazersk,town_below100,52.475626,25.174513,1,,399,217,2025.0,2100.0,8,174.0,2,0,44.0,0,1,,1,2,43.0,1,0,,0,0,25.0,0,2,563.0,0,386,1176.0,213,1160,3,False,False,False
01-049-0030,Pieski,village,52.497524,25.190144,1,,102,49,1009.0,1027.0,3,69.0,2,0,20.0,0,0,24.0,0,2,23.0,1,1,,0,0,10.0,0,0,442.0,0,96,421.0,46,1175,2,False,False,False
01-053-0021,Motal,village,52.312707,25.597566,1,,68,26,1099.0,1155.0,1,96.0,0,0,18.0,0,0,,0,2,20.0,0,0,,0,0,18.0,0,0,504.0,0,65,443.0,26,1315,0,False,False,False
01-054-0005,Ivacevichi,town_below100,52.715093,25.323759,1,,529,301,2838.0,2989.0,10,195.0,2,3,20.0,2,0,,0,2,54.0,1,2,,0,0,13.0,0,1,1500.0,0,511,1056.0,296,1335,2,False,False,False
01-054-0043,Яглевичи,village,52.694719,25.378161,1,,103,61,1083.0,1176.0,1,37.0,0,0,9.0,0,0,3.0,0,1,12.0,0,0,,0,0,9.0,0,0,647.0,0,101,366.0,61,1373,1,False,False,False
01-055-0002,Kamyanyets,town_below100,52.39477,23.823196,1,,173,87,1320.0,1766.0,2,57.0,0,0,35.0,0,0,,0,0,20.0,0,2,,0,1,17.0,0,3,616.0,0,165,575.0,87,1376,3,False,False,False
01-055-0003,Kamyanyets,town_below100,52.393061,23.825864,1,,167,86,1474.0,1699.0,5,122.0,0,0,28.0,0,0,,0,0,19.0,0,1,,0,1,24.0,0,2,536.0,0,158,745.0,86,1377,3,True,True,True
01-055-0010,Ратайчицы,village,52.344854,23.615999,1,,13,6,610.0,683.0,1,36.0,0,0,4.0,0,0,,0,0,14.0,0,0,,0,0,14.0,0,0,389.0,0,12,153.0,6,1384,1,False,False,False
01-055-0032,Vysokaye,town_below100,52.372628,23.366519,1,,139,78,1106.0,1317.0,5,101.0,0,3,29.0,1,0,,0,0,27.0,0,2,,0,0,16.0,0,4,380.0,0,125,553.0,77,1406,2,False,False,False
01-056-0005,Kobryn,town_below100,52.198006,24.346383,1,,293,190,2470.0,2580.0,5,91.0,3,0,34.0,0,0,21.0,0,1,46.0,1,1,,0,2,22.0,1,3,1351.0,1,281,905.0,184,1415,1,False,False,True
01-056-0017,Kobryn,town_below100,52.219148,24.346383,1,,220,112,2087.0,2269.0,3,102.0,0,0,31.0,0,1,68.0,0,4,53.0,2,0,,0,1,23.0,0,3,1523.0,0,208,287.0,110,1427,2,False,False,False
01-056-0019,Kobryn,town_below100,52.22002,24.361125,1,,337,206,1987.0,2251.0,1,133.0,0,1,49.0,0,0,,0,3,39.0,0,0,,0,0,33.0,0,1,684.0,0,331,1049.0,206,1429,2,False,False,False
01-056-0021,Батчи,village,52.240495,24.227249,1,,49,23,517.0,693.0,0,21.0,0,0,15.0,0,0,4.0,0,0,8.0,0,0,,0,0,7.0,0,0,240.0,0,49,222.0,23,1431,3,False,False,True
01-056-0024,Ерёмичи,village,52.291383,24.436808,1,,27,9,422.0,461.0,0,37.0,0,0,6.0,0,0,,0,0,9.0,0,0,,0,0,8.0,0,0,241.0,0,27,121.0,9,1434,2,False,False,False
01-057-0025,Большие Чучевичи,village,52.573884,26.855522,1,,37,16,1205.0,1423.0,0,71.0,0,0,14.0,0,0,,0,0,19.0,0,0,,0,0,23.0,0,1,785.0,0,36,293.0,16,1494,2,False,False,False
01-058-0008,Гончары,village,52.958324,26.312122,1,,28,5,501.0,580.0,0,28.0,0,0,4.0,0,0,4.0,0,0,6.0,0,1,,0,0,13.0,0,0,317.0,0,27,129.0,5,1532,1,False,False,True
01-060-0028,Pinsk,town_over100,52.132125,26.113621,1,,62,35,603.0,654.0,0,8.0,0,0,5.0,0,0,,0,1,12.0,0,0,,0,0,8.0,0,0,489.0,0,61,81.0,35,1071,1,False,False,False
01-060-0059,Pinsk,town_over100,52.132164,26.069406,1,,198,112,1902.0,1923.0,5,88.0,3,3,18.0,1,0,,0,1,28.0,0,1,,0,1,15.0,1,3,1138.0,0,184,615.0,107,1102,0,False,False,False
01-060-0060,Pinsk,town_over100,52.132164,26.069406,1,,183,91,1656.0,1782.0,5,128.0,1,1,32.0,0,0,,0,1,18.0,1,0,,0,1,24.0,0,3,988.0,0,172,466.0,89,1103,1,False,False,False
01-060-0061,Pinsk,town_over100,52.132164,26.069406,1,,207,124,2034.0,2169.0,1,150.0,0,1,38.0,1,1,,0,0,39.0,0,1,,0,0,16.0,0,0,998.0,0,203,793.0,123,1104,1,False,False,False
01-062-0009,Pruzhany,town_below100,52.560216,24.464575,1,,69,39,822.0,846.0,0,76.0,0,0,14.0,0,0,6.0,0,0,9.0,0,1,,0,0,8.0,0,0,468.0,0,68,241.0,39,1639,0,False,False,False
01-063-0010,Davyd-Haradok,town_below100,52.05582,27.204823,1,,124,61,1213.0,1726.0,2,69.0,1,0,5.0,0,0,23.0,0,0,8.0,0,0,,0,0,10.0,0,1,464.0,0,121,634.0,60,1690,1,False,False,True
01-142-0002,Малые Зводы,village,52.306571,23.478066,1,,142,75,1359.0,1505.0,2,89.0,0,1,43.0,1,1,18.0,0,0,32.0,0,0,,0,1,15.0,0,1,521.0,0,136,641.0,74,1187,0,False,False,False
02-014-0005,Vítebsk,city,55.197913,30.197246,2,,151,88,1151.0,1459.0,4,18.0,0,1,26.0,0,0,8.0,0,1,14.0,0,0,,0,1,13.0,0,0,864.0,0,144,208.0,88,1756,1,False,False,False
02-015-0001,Vítebsk,city,55.215837,30.237867,2,,195,94,1773.0,2326.0,5,17.0,0,0,13.0,0,0,13.0,0,3,11.0,0,2,,0,0,23.0,0,4,1353.0,0,181,343.0,94,1775,2,False,False,False
02-015-0025,Vítebsk,city,55.198047,30.257963,2,,268,146,1255.0,1889.0,3,129.0,0,1,48.0,0,1,2.0,0,0,28.0,0,1,,1,1,12.0,0,0,364.0,0,261,672.0,145,1799,1,False,False,True
02-015-0026,Vítebsk,city,55.198047,30.257963,2,,200,134,1563.0,2053.0,4,85.0,2,0,27.0,0,0,,0,3,31.0,1,1,,0,0,10.0,0,1,1204.0,0,191,206.0,131,1800,2,False,False,False
02-015-0045,Vítebsk,city,55.178167,30.235442,2,,116,76,676.0,982.0,2,16.0,1,0,5.0,0,1,,0,0,6.0,0,0,,0,0,5.0,0,1,488.0,0,112,156.0,75,1819,1,False,False,False
02-016-0006,Vítebsk,city,55.178686,30.202923,2,,93,47,546.0,892.0,1,32.0,1,0,13.0,0,0,,0,0,15.0,0,0,,0,1,7.0,0,1,195.0,0,90,284.0,46,1841,0,False,False,False
02-016-0014,Vítebsk,city,55.174733,30.215598,2,,244,147,1267.0,1861.0,5,120.0,2,0,19.0,0,1,,0,0,21.0,0,0,,0,0,10.0,0,0,431.0,0,238,666.0,145,1849,1,False,False,True
02-016-0018,Vítebsk,city,55.171216,30.223863,2,,213,126,1494.0,2271.0,2,108.0,0,2,24.0,2,0,18.0,0,2,39.0,1,0,,0,0,10.0,0,4,621.0,0,203,674.0,123,1853,4,False,False,True
02-065-0001,Braslaw,town_below100,55.627524,27.069806,2,,180,112,1450.0,1499.0,1,77.0,1,1,29.0,0,0,10.0,0,0,44.0,0,1,,0,2,11.0,0,3,607.0,0,172,672.0,111,1957,1,True,False,False
02-065-0006,Braslaw,town_below100,55.642118,27.05245,2,,157,91,1566.0,1566.0,3,109.0,0,0,14.0,0,0,14.0,0,1,32.0,0,0,,0,1,15.0,1,0,815.0,0,152,567.0,90,1962,1,False,False,False
02-065-0007,Braslaw,town_below100,55.633892,27.050995,2,,87,51,1001.0,1370.0,2,61.0,1,0,26.0,0,0,,0,0,24.0,0,0,,0,0,17.0,0,1,504.0,0,84,369.0,50,1963,1,False,False,False
02-067-0005,Hlybokaye,town_below100,55.141639,27.679456,2,,244,135,1590.0,1872.0,3,81.0,1,1,39.0,0,1,,1,0,32.0,0,0,,0,1,75.0,0,1,1112.0,0,237,251.0,133,2045,1,False,False,False
02-067-0010,Запрудье,village,55.235991,27.667239,2,,16,8,473.0,515.0,0,19.0,0,0,2.0,0,0,,0,0,2.0,0,0,,0,0,1.0,0,0,305.0,0,16,144.0,8,2050,1,False,False,False
02-071-0015,Домжерицы,village,54.747319,28.31541,2,,36,19,459.0,559.0,0,11.0,0,0,5.0,0,1,4.0,1,1,9.0,1,1,,0,0,8.0,0,0,383.0,0,33,41.0,17,2147,1,False,False,False
02-072-0011,Адаменки,village,55.042076,30.786729,2,,33,16,531.0,633.0,0,33.0,0,0,9.0,0,0,,0,0,13.0,0,0,,0,0,15.0,0,1,298.0,0,32,163.0,16,2163,4,False,False,False
02-072-0020,Liozna,town_below100,55.025536,30.802456,2,,162,79,1774.0,2071.0,3,172.0,2,1,50.0,1,0,9.0,0,1,50.0,0,1,,0,0,23.0,0,2,908.0,0,154,562.0,76,2172,0,False,False,False
02-073-0004,Dzisna,town_below100,55.553233,28.213065,2,,133,71,1113.0,1300.0,2,22.0,0,0,25.0,0,0,5.0,0,2,39.0,1,1,,0,0,19.0,0,0,543.0,0,128,460.0,70,2176,2,False,False,False
02-074-0004,Navapolack,town_over100,55.536701,28.631132,2,,375,218,1824.0,2298.0,3,170.0,2,0,46.0,0,3,,2,6,57.0,3,0,,0,1,26.0,1,2,946.0,1,360,579.0,209,1910,3,False,False,False
02-074-0018,Navapolack,town_over100,55.522444,28.669472,2,,236,143,1599.0,2078.0,3,128.0,1,0,11.0,0,0,,0,2,32.0,1,1,,0,1,4.0,1,0,992.0,0,229,432.0,140,1924,2,False,False,False
02-074-0019,Navapolack,town_over100,55.522444,28.669472,2,,211,120,1538.0,1738.0,3,112.0,2,0,16.0,0,0,,0,2,22.0,1,0,,0,0,21.0,0,1,793.0,0,205,574.0,117,1925,1,False,False,False
02-075-0005,Orsha,town_over100,54.533367,30.444983,2,,136,78,896.0,1351.0,0,74.0,0,2,21.0,0,1,,0,1,16.0,0,0,,0,0,14.0,0,4,393.0,0,128,378.0,78,2197,2,False,False,False
02-075-0019,Orsha,town_over100,54.510924,30.414449,2,,109,68,1293.0,1414.0,4,15.0,3,1,16.0,1,0,,0,0,13.0,0,0,,0,0,7.0,0,2,1082.0,0,102,160.0,64,2211,2,False,False,False
02-075-0051,Orsha,town_over100,54.504395,30.370971,2,,74,33,948.0,1026.0,0,33.0,0,0,11.0,0,0,4.0,0,1,9.0,0,0,,0,0,14.0,0,0,796.0,0,73,81.0,33,2243,1,False,False,False
02-076-0008,Polack,town_below100,55.498852,28.748613,2,,305,168,1936.0,2082.0,5,95.0,0,2,18.0,1,0,,0,1,45.0,0,2,,1,1,11.0,1,1,1221.0,0,293,546.0,165,2299,3,False,False,False
02-076-0020,Polack,town_below100,55.478291,28.829758,2,,142,81,1436.0,1684.0,3,32.0,2,0,5.0,0,1,,0,3,4.0,0,1,,0,1,9.0,0,0,1205.0,0,133,181.0,79,2311,1,False,False,False
02-076-0039,Гомель,village,55.291341,28.754659,2,,29,20,441.0,467.0,1,7.0,0,0,4.0,0,0,1.0,0,1,5.0,1,0,,0,0,4.0,0,0,369.0,0,27,51.0,19,2330,1,False,False,False
02-076-0040,Заозерье,village,55.394822,28.829075,2,,35,13,477.0,511.0,0,8.0,0,0,2.0,0,0,2.0,0,0,5.0,0,0,,0,0,4.0,0,0,399.0,0,35,57.0,13,2331,1,False,False,False
02-077-0006,Pastavy,town_below100,55.10822,26.849566,2,,193,105,1465.0,1895.0,2,35.0,1,2,12.0,1,0,,0,2,13.0,0,1,,0,1,11.0,0,0,1072.0,0,185,322.0,103,2348,1,False,False,False
02-077-0008,Pastavy,town_below100,55.118441,26.880109,2,,316,176,2175.0,2784.0,7,46.0,2,1,46.0,0,0,45.0,0,6,38.0,2,1,,0,0,17.0,0,1,1503.0,0,300,480.0,172,2350,6,False,False,False
02-077-0019,Воропаево,town_below100,55.145879,27.2075,2,,130,59,999.0,1203.0,3,61.0,0,0,27.0,0,0,,0,1,32.0,1,0,,0,0,15.0,0,1,389.0,1,125,475.0,57,2361,2,False,False,False
02-081-0001,Ushachy,town_below100,55.179822,28.616902,2,,184,105,1493.0,2020.0,4,134.0,3,1,32.0,0,0,16.0,0,5,45.0,1,0,,0,1,24.0,1,2,521.0,0,171,721.0,100,2423,0,False,False,False
02-082-0020,Novalukoml,town_below100,54.652339,29.137386,2,,262,141,2919.0,2965.0,4,240.0,2,0,79.0,0,0,23.0,0,2,70.0,0,0,,0,0,41.0,0,6,1439.0,0,250,1027.0,139,2454,0,True,False,False
02-143-0008,Зароново,village,55.301531,29.889321,2,,18,8,312.0,373.0,0,10.0,0,0,2.0,0,0,,0,0,2.0,0,0,,0,0,4.0,0,0,232.0,0,18,62.0,8,2019,1,False,False,True
02-143-0016,Мазоловский сельский Совет,city,55.253799,30.139556,2,,120,66,1296.0,1525.0,3,85.0,0,0,28.0,0,0,,0,2,38.0,1,1,,0,0,23.0,0,2,591.0,0,112,531.0,65,2027,2,False,False,False
02-143-0019,Новка,city,55.134157,30.150165,2,,223,124,1946.0,2377.0,3,124.0,0,0,40.0,0,1,,1,1,36.0,0,0,,0,1,25.0,1,0,957.0,0,217,764.0,122,2030,1,False,False,True
02-143-0022,Октябрьская,city,55.128418,30.259346,2,,236,126,1787.0,2486.0,4,101.0,1,2,79.0,0,0,,0,3,59.0,1,0,,0,1,15.0,0,5,1063.0,0,221,470.0,124,2033,3,False,False,False
03-019-0049,Homel,city,52.468264,30.967686,3,,239,125,1468.0,2256.0,4,92.0,1,0,38.0,0,0,13.0,0,2,43.0,1,4,,0,0,22.0,0,2,640.0,0,227,620.0,123,2550,2,False,True,True
03-085-0009,Кривча,village,51.74334,30.428068,3,,2,0,187.0,190.0,0,3.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,,0,0,1.0,0,0,173.0,0,2,7.0,0,2715,0,False,False,True
03-087-0009,Хальч,village,52.562778,31.140216,3,,45,15,851.0,907.0,1,15.0,0,0,3.0,0,0,2.0,0,0,5.0,0,0,,0,0,16.0,0,0,763.0,0,44,47.0,15,2769,1,False,False,False
03-088-0027,Ленино,village,52.183839,31.682547,3,,24,9,555.0,583.0,0,11.0,0,0,6.0,0,0,,0,0,12.0,0,0,,0,0,7.0,0,1,411.0,0,23,108.0,9,2857,0,False,False,False
03-091-0012,Zhlobin,town_below100,52.895187,30.055046,3,,189,86,1238.0,1450.0,3,108.0,1,0,5.0,0,1,,1,2,9.0,1,0,,0,0,28.0,0,0,883.0,0,183,205.0,83,2958,2,False,False,False
03-091-0014,Zhlobin,town_below100,52.895378,30.039272,3,,209,109,1155.0,1605.0,6,109.0,0,0,18.0,0,0,,0,1,24.0,0,2,,0,1,13.0,0,1,416.0,0,198,575.0,109,2960,2,False,False,True
03-091-0015,Zhlobin,town_below100,52.892272,30.036447,3,,180,105,1422.0,1462.0,1,65.0,1,1,3.0,0,0,9.0,0,0,9.0,0,1,,0,0,7.0,0,0,853.0,0,177,476.0,104,2961,1,False,False,False
03-091-0016,Zhlobin,town_below100,52.891147,29.99976,3,,147,72,939.0,1010.0,3,68.0,1,0,20.0,0,1,,0,0,20.0,0,0,,0,0,17.0,0,2,322.0,0,141,492.0,71,2962,2,False,False,False
03-091-0017,Zhlobin,town_below100,52.901947,30.014555,3,,282,143,1984.0,2180.0,2,72.0,2,1,62.0,1,0,14.0,0,2,42.0,0,1,,0,1,74.0,0,0,1361.0,0,275,359.0,140,2963,5,False,False,False
03-091-0018,Zhlobin,town_below100,52.905065,30.014088,3,,133,59,711.0,1048.0,1,52.0,1,1,12.0,0,0,6.0,0,1,23.0,0,0,,0,0,5.0,0,3,227.0,0,127,389.0,58,2964,1,False,False,True
03-091-0021,Zhlobin,town_below100,52.902126,30.057207,3,,254,125,1788.0,2059.0,2,110.0,0,1,36.0,0,0,,0,1,24.0,0,1,,0,0,10.0,0,2,811.0,0,247,797.0,125,2967,4,False,False,False
03-091-0022,Zhlobin,town_below100,52.904701,30.048503,3,,418,205,1883.0,2235.0,6,131.0,2,0,46.0,0,0,,0,0,32.0,0,3,,0,1,18.0,0,1,902.0,0,407,754.0,203,2968,3,False,False,False
03-091-0026,Zhlobin,town_below100,52.904831,30.0396,3,,433,242,2487.0,2700.0,6,184.0,2,2,56.0,1,1,,0,1,56.0,0,1,,1,1,23.0,1,0,799.0,0,421,1369.0,237,2972,4,True,False,True
03-091-0027,Zhlobin,town_below100,52.908085,30.038227,3,,610,340,2238.0,2550.0,7,72.0,1,3,58.0,0,1,19.0,0,2,61.0,0,0,,0,1,24.0,0,2,558.0,0,594,1446.0,339,2973,4,False,False,False
03-091-0028,Zhlobin,town_below100,52.903924,30.040561,3,,201,92,1447.0,1660.0,6,55.0,2,1,15.0,1,0,3.0,0,0,28.0,0,0,,0,1,11.0,0,0,974.0,0,193,361.0,89,2974,2,False,False,False
03-091-0030,Zhlobin,town_below100,52.903641,30.042575,3,,233,126,1626.0,1910.0,3,142.0,2,1,41.0,0,1,,0,6,41.0,3,0,,0,1,16.0,0,1,699.0,0,220,687.0,121,2976,1,False,False,False
03-091-0032,Zhlobin,town_below100,52.908085,30.038227,3,,471,264,2271.0,2435.0,9,172.0,4,2,51.0,0,1,23.0,0,2,46.0,1,1,,1,1,24.0,1,6,527.0,1,449,1428.0,256,2978,9,False,False,False
03-091-0033,Zhlobin,town_below100,52.910414,30.046769,3,,405,232,2139.0,2413.0,5,241.0,1,2,9.0,2,0,,0,1,15.0,0,0,,0,0,49.0,0,4,941.0,0,393,884.0,229,2979,2,False,False,False
03-091-0036,Стрешин,village,52.728784,30.10948,3,,57,23,604.0,814.0,0,33.0,0,0,13.0,0,0,,0,0,8.0,0,0,,0,1,7.0,0,0,287.0,0,56,256.0,23,2982,0,False,True,True
03-091-0046,Лукский,village,52.970371,29.959956,3,,96,48,916.0,1117.0,4,58.0,1,0,18.0,0,0,11.0,0,0,21.0,0,0,,0,1,7.0,0,0,470.0,0,91,331.0,47,2992,3,False,False,False
03-091-0047,Новые Луки,village,52.951315,30.004952,3,,41,23,703.0,875.0,0,36.0,0,0,16.0,0,0,,0,0,20.0,0,0,,0,0,8.0,0,0,400.0,0,41,223.0,23,2993,2,False,False,False
03-096-0008,Mazyr,town_over100,52.045862,29.264848,3,,125,74,1179.0,1451.0,3,104.0,1,0,18.0,0,0,7.0,0,4,26.0,2,2,,0,0,19.0,0,0,608.0,0,116,397.0,71,3157,1,True,False,True
03-096-0023,Mazyr,town_over100,52.049019,29.267301,3,,202,113,1843.0,2040.0,6,110.0,1,1,84.0,0,0,,0,2,51.0,0,0,,0,0,39.0,0,4,953.0,0,189,606.0,112,3172,1,False,False,True
03-096-0036,Mazyr,town_over100,52.03317,29.239228,3,,201,122,1774.0,1885.0,3,42.0,1,1,39.0,1,0,32.0,0,1,35.0,1,1,,0,0,37.0,0,1,1162.0,0,194,427.0,119,3185,1,False,False,False
03-096-0038,Mazyr,town_over100,52.08438,29.231566,3,,141,71,1134.0,1621.0,1,65.0,0,1,15.0,0,0,,0,1,16.0,0,0,,0,0,15.0,0,4,629.0,0,134,394.0,71,3187,4,False,False,False
03-096-0039,Mazyr,town_over100,52.08941,29.223921,3,,150,82,1291.0,2083.0,2,68.0,2,0,19.0,0,0,,0,0,18.0,0,0,,0,0,12.0,0,1,514.0,0,147,660.0,80,3188,3,False,True,True
03-100-0057,Свидовка,village,52.340837,30.661028,3,,27,7,547.0,606.0,1,52.0,0,0,7.0,0,0,,0,0,10.0,0,0,,0,0,8.0,0,0,294.0,0,26,176.0,7,3352,1,False,False,False
03-101-0008,Rahachow,town_below100,53.078334,30.05206,3,,140,83,1267.0,1389.0,3,93.0,1,0,32.0,0,0,9.0,0,0,38.0,0,0,,0,0,5.0,0,1,613.0,0,136,477.0,82,3365,1,False,False,False
03-101-0011,Rahachow,town_below100,53.100762,30.065571,3,,150,79,1342.0,1568.0,1,111.0,0,0,43.0,0,0,,0,0,32.0,0,0,,0,0,18.0,0,2,623.0,0,147,515.0,79,3368,0,False,False,False
03-101-0015,Rahachow,town_below100,53.10274,30.067816,3,,226,118,1876.0,1913.0,4,112.0,1,0,9.0,0,0,,0,0,16.0,0,0,,0,0,39.0,0,4,1297.0,0,218,403.0,117,3372,3,False,False,False
03-101-0029,Хатовня,village,53.281034,30.530332,3,,19,7,425.0,589.0,0,27.0,0,0,3.0,0,0,,0,0,4.0,0,0,,0,0,7.0,0,3,283.0,0,16,101.0,7,3386,0,False,False,False
03-101-0036,Звонец,village,53.235532,30.432164,3,,14,7,333.0,375.0,0,24.0,0,0,10.0,0,0,,0,1,10.0,0,0,,0,0,8.0,0,0,164.0,0,13,117.0,7,3393,0,False,False,False
03-101-0037,Ильич,village,53.261287,30.422296,3,,54,23,516.0,631.0,0,39.0,0,0,10.0,0,0,,0,0,7.0,0,1,,0,0,6.0,0,1,201.0,0,52,253.0,23,3394,1,False,False,False
03-102-0003,Svietlahоrsk,town_below100,52.627943,29.751573,3,,128,71,1458.0,1575.0,3,80.0,0,0,25.0,0,0,4.0,0,0,15.0,0,0,,0,0,16.0,0,1,1002.0,0,124,316.0,71,3410,3,False,False,False
04-021-0008,Hrodna,city,53.686351,23.834631,4,,224,135,897.0,978.0,1,125.0,0,3,18.0,1,1,,0,6,21.0,5,0,,0,1,5.0,0,2,298.0,0,210,430.0,129,3506,3,False,False,False
04-021-0023,Hrodna,city,53.693362,23.80531,4,,312,195,1537.0,1682.0,1,40.0,0,0,15.0,0,0,,0,0,22.0,0,0,,0,1,12.0,1,0,878.0,0,310,570.0,194,3521,4,False,False,False
04-021-0032,Hrodna,city,53.706433,23.811535,4,,151,84,892.0,1047.0,2,86.0,1,1,18.0,1,0,,0,0,20.0,0,1,,0,0,12.0,0,5,455.0,1,142,301.0,81,3530,2,False,False,False
04-021-0044,Hrodna,city,53.698294,23.840362,4,,292,176,1602.0,1667.0,5,99.0,2,0,42.0,0,1,,1,0,29.0,0,0,,0,2,29.0,1,1,929.0,0,283,474.0,172,3542,2,False,False,False
04-021-0048,Hrodna,city,53.699898,23.850145,4,,209,122,1451.0,1867.0,6,38.0,1,0,11.0,0,1,13.0,1,0,15.0,0,1,,0,1,38.0,1,2,713.0,1,198,620.0,118,3546,1,False,False,True
04-022-0067,Hrodna,city,53.674287,23.805202,4,,423,278,1668.0,2084.0,6,128.0,1,1,35.0,1,0,,0,0,47.0,0,0,,0,2,29.0,1,2,427.0,0,412,1002.0,275,3565,2,False,False,True
04-022-0070,Hrodna,city,53.672431,23.766952,4,,561,374,1937.0,2293.0,6,5.0,3,0,4.0,0,2,,1,5,7.0,1,1,,0,1,6.0,0,1,881.0,0,545,1034.0,369,3568,2,False,False,False
04-022-0080,Hrodna,city,53.66852,23.794881,4,,283,201,1677.0,1889.0,5,118.0,2,1,35.0,0,0,,0,2,28.0,1,1,,0,0,18.0,0,1,523.0,0,273,955.0,198,3578,2,False,False,False
04-022-0081,Hrodna,city,53.66852,23.794881,4,,311,205,2067.0,2094.0,1,61.0,0,4,42.0,1,0,,0,1,53.0,0,1,,0,1,51.0,0,2,1057.0,0,301,803.0,204,3579,0,False,False,False
04-022-0085,Hrodna,city,53.655966,23.811904,4,,133,79,815.0,892.0,2,65.0,1,0,12.0,0,0,,0,0,18.0,0,1,,0,0,9.0,0,0,262.0,0,130,449.0,78,3583,0,False,False,False
04-022-0107,Hrodna,city,53.644342,23.843632,4,,275,180,1791.0,1993.0,6,89.0,2,2,25.0,0,1,13.0,1,0,30.0,0,1,,0,0,18.0,0,3,907.0,1,262,709.0,176,3605,2,True,False,False
