id,town,area,latitude,longitude,region,monitoredVotes,registered,photoVoices,officialVotes,officialVoters,against_registered,against_officialVotes,against_photoVoices,cherechen_registered,cherechen_officialVotes,cherechen_photoVoices,corrupted_registered,corrupted_officialVotes,corrupted_photoVoices,dmitriyev_registered,dmitriyev_officialVotes,dmitriyev_photoVoices,ignore_registered,ignore_officialVotes,ignore_photoVoices,kanopatskaja_registered,kanopatskaja_officialVotes,kanopatskaja_photoVoices,lukashenko_registered,lukashenko_officialVotes,lukashenko_photoVoices,tihanovkaja_registered,tihanovkaja_officialVotes,tihanovkaja_photoVoices,voters,votes,turnout,against,cherechen,corrupted,dmitriyev,kanopatskaja,tihanovkaja,lukashenko
03-092-0068,Савичи,village,52.416943,29.057439,3,,8,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,8,,4,659.248,524.959,0.7963,4.14778,1.21886,0.900504,1.47355,1.3553,33.952,481.911
03-092-0069,Перетрутовский Воротын,village,52.348727,29.010634,3,,16,7,,,1,,1,0,,0,0,,0,1,,0,1,,0,0,,0,0,,0,13,,6,659.248,524.959,0.7963,14.1013,4.14382,3.06148,5.00969,4.60768,55.172,438.863
03-092-0070,Новосёлки,village,52.360855,29.236902,3,,0,0,,,0,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,,0,0,,0,659.248,524.959,0.7963,0,0,0,0,0,0,524.959
03-092-0071,Капличи,village,52.331945,29.138267,3,,16,5,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,16,,5,659.248,524.959,0.7963,8.29555,2.43773,1.80101,2.9471,2.71061,67.904,438.863
03-092-0072,Шиичи,village,52.254214,29.227317,3,,15,7,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,15,,7,659.248,524.959,0.7963,7.77708,2.28537,1.68845,2.76291,2.5412,63.66,444.244
03-093-0001,Барсуки,village,53.137808,30.706258,3,,8,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,7,,2,659.248,524.959,0.7963,6.08304,1.78756,1.32066,2.16108,1.98766,29.708,481.911
03-093-0002,Волынцы,village,53.195614,30.993647,3,,2,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,1,659.248,524.959,0.7963,1.03694,0.304716,0.225126,0.368388,0.338826,8.488,514.197
03-093-0003,Ворновка,village,53.017434,30.85775,3,,11,7,,,1,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,10,,6,659.248,524.959,0.7963,7.63846,2.24463,1.65835,2.71366,2.4959,42.44,465.768
03-093-0004,Высокая,village,53.047289,30.856681,3,,3,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,3,659.248,524.959,0.7963,1.55542,0.457074,0.337689,0.552582,0.508239,12.732,508.816
03-093-0005,Кучин,village,53.187586,30.684779,3,,7,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,7,,3,659.248,524.959,0.7963,3.6293,1.06651,0.787941,1.28936,1.18589,29.708,487.292
03-093-0006,Karma,town_below100,53.133162,30.796781,3,,50,19,,,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,1,,0,48,,19,1288.99,1095.9,0.8502,17.2872,4.8706,2.8126,5.5909,3.7044,122.4,939.233
03-093-0007,Karma,town_below100,53.133989,30.813148,3,,4,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,,1,1288.99,1095.9,0.8502,1.17734,0.331712,0.191552,0.380768,0.252288,10.2,1083.37
03-093-0008,Коротьки,village,53.090309,30.780531,3,,16,5,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,16,,5,659.248,524.959,0.7963,8.29555,2.43773,1.80101,2.9471,2.71061,67.904,438.863
03-093-0009,Karma,town_below100,53.132519,30.797123,3,,165,66,,,3,,1,1,,0,0,,0,3,,1,2,,0,1,,1,2,,1,153,,62,1288.99,1095.9,0.8502,63.9878,18.0283,10.4107,20.6945,13.7117,390.15,578.916
03-093-0010,Karma,town_below100,53.129715,30.801973,3,,90,35,,,0,,0,1,,0,0,,0,1,,0,0,,0,0,,0,0,,0,88,,35,1288.99,1095.9,0.8502,29.0606,8.18772,4.72812,9.39858,6.22728,224.4,813.897
03-093-0011,Александровка,village,53.011263,30.797114,3,,5,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,5,,1,659.248,524.959,0.7963,2.59236,0.76179,0.562815,0.92097,0.847065,21.22,498.054
03-093-0012,Литвиновичи,village,53.190359,30.870003,3,,14,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,,3,659.248,524.959,0.7963,7.25861,2.13301,1.57588,2.57872,2.37178,59.416,449.625
03-093-0013,Октябрёво,village,53.259956,30.768358,3,,4,1,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,1,659.248,524.959,0.7963,4.00915,1.17813,0.870408,1.4243,1.31001,12.732,503.435
03-093-0014,Староград,village,53.11726,30.602071,3,,6,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,6,,2,659.248,524.959,0.7963,3.11083,0.914148,0.675378,1.10516,1.01648,25.464,492.673
03-093-0015,Хизов,village,53.096376,30.613947,3,,9,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,9,,4,659.248,524.959,0.7963,4.66625,1.37122,1.01307,1.65775,1.52472,38.196,476.53
03-093-0016,Струкачёв,village,53.030677,30.71516,3,,1,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,1,659.248,524.959,0.7963,0.518472,0.152358,0.112563,0.184194,0.169413,4.244,519.578
03-093-0017,Дубовица,village,52.990822,30.737456,3,,6,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,6,,0,659.248,524.959,0.7963,3.11083,0.914148,0.675378,1.10516,1.01648,25.464,492.673
03-093-0018,Боровая Буда,village,53.035312,30.622652,3,,2,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,659.248,524.959,0.7963,1.03694,0.304716,0.225126,0.368388,0.338826,8.488,514.197
03-093-0020,Корма,village,52.34383,31.513852,3,,2,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,1,659.248,524.959,0.7963,1.03694,0.304716,0.225126,0.368388,0.338826,8.488,514.197
03-094-0001,Lelchytsy,town_below100,51.791111,28.330753,3,,192,94,,,5,,2,0,,0,0,,0,3,,0,1,,0,0,,0,5,,0,178,,92,1288.99,1095.9,0.8502,74.5053,20.9916,12.1219,24.096,15.9654,453.9,494.319
03-094-0002,Lelchytsy,town_below100,51.791111,28.330753,3,,61,29,,,1,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,60,,28,1288.99,1095.9,0.8502,19.2397,5.42071,3.13027,6.22236,4.12279,153,904.763
03-094-0003,Lelchytsy,town_below100,51.785702,28.328588,3,,102,34,,,2,,0,0,,0,1,,0,1,,0,0,,0,0,,0,0,,0,98,,34,1288.99,1095.9,0.8502,35.1631,9.90706,5.72098,11.3722,7.53494,249.9,776.301
03-094-0004,Lelchytsy,town_below100,51.787897,28.323504,3,,151,81,,,1,,1,0,,0,0,,0,0,,0,2,,0,0,,0,3,,2,145,,78,1288.99,1095.9,0.8502,52.1559,14.6947,8.48569,16.8679,11.1763,369.75,622.768
03-094-0005,Lelchytsy,town_below100,51.783351,28.323252,3,,119,54,,,4,,0,0,,0,1,,0,0,,0,1,,0,0,,0,3,,0,110,,54,1288.99,1095.9,0.8502,46.5928,13.1273,7.58057,15.0687,9.98417,280.5,723.045
03-094-0006,Lelchytsy,town_below100,51.795824,28.330484,3,,2,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,1288.99,1095.9,0.8502,0.588672,0.165856,0.095776,0.190384,0.126144,5.1,1089.63
03-094-0007,Марковское,village,51.724565,28.209202,3,,3,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,1,659.248,524.959,0.7963,1.55542,0.457074,0.337689,0.552582,0.508239,12.732,508.816
03-094-0008,Боровое,village,51.709198,28.061438,3,,7,0,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,5,,0,659.248,524.959,0.7963,7.49983,2.2039,1.62825,2.66441,2.4506,21.22,487.292
03-094-0009,Милошевичи,village,51.656378,27.929646,3,,14,3,,,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,13,,3,659.248,524.959,0.7963,9.19387,2.70171,1.99604,3.26624,3.00414,55.172,449.625
03-094-0010,Приболовичи,village,51.675918,27.81963,3,,10,5,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,10,,5,659.248,524.959,0.7963,5.18472,1.52358,1.12563,1.84194,1.69413,42.44,471.149
03-094-0011,Glushkevichi,village,51.570563,27.77713,3,,37,12,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,36,,12,659.248,524.959,0.7963,21.1187,6.20594,4.58499,7.50271,6.90064,152.784,325.862
03-094-0012,Дзержинск,village,51.673857,27.542904,3,,15,7,,,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,14,,7,659.248,524.959,0.7963,9.71234,2.85407,2.1086,3.45044,3.17355,59.416,444.244
03-094-0013,Букча,village,51.752312,27.67545,3,,7,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,7,,1,659.248,524.959,0.7963,3.6293,1.06651,0.787941,1.28936,1.18589,29.708,487.292
03-094-0014,Тонеж,village,51.826855,27.797477,3,,7,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,6,,1,659.248,524.959,0.7963,5.56457,1.6352,1.2081,1.97689,1.81825,25.464,487.292
03-094-0015,Иванова Слобода,village,51.848258,27.873573,3,,3,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,2,659.248,524.959,0.7963,1.55542,0.457074,0.337689,0.552582,0.508239,12.732,508.816
03-094-0016,Симоничи,village,51.880877,28.082782,3,,12,4,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,11,,4,659.248,524.959,0.7963,8.15693,2.39699,1.77091,2.89786,2.66531,46.684,460.387
03-094-0017,Средние Печи,village,51.857153,28.188927,3,,2,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,1,659.248,524.959,0.7963,1.03694,0.304716,0.225126,0.368388,0.338826,8.488,514.197
03-094-0018,Дуброва,village,51.782833,28.215113,3,,15,5,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,15,,5,659.248,524.959,0.7963,7.77708,2.28537,1.68845,2.76291,2.5412,63.66,444.244
03-094-0019,Буда Лельчицкая,village,51.850266,28.363586,3,,4,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,3,,0,659.248,524.959,0.7963,4.00915,1.17813,0.870408,1.4243,1.31001,12.732,503.435
03-094-0020,Липляны,village,51.81232,28.379927,3,,18,8,,,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,1,,0,16,,8,659.248,524.959,0.7963,13.203,3.87984,2.86645,4.69055,4.31415,67.904,428.101
03-094-0021,Чемерное,village,51.762781,28.299222,3,,12,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,12,,2,659.248,524.959,0.7963,6.22166,1.8283,1.35076,2.21033,2.03296,50.928,460.387
03-094-0022,Стодоличи,village,51.732286,28.491902,3,,14,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,13,,4,659.248,524.959,0.7963,9.19387,2.70171,1.99604,3.26624,3.00414,55.172,449.625
03-094-0023,Гребени,village,51.665786,28.416327,3,,1,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,1,659.248,524.959,0.7963,0.518472,0.152358,0.112563,0.184194,0.169413,4.244,519.578
03-094-0024,Буйновичи,village,51.867771,28.547804,3,,12,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,12,,6,659.248,524.959,0.7963,6.22166,1.8283,1.35076,2.21033,2.03296,50.928,460.387
03-094-0025,Синицкое Поле,village,51.799366,28.649529,3,,10,5,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,8,,5,659.248,524.959,0.7963,9.05525,2.66097,1.96594,3.217,2.95884,33.952,471.149
03-094-0026,Буда-Софиевка,village,51.857409,28.629182,3,,20,11,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,19,,11,659.248,524.959,0.7963,12.3047,3.61586,2.67142,4.37141,4.02062,80.636,417.339
03-094-0027,Острожанка,village,51.991341,28.557003,3,,3,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,1,659.248,524.959,0.7963,1.55542,0.457074,0.337689,0.552582,0.508239,12.732,508.816
03-094-0028,Краснобережье,village,51.875906,28.438398,3,,4,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,,2,659.248,524.959,0.7963,2.07389,0.609432,0.450252,0.736776,0.677652,16.976,503.435
03-094-0029,Замошье,village,51.976759,28.402996,3,,4,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,3,,1,659.248,524.959,0.7963,4.00915,1.17813,0.870408,1.4243,1.31001,12.732,503.435
03-094-0030,Ударное,village,51.94808,28.318913,3,,4,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,,2,659.248,524.959,0.7963,2.07389,0.609432,0.450252,0.736776,0.677652,16.976,503.435
03-094-0031,Новое Полесье,village,51.925442,28.259957,3,,0,0,,,0,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,,0,0,,0,659.248,524.959,0.7963,0,0,0,0,0,0,524.959
03-095-0001,Loyew,town_below100,51.940962,30.806357,3,,99,48,,,2,,1,0,,0,0,,0,2,,0,0,,0,0,,0,2,,0,93,,47,1288.99,1095.9,0.8502,36.8505,10.3825,5.99551,11.9179,7.89653,237.15,785.706
03-095-0002,Loyew,town_below100,51.933133,30.790134,3,,91,45,,,2,,0,0,,0,1,,0,0,,0,0,,0,0,,0,1,,0,87,,45,1288.99,1095.9,0.8502,31.9254,8.99485,5.19421,10.3251,6.84115,221.85,810.768
03-095-0003,Loyew,town_below100,51.953037,30.797482,3,,64,25,,,2,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,62,,24,1288.99,1095.9,0.8502,21.4079,6.03159,3.48303,6.92359,4.58741,158.1,895.365
03-095-0004,Бывальки,village,51.848775,30.640358,3,,13,9,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13,,9,659.248,524.959,0.7963,6.74014,1.98065,1.46332,2.39452,2.20237,55.172,455.006
03-095-0005,Севки,village,51.782972,30.546133,3,,6,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,4,,1,659.248,524.959,0.7963,6.98136,2.05154,1.51569,2.48022,2.28119,16.976,492.673
03-095-0006,Карповка,village,52.02385,30.907678,3,,3,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,0,659.248,524.959,0.7963,1.55542,0.457074,0.337689,0.552582,0.508239,12.732,508.816
03-095-0007,Колпень,village,51.942145,30.671709,3,,6,0,,,3,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,0,659.248,524.959,0.7963,8.91662,2.62024,1.93585,3.16775,2.91355,12.732,492.673
03-095-0008,Мохов,village,51.997885,30.740331,3,,1,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,1,659.248,524.959,0.7963,0.518472,0.152358,0.112563,0.184194,0.169413,4.244,519.578
03-095-0009,Крупейки,village,51.91481,30.729947,3,,7,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,7,,2,659.248,524.959,0.7963,3.6293,1.06651,0.787941,1.28936,1.18589,29.708,487.292
03-095-0010,Малиновка,village,52.022636,30.459078,3,,15,7,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,15,,7,659.248,524.959,0.7963,7.77708,2.28537,1.68845,2.76291,2.5412,63.66,444.244
