id,town,area,latitude,longitude,region,monitoredVotes,registered,photoVoices,officialVotes,officialVoters,against_registered,against_officialVotes,against_photoVoices,cherechen_registered,cherechen_officialVotes,cherechen_photoVoices,corrupted_registered,corrupted_officialVotes,corrupted_photoVoices,dmitriyev_registered,dmitriyev_officialVotes,dmitriyev_photoVoices,ignore_registered,ignore_officialVotes,ignore_photoVoices,kanopatskaja_registered,kanopatskaja_officialVotes,kanopatskaja_photoVoices,lukashenko_registered,lukashenko_officialVotes,lukashenko_photoVoices,tihanovkaja_registered,tihanovkaja_officialVotes,tihanovkaja_photoVoices,voters,votes,turnout
01-047-0007,Baranavičy,town_over100,53.152024,26.000056,1,,316,158,,,11,,2,2,,0,1,,0,0,,0,0,,0,1,,0,4,,1,297,,155,1290.14,979.218,0.759
01-047-0008,Baranavičy,town_over100,53.153585,26.005123,1,,219,115,,,6,,2,2,,1,0,,0,1,,0,0,,0,1,,0,1,,0,208,,112,1290.14,979.218,0.759
01-047-0009,Baranavičy,town_over100,53.153585,26.005123,1,,229,138,1230,1430,2,113,1,0,26,0,0,,0,0,25,0,0,,0,0,23,0,0,998,0,227,45,137,1430,1085.37,0.759
01-047-0010,Baranavičy,town_over100,53.153082,26.007305,1,,229,114,,,3,,0,1,,0,0,,0,5,,0,0,,0,2,,0,1,,0,217,,114,1290.14,979.218,0.759
01-047-0011,Baranavičy,town_over100,53.153487,26.008985,1,,326,178,,,7,,1,1,,0,0,,0,2,,0,0,,0,0,,0,5,,1,311,,176,1290.14,979.218,0.759
01-047-0012,Baranavičy,town_over100,53.153487,26.008985,1,,214,126,1691,1997,3,179,0,0,21,0,0,27,0,1,19,0,2,,0,0,36,0,3,1340,0,205,69,126,1997,1515.72,0.759
01-047-0013,Baranavičy,town_over100,53.160804,26.023763,1,,398,216,,,6,,3,2,,1,2,,1,3,,0,0,,0,1,,0,2,,0,382,,211,1290.14,979.218,0.759
01-047-0014,Baranavičy,town_over100,53.153104,26.028012,1,,263,152,,,2,,2,1,,1,0,,0,2,,0,0,,0,1,,0,3,,0,254,,149,1290.14,979.218,0.759
01-047-0015,Baranavičy,town_over100,53.14691,26.041414,1,,316,181,,,5,,2,0,,0,0,,0,0,,0,1,,0,0,,0,2,,0,308,,179,1290.14,979.218,0.759
01-047-0016,Baranavičy,town_over100,53.143361,26.045134,1,,133,79,,,2,,0,1,,0,0,,0,1,,0,0,,0,0,,0,1,,0,128,,79,1290.14,979.218,0.759
01-047-0017,Baranavičy,town_over100,53.132935,26.040462,1,,284,175,1773,2112,3,234,2,0,17,0,1,,1,0,18,0,0,,0,1,34,0,2,1400,0,277,70,172,2112,1603.01,0.759
01-047-0018,Baranavičy,town_over100,53.14638,26.044325,1,,180,109,,,2,,0,1,,0,0,,0,2,,2,0,,0,0,,0,2,,0,173,,107,1290.14,979.218,0.759
01-047-0019,Baranavičy,town_over100,53.146915,26.05232,1,,215,137,1615,1922,2,195,1,0,31,0,0,,0,2,28,1,0,,0,0,21,0,0,1275,0,211,65,135,1922,1458.8,0.759
01-047-0020,Baranavičy,town_over100,53.150204,26.061528,1,,503,282,,,6,,3,1,,1,3,,1,2,,0,1,,0,1,,1,5,,1,484,,275,1290.14,979.218,0.759
01-047-0021,Baranavičy,town_over100,53.14516,26.050326,1,,177,104,,,3,,2,0,,0,0,,0,1,,1,0,,0,0,,0,5,,0,168,,101,1290.14,979.218,0.759
01-047-0022,Baranavičy,town_over100,53.142103,26.073323,1,,330,186,1555,1620,5,97,0,0,31,0,0,15,0,1,31,0,1,,0,0,47,0,1,1260,0,322,74,186,1620,1229.58,0.759
01-047-0023,Baranavičy,town_over100,53.142103,26.073323,1,,215,128,1542,1625,5,,1,1,31,1,1,15,1,2,31,2,0,,0,0,46,0,1,1248,0,205,67,123,1625,1233.38,0.759
01-047-0024,Baranavičy,town_over100,53.134626,26.069541,1,,295,146,,,3,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,0,289,,146,1290.14,979.218,0.759
01-047-0025,Baranavičy,town_over100,53.132222,26.0684,1,,378,220,,,2,,1,0,,0,0,,0,4,,1,2,,1,2,,1,4,,0,364,,216,1290.14,979.218,0.759
01-047-0026,Baranavičy,town_over100,53.13306,26.077635,1,,364,219,1623,1900,6,197,2,1,23,1,0,,0,1,9,1,3,,0,1,47,0,4,1282,0,348,65,215,1900,1442.1,0.759
01-047-0027,Baranavičy,town_over100,53.130093,26.072164,1,,187,99,,,6,,2,0,,0,0,,0,2,,0,0,,0,0,,0,0,,0,179,,97,1290.14,979.218,0.759
01-047-0028,Baranavičy,town_over100,53.128008,26.05347,1,,439,260,2870,2990,8,340,1,0,51,0,1,29,0,2,42,2,1,,0,2,26,0,2,2239,0,423,143,257,2990,2269.41,0.759
01-047-0029,Baranavičy,town_over100,53.132935,26.040462,1,,151,81,,,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,2,,1,148,,80,1290.14,979.218,0.759
01-047-0030,Baranavičy,town_over100,53.128635,26.05338,1,,272,161,2300,2598,7,123,2,0,29,0,1,27,0,2,58,1,0,,0,0,16,0,1,1633,0,261,414,158,2598,1971.88,0.759
01-047-0031,Baranavičy,town_over100,53.130915,26.022146,1,,281,176,,,4,,2,1,,1,1,,0,0,,0,0,,0,1,,0,1,,0,273,,173,1290.14,979.218,0.759
01-047-0032,Baranavičy,town_over100,53.130866,26.026035,1,,393,230,,,8,,4,3,,1,1,,1,1,,0,0,,0,0,,0,6,,1,374,,223,1290.14,979.218,0.759
01-047-0033,Baranavičy,town_over100,53.129769,26.021391,1,,135,91,,,4,,3,0,,0,0,,0,3,,2,0,,0,0,,0,2,,0,126,,86,1290.14,979.218,0.759
01-047-0034,Baranavičy,town_over100,53.116968,26.033779,1,,336,181,1970,2592,3,43,0,1,21,1,0,16,0,2,19,1,1,,0,0,39,0,1,1556,1,328,276,178,2592,1967.33,0.759
01-047-0035,Baranavičy,town_over100,53.116968,26.033779,1,,401,234,,,3,,1,1,,1,0,,0,4,,1,1,,0,1,,0,0,,0,391,,231,1290.14,979.218,0.759
01-047-0036,Baranavičy,town_over100,53.122345,26.023188,1,,304,170,,,3,,0,1,,1,1,,0,3,,1,0,,0,0,,0,3,,0,293,,168,1290.14,979.218,0.759
01-047-0037,Baranavičy,town_over100,53.131568,26.021885,1,,297,159,,,4,,0,1,,0,0,,0,1,,0,1,,0,2,,1,4,,1,284,,157,1290.14,979.218,0.759
01-047-0038,Baranavičy,town_over100,53.132962,26.032674,1,,193,101,,,1,,0,2,,0,0,,0,1,,1,0,,0,0,,0,4,,0,185,,100,1290.14,979.218,0.759
01-047-0039,Baranavičy,town_over100,53.135691,26.020529,1,,219,129,1280,1491,1,156,0,0,13,0,1,,0,0,17,0,0,,0,0,8,0,0,1021,0,217,65,129,1491,1131.67,0.759
01-047-0040,Baranavičy,town_over100,53.114109,26.02864,1,,248,138,,,0,,0,0,,0,2,,0,1,,0,0,,0,1,,0,0,,0,244,,138,1290.14,979.218,0.759
01-047-0041,Baranavičy,town_over100,53.132563,26.006731,1,,147,81,,,3,,1,2,,2,0,,0,0,,0,0,,0,1,,1,1,,0,140,,77,1290.14,979.218,0.759
01-047-0042,Baranavičy,town_over100,53.12958,26.003515,1,,257,143,1497,1560,8,221,3,0,89,0,0,,0,1,76,0,0,,0,0,81,0,3,877,0,245,153,140,1560,1184.04,0.759
01-047-0043,Baranavičy,town_over100,53.113238,26.016801,1,,429,237,2357,2720,6,222,2,1,20,1,0,,0,1,23,0,1,,0,1,50,0,6,1865,1,413,177,233,2720,2064.48,0.759
01-047-0044,Baranavičy,town_over100,53.127311,26.016747,1,,162,103,,,3,,0,1,,0,1,,0,1,,0,1,,0,0,,0,0,,0,155,,103,1290.14,979.218,0.759
01-047-0045,Baranavičy,town_over100,53.123318,26.023017,1,,130,80,1001,1126,2,99,2,0,16,0,0,1,0,0,10,0,0,,0,0,17,0,1,790,0,127,68,78,1126,854.634,0.759
01-047-0046,Baranavičy,town_over100,53.12576,26.007961,1,,237,140,1436,1670,4,187,0,1,14,0,0,,0,9,14,5,0,,0,0,26,0,3,1136,0,220,59,135,1670,1267.53,0.759
01-047-0047,Baranavičy,town_over100,53.118259,26.023592,1,,258,156,1820,1986,5,235,4,1,18,0,0,,0,2,18,1,0,,0,0,36,0,0,1438,0,250,75,151,1986,1507.37,0.759
01-047-0048,Baranavičy,town_over100,53.124463,26.019756,1,,189,98,1227,1442,3,144,0,0,9,0,0,,0,0,9,0,1,,0,1,5,0,3,950,0,181,110,98,1442,1094.48,0.759
01-047-0049,Baranavičy,town_over100,53.113238,26.016801,1,,263,160,,,2,,0,1,,0,0,,0,0,,0,0,,0,0,,0,1,,0,259,,160,1290.14,979.218,0.759
01-047-0050,Baranavičy,town_over100,53.114595,26.027194,1,,204,123,1563,1797,2,156,0,1,9,0,0,47,0,5,6,1,0,,0,1,32,1,1,1252,0,194,61,121,1797,1363.92,0.759
01-047-0051,Baranavičy,town_over100,53.118151,25.997927,1,,433,257,,,6,,0,2,,2,1,,1,1,,1,3,,0,0,,0,3,,0,417,,253,1290.14,979.218,0.759
01-047-0052,Baranavičy,town_over100,53.12663,25.990534,1,,168,95,,,4,,1,1,,1,0,,0,2,,0,1,,0,0,,0,2,,0,158,,93,1290.14,979.218,0.759
01-047-0053,Baranavičy,town_over100,53.121167,25.98209,1,,126,84,,,3,,1,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,121,,83,1290.14,979.218,0.759
01-047-0054,Baranavičy,town_over100,53.115281,25.994972,1,,489,286,2561,2880,7,149,3,0,27,0,1,10,0,4,26,2,4,,0,0,52,0,2,2015,0,471,282,281,2880,2185.92,0.759
01-047-0055,Baranavičy,town_over100,53.117595,25.979359,1,,505,287,,,11,,3,0,,0,0,,0,3,,1,0,,0,0,,0,5,,0,486,,283,1290.14,979.218,0.759
01-047-0056,Baranavičy,town_over100,53.107471,25.97537,1,,680,402,2452,2755,11,227,2,2,23,0,0,68,0,4,25,0,1,,0,1,49,1,6,1962,1,655,98,398,2755,2091.05,0.759
01-047-0057,Baranavičy,town_over100,53.107471,25.97537,1,,315,142,1614,1810,2,80,0,3,12,1,0,15,0,5,15,1,0,,0,1,35,0,3,1276,1,301,181,139,1810,1373.79,0.759
01-047-0058,Baranavičy,town_over100,53.10833,25.965165,1,,201,108,,,1,,0,0,,0,1,,0,3,,1,0,,0,0,,0,0,,0,196,,107,1290.14,979.218,0.759
01-047-0059,Baranavičy,town_over100,53.10833,25.965165,1,,174,104,,,2,,0,0,,0,0,,0,0,,0,1,,1,0,,0,0,,0,171,,103,1290.14,979.218,0.759
01-047-0060,Baranavičy,town_over100,53.120232,25.959362,1,,348,189,1955,2155,8,104,3,0,13,0,1,14,0,2,14,0,1,,1,2,14,1,3,1563,1,331,233,183,2155,1635.64,0.759
01-047-0061,Baranavičy,town_over100,53.120232,25.959362,1,,149,77,,,2,,0,0,,0,0,,0,2,,1,1,,0,1,,0,1,,0,142,,76,1290.14,979.218,0.759
01-047-0062,Baranavičy,town_over100,53.146267,26.071167,1,,376,248,2531,2623,4,139,4,4,17,2,2,7,2,3,21,2,1,,0,0,36,0,2,1957,1,360,354,237,2623,1990.86,0.759
01-047-0063,Baranavičy,town_over100,53.133049,25.958743,1,,227,118,,,3,,0,0,,0,0,,0,0,,0,1,,0,1,,1,0,,0,222,,117,1290.14,979.218,0.759
01-047-0064,Baranavičy,town_over100,53.111898,25.959264,1,,10,0,,,1,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,,0,9,,0,1290.14,979.218,0.759
01-047-0065,Baranavičy,town_over100,53.11199,25.958536,1,,10,0,,,1,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,,0,9,,0,1290.14,979.218,0.759
01-047-0066,Baranavičy,town_over100,53.11213,25.958024,1,,10,0,,,1,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,,0,9,,0,1290.14,979.218,0.759
01-047-0067,Baranavičy,town_over100,53.130185,25.995555,1,,3,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,0,1290.14,979.218,0.759
01-047-0068,Baranavičy,town_over100,53.134399,26.011501,1,,3,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,3,1290.14,979.218,0.759
01-047-0069,Baranavičy,town_over100,53.111228,25.992977,1,,552,303,,,9,,3,1,,1,0,,0,2,,1,1,,0,0,,0,8,,2,531,,296,1290.14,979.218,0.759
01-048-0001,Haradzišča,village,53.327197,26.006111,1,,105,44,,,2,,0,1,,0,0,,0,0,,0,0,,0,1,,0,1,,1,100,,43,727.322,637.352,0.8763
01-048-0002,Арабовщина,village,53.261594,26.043076,1,,28,14,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,28,,14,727.322,637.352,0.8763
01-048-0003,Гирмантовцы,village,53.275504,25.922406,1,,14,10,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,,10,727.322,637.352,0.8763
01-048-0004,Карчёво,village,53.356384,26.10895,1,,40,18,,,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,39,,18,727.322,637.352,0.8763
01-048-0005,Великие Луки,village,53.010402,26.044469,1,,17,8,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,16,,8,727.322,637.352,0.8763
01-048-0006,Копани,village,53.084252,26.092753,1,,131,68,,,1,,0,0,,0,1,,1,1,,0,1,,0,0,,0,0,,0,127,,67,727.322,637.352,0.8763
01-048-0007,Вольно,village,53.299109,26.22936,1,,22,8,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,21,,8,727.322,637.352,0.8763
01-048-0008,Нижнее Чернихово,village,53.247193,26.285765,1,,8,5,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,8,,5,727.322,637.352,0.8763
01-048-0009,Полонечка,village,53.354869,26.261214,1,,22,7,,,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,21,,7,727.322,637.352,0.8763
01-048-0010,Жемчужный,village,53.138338,25.876753,1,,371,166,,,5,,0,0,,0,0,,0,4,,2,1,,0,1,,1,2,,0,358,,163,727.322,637.352,0.8763
01-048-0011,Свираны,village,53.189474,25.719045,1,,6,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,5,,1,727.322,637.352,0.8763
01-048-0012,Севрюки,village,53.133762,25.810853,1,,18,8,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,18,,8,727.322,637.352,0.8763
01-048-0013,Крошинский сельский Совет,village,53.201828,26.157809,1,,92,50,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,90,,50,727.322,637.352,0.8763
01-048-0014,Лавриновичи,village,53.151381,26.130357,1,,36,24,,,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,35,,24,727.322,637.352,0.8763
01-048-0015,Петковичи,village,53.309284,26.361574,1,,17,8,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,17,,8,727.322,637.352,0.8763
01-048-0016,Столовичи,village,53.213865,26.03925,1,,129,71,,,0,,0,0,,0,0,,0,0,,0,3,,0,0,,0,1,,0,125,,71,727.322,637.352,0.8763
01-048-0017,Стайки,village,53.254946,26.180087,1,,20,13,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,20,,13,727.322,637.352,0.8763
01-048-0018,Lyasnaya,village,52.989131,25.763584,1,,67,26,,,1,,1,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,65,,25,727.322,637.352,0.8763
01-048-0019,Замошье,village,53.039606,25.974364,1,,89,42,,,0,,0,0,,0,0,,0,1,,0,0,,0,2,,0,0,,0,86,,42,727.322,637.352,0.8763
01-048-0020,Светлый,village,53.023349,25.913,1,,11,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,11,,2,727.322,637.352,0.8763
01-048-0021,Подлазье,village,52.970642,25.935629,1,,12,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,12,,4,727.322,637.352,0.8763
01-048-0022,Миловиды,village,52.898438,25.850999,1,,16,9,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,16,,9,727.322,637.352,0.8763
01-048-0023,Molchad,village,53.317268,25.693263,1,,45,21,,,0,,0,1,,0,0,,0,0,,0,1,,0,0,,0,1,,0,42,,21,727.322,637.352,0.8763
01-048-0024,Малая Своротва,village,53.364176,25.699516,1,,3,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,1,727.322,637.352,0.8763
01-048-0025,Новая Мышь,village,53.138186,25.909775,1,,100,53,,,2,,1,1,,1,1,,0,0,,0,0,,0,0,,0,0,,0,96,,51,727.322,637.352,0.8763
01-048-0026,Приозёрная,village,53.114763,25.903954,1,,20,9,,,1,,0,1,,0,0,,0,0,,0,0,,0,0,,0,1,,0,17,,9,727.322,637.352,0.8763
01-048-0027,Мир,village,53.169617,25.937302,1,,99,59,,,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,1,,0,97,,59,727.322,637.352,0.8763
01-048-0028,Тешевле,village,53.226487,25.815901,1,,37,16,,,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,3,,0,33,,16,727.322,637.352,0.8763
01-048-0029,Заболотье,village,53.180285,25.837488,1,,6,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,6,,4,727.322,637.352,0.8763
01-048-0030,Подгорная,village,52.988621,25.578809,1,,16,7,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,16,,7,727.322,637.352,0.8763
01-048-0031,Полонка,village,53.14186,25.731172,1,,37,16,,,0,,0,0,,0,0,,0,0,,0,0,,0,1,,1,1,,0,35,,15,727.322,637.352,0.8763
01-048-0032,Перховичи,village,53.243933,25.652695,1,,9,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,9,,2,727.322,637.352,0.8763
01-048-0033,Лотвичи,village,53.190936,25.667949,1,,9,5,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,9,,5,727.322,637.352,0.8763
01-048-0034,Почапово,village,53.358969,25.826313,1,,14,10,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13,,10,727.322,637.352,0.8763
01-049-0001,Biaroza,town_below100,52.534209,24.981124,1,,274,144,,,4,,3,1,,1,0,,0,0,,0,1,,0,0,,0,1,,0,267,,140,1207.05,993.762,0.8233
01-049-0002,Biaroza,town_below100,52.538368,24.981101,1,,180,104,,,2,,1,0,,0,0,,0,1,,0,0,,0,0,,0,1,,0,176,,103,1207.05,993.762,0.8233
01-049-0003,Biaroza,town_below100,52.540042,24.974557,1,,287,142,,,9,,2,3,,2,0,,0,3,,1,1,,0,1,,0,2,,0,268,,137,1207.05,993.762,0.8233
01-049-0004,Biaroza,town_below100,52.546855,24.981672,1,,325,183,1911,1950,5,82,1,0,19,0,0,9,0,0,38,0,2,,0,1,133,1,2,1438,0,315,192,181,1950,1605.44,0.8233
01-049-0005,Biaroza,town_below100,52.538059,24.986981,1,,199,117,,,4,,1,2,,0,0,,0,1,,1,0,,0,0,,0,2,,0,190,,115,1207.05,993.762,0.8233
01-049-0006,Biaroza,town_below100,52.528374,24.96888,1,,278,152,1887,2030,5,78,0,3,8,2,1,,0,1,13,0,0,,0,0,19,0,2,1469,0,266,300,150,2030,1671.3,0.8233
01-049-0007,Biaroza,town_below100,52.524698,24.961909,1,,326,164,,,4,,0,1,,1,0,,0,2,,1,1,,0,0,,0,3,,0,315,,162,1207.05,993.762,0.8233
01-049-0008,Biaroza,town_below100,52.529212,24.986164,1,,234,126,1311,1496,2,57,1,0,18,0,0,16,0,1,19,0,0,,0,1,10,0,2,809,0,228,382,125,1496,1231.66,0.8233
01-049-0009,Biaroza,town_below100,52.531311,24.983154,1,,234,126,,,5,,1,2,,0,0,,0,2,,1,0,,0,0,,0,3,,0,222,,124,1207.05,993.762,0.8233
01-049-0010,Biaroza,town_below100,52.52181,24.968889,1,,367,215,,,4,,2,1,,0,0,,0,2,,0,0,,0,1,,0,1,,0,358,,213,1207.05,993.762,0.8233
01-049-0011,Biaroza,town_below100,52.538059,24.986981,1,,267,161,,,4,,1,1,,0,0,,0,1,,1,1,,0,1,,0,3,,0,256,,159,1207.05,993.762,0.8233
01-049-0012,Biaroza,town_below100,52.552583,24.962385,1,,184,97,,,1,,1,0,,0,0,,0,1,,0,0,,0,0,,0,1,,0,181,,96,1207.05,993.762,0.8233
01-049-0013,Belaazersk,town_below100,52.469115,25.17869,1,,239,121,1661,1885,2,100,0,0,32,0,1,11,0,1,38,1,0,,0,0,21,0,2,594,0,233,865,120,1885,1661,0.881167
01-049-0014,Belaazersk,town_below100,52.469576,25.170381,1,,372,212,1788,2066,1,84,1,0,29,0,0,8,0,4,35,2,2,,0,0,16,0,1,899,0,364,717,209,2066,1700.94,0.8233
01-049-0015,Belaazersk,town_below100,52.475626,25.174513,1,,399,217,2025,2100,8,174,2,0,44,0,1,,1,2,43,1,0,,0,0,25,0,2,563,0,386,1176,213,2100,2025,0.964286
01-049-0016,Belaazersk,town_below100,52.474985,25.17816,1,,270,164,,,4,,0,2,,1,0,,0,1,,1,0,,0,2,,2,2,,0,259,,160,1207.05,993.762,0.8233
01-049-0017,Belaazersk,town_below100,52.465542,25.177878,1,,84,51,,,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,2,,1,81,,50,1207.05,993.762,0.8233
01-049-0018,Хрисо,village,52.447834,25.230972,1,,28,19,,,0,,0,0,,0,0,,0,1,,1,0,,0,0,,0,0,,0,27,,18,727.322,637.352,0.8763
01-049-0019,Светоч,village,52.48376,24.924485,1,,58,21,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,55,,21,727.322,637.352,0.8763
01-049-0020,Заречье,village,52.541077,25.029489,1,,70,39,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,70,,39,727.322,637.352,0.8763
01-049-0021,Борки,village,52.362505,24.859744,1,,22,13,,,1,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,21,,12,727.322,637.352,0.8763
01-049-0022,Здитово,village,52.473081,25.001848,1,,32,14,,,3,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,29,,14,727.322,637.352,0.8763
01-049-0023,Шилин,village,52.445057,25.017128,1,,3,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,2,727.322,637.352,0.8763
01-049-0024,Malech,village,52.488329,24.704931,1,,118,62,,,1,,0,2,,1,1,,1,0,,0,1,,0,0,,0,0,,0,113,,60,727.322,637.352,0.8763
01-049-0025,Подкраичи,village,52.436768,24.719058,1,,18,7,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,18,,7,727.322,637.352,0.8763
01-049-0026,Междулесье,village,52.387839,25.016724,1,,41,19,,,0,,0,0,,0,0,,0,1,,0,0,,0,1,,1,0,,0,39,,18,727.322,637.352,0.8763
01-049-0027,Нарутовичи,village,52.55635,24.77232,1,,24,8,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,23,,8,727.322,637.352,0.8763
01-049-0028,Первомайская,village,52.525711,24.894005,1,,139,89,,,1,,0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,137,,89,727.322,637.352,0.8763
01-049-0029,Кабаки,village,52.499437,24.76004,1,,39,19,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,38,,19,727.322,637.352,0.8763
01-049-0030,Pieski,village,52.497524,25.190144,1,,102,49,1009,1027,3,69,2,0,20,0,0,24,0,2,23,1,1,,0,0,10,0,0,442,0,96,421,46,1027,899.96,0.8763
01-049-0031,Pieski,village,52.492518,25.213437,1,,43,25,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,43,,25,727.322,637.352,0.8763
01-049-0032,Sialiec,village,52.586514,24.86296,1,,33,19,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,33,,19,727.322,637.352,0.8763
01-049-0033,Маревиль,village,52.422815,24.888741,1,,48,18,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,47,,18,727.322,637.352,0.8763
01-049-0034,Ревятичи,village,52.440342,24.848928,1,,49,21,,,0,,0,1,,0,0,,0,0,,0,1,,0,0,,0,1,,0,46,,21,727.322,637.352,0.8763
01-049-0035,Ястребель,village,52.394654,24.929453,1,,5,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,5,,3,727.322,637.352,0.8763
01-049-0036,Соколово,village,52.537512,25.085742,1,,74,30,,,1,,0,0,,0,0,,0,1,,1,0,,0,0,,0,0,,0,72,,29,727.322,637.352,0.8763
01-049-0037,Бронная Гора,village,52.610867,25.081895,1,,39,12,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,39,,12,727.322,637.352,0.8763
01-049-0038,Stryhin,village,52.495687,25.038895,1,,36,20,,,2,,2,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,33,,18,727.322,637.352,0.8763
01-049-0039,Спорово,village,52.423474,25.33506,1,,36,18,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,34,,18,727.322,637.352,0.8763
01-049-0040,Zdzitava,village,52.424539,25.258793,1,,32,15,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,32,,15,727.322,637.352,0.8763
01-050-0001,Hantsavichy,town_below100,52.754882,26.421465,1,,247,118,2409,2533,1,27,0,0,22,0,0,,0,0,18,0,0,,0,1,28,0,6,2212,0,239,102,118,2533,2085.42,0.8233
01-050-0002,Hantsavichy,town_below100,52.75704,26.429927,1,,245,127,2332,2462,6,,2,1,15,0,0,,0,0,8,0,1,,0,0,9,0,2,2186,0,235,93,125,2462,2026.96,0.8233
01-050-0003,Hantsavichy,town_below100,52.75704,26.429927,1,,131,64,,,1,,0,0,,0,0,,0,0,,0,1,,0,0,,0,3,,0,126,,64,1207.05,993.762,0.8233
01-050-0004,Hantsavichy,town_below100,52.763296,26.426729,1,,186,102,2032,2097,4,5,1,2,6,1,0,2,0,2,5,2,0,,0,0,4,0,0,1896,0,178,114,98,2097,1726.46,0.8233
01-050-0005,Hantsavichy,town_below100,52.759378,26.440177,1,,136,68,1468,1517,0,,0,0,,0,0,,0,1,16,0,0,,0,0,12,0,1,925,0,134,485,68,1517,1248.95,0.8233
01-050-0006,Денисковичи,village,52.723586,26.678113,1,,14,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,,4,727.322,637.352,0.8763
01-050-0007,Ганцевичи,village,52.73692,26.457577,1,,21,11,,,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,20,,11,727.322,637.352,0.8763
01-050-0008,Любашево,village,52.775561,26.424043,1,,63,33,,,1,,0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,61,,33,727.322,637.352,0.8763
01-050-0009,Люсино,village,52.625294,26.519426,1,,23,8,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,23,,8,727.322,637.352,0.8763
01-050-0010,Полонь,village,52.676087,26.504433,1,,1,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,1,727.322,637.352,0.8763
01-050-0011,Мальковичи,village,52.535666,26.5966,1,,25,12,720,835,1,10,1,0,11,0,0,,0,0,14,0,1,,0,0,18,0,1,495,0,22,172,11,835,720,0.862275
01-050-0012,Задубье,village,52.53245,26.456526,1,,4,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,,3,727.322,637.352,0.8763
