id,town,area,latitude,longitude,region,monitoredVotes,registered,photoVoices,officialVotes,officialVoters,against_registered,against_officialVotes,against_photoVoices,cherechen_registered,cherechen_officialVotes,cherechen_photoVoices,corrupted_registered,corrupted_officialVotes,corrupted_photoVoices,dmitriyev_registered,dmitriyev_officialVotes,dmitriyev_photoVoices,ignore_registered,ignore_officialVotes,ignore_photoVoices,kanopatskaja_registered,kanopatskaja_officialVotes,kanopatskaja_photoVoices,lukashenko_registered,lukashenko_officialVotes,lukashenko_photoVoices,tihanovkaja_registered,tihanovkaja_officialVotes,tihanovkaja_photoVoices,zubr_id,observers,wrong-voters-number,major-violations,minor-violations
01-010-0034,Brest,city,52.113486,23.730759,1,,424,271,2048.0,2543.0,7,164.0,3,2,62.0,0,0,0.0,0,3,46.0,1,0,,0,2,18.0,0,1,535.0,0,409,1223.0,267,944,5,False,False,True
01-010-0035,Brest,city,52.113486,23.730759,1,,455,283,1938.0,2020.0,4,115.0,1,2,38.0,1,0,16.0,0,2,26.0,1,1,,0,3,24.0,3,4,608.0,0,439,1111.0,277,945,1,True,False,True
01-010-0036,Brest,city,52.104818,23.646551,1,,231,135,1608.0,2065.0,7,8.0,1,1,8.0,0,0,0.0,0,3,13.0,3,0,,0,1,15.0,0,1,882.0,0,218,682.0,131,946,4,False,True,True
01-010-0040,Brest,city,52.127979,23.652623,1,,210,125,1688.0,1820.0,4,48.0,2,1,28.0,0,0,0.0,0,0,23.0,0,1,,0,0,24.0,0,0,1008.0,0,204,557.0,123,950,0,False,False,True
01-010-0042,Brest,city,52.122256,23.771947,1,,335,189,1279.0,1570.0,4,9.0,2,0,6.0,0,0,0.0,0,0,13.0,0,1,,0,2,24.0,1,0,629.0,0,328,598.0,186,952,3,False,True,True
01-010-0044,Brest,city,52.090185,23.678378,1,,193,120,1065.0,1370.0,4,56.0,3,2,27.0,1,0,5.0,0,0,21.0,0,0,,0,0,11.0,0,2,472.0,0,185,473.0,116,954,2,False,False,False
01-011-0005,Brest,city,52.087335,23.706549,1,,143,78,944.0,979.0,2,43.0,2,0,21.0,0,0,6.0,0,0,15.0,0,0,,0,0,8.0,0,0,708.0,0,141,143.0,76,959,2,True,False,True
01-011-0007,Brest,city,52.0906405,23.70459261,1,,623,423,2139.0,2450.0,11,203.0,2,3,28.0,2,2,0.0,0,4,22.0,0,1,,0,0,19.0,0,2,841.0,0,600,1026.0,419,961,3,False,False,True
01-011-0010,Brest,city,52.09667,23.698087,1,,412,260,1856.0,2195.0,9,171.0,3,1,26.0,1,2,0.0,1,6,44.0,4,1,,0,2,19.0,1,2,1096.0,0,389,500.0,250,964,4,False,True,True
01-011-0015,Brest,city,52.098158,23.723554,1,,390,215,2044.0,2543.0,6,158.0,4,5,42.0,1,0,11.0,0,2,47.0,0,4,,0,1,27.0,0,4,646.0,1,368,1113.0,209,969,2,False,False,True
01-011-0032,Brest,city,52.106699,23.766485,1,,220,140,1701.0,1920.0,3,89.0,0,0,43.0,0,0,0.0,0,1,40.0,0,1,,0,0,12.0,0,2,935.0,0,213,582.0,140,986,0,False,False,False
01-011-0036,Brest,city,52.094401,23.761877,1,,297,193,1329.0,1445.0,4,58.0,3,1,24.0,1,2,5.0,0,1,20.0,1,0,,0,2,15.0,1,0,831.0,0,287,376.0,187,990,2,False,False,True
01-011-0037,Brest,city,52.104204,23.765093,1,,203,112,1280.0,1509.0,5,137.0,3,2,24.0,0,1,0.0,0,2,29.0,0,2,,0,0,23.0,0,0,524.0,0,191,543.0,109,991,1,False,False,False
01-011-0038,Brest,city,52.104204,23.765093,1,,193,105,1042.0,1211.0,7,88.0,1,1,18.0,0,0,8.0,0,2,21.0,0,1,,0,0,17.0,0,2,380.0,0,180,510.0,104,992,2,False,False,True
01-011-0041,Brest,city,52.111312,23.778001,1,,260,163,1487.0,1500.0,5,79.0,1,1,28.0,1,1,13.0,0,0,28.0,0,2,,0,0,17.0,0,1,793.0,0,250,529.0,161,995,3,True,True,True
01-011-0042,Brest,city,52.111312,23.778001,1,,245,140,1731.0,1780.0,2,66.0,0,0,30.0,0,0,6.0,0,0,38.0,0,2,,0,1,20.0,0,2,959.0,0,238,612.0,140,996,2,True,False,True
01-011-0046,Brest,city,52.109393,23.779672,1,,200,119,1662.0,1811.0,3,129.0,0,0,14.0,0,0,0.0,0,0,24.0,0,0,,0,0,17.0,0,3,1247.0,0,194,231.0,119,1000,3,False,False,True
01-011-0047,Brest,city,52.107833,23.782852,1,,361,221,2145.0,2145.0,7,92.0,4,0,34.0,0,1,19.0,0,5,48.0,2,0,,0,1,33.0,0,1,1136.0,1,346,783.0,214,1001,3,False,False,True
01-011-0049,Brest,city,52.100105,23.784281,1,,396,243,1936.0,1976.0,5,121.0,2,0,35.0,0,2,17.0,2,2,28.0,1,0,,0,1,19.0,0,7,661.0,1,379,1055.0,237,1003,2,False,False,False
01-011-0061,Brest,city,52.072446,23.761005,1,,312,179,1681.0,2310.0,9,144.0,1,3,35.0,1,1,16.0,1,1,27.0,0,2,,1,1,16.0,0,1,574.0,0,294,869.0,175,1015,2,False,False,True
01-011-0062,Brest,city,52.072413,23.758328,1,,312,188,1895.0,2118.0,2,114.0,2,0,23.0,0,1,19.0,0,1,30.0,0,1,,0,0,12.0,0,4,1192.0,1,303,505.0,185,1016,1,True,True,True
01-011-0063,Brest,city,52.072258,23.759209,1,,613,382,2735.0,2977.0,7,181.0,2,3,51.0,2,0,17.0,0,2,47.0,0,0,,0,0,24.0,0,5,1387.0,0,596,1028.0,378,1017,1,False,False,True
01-011-0066,Brest,city,52.079814,23.749794,1,,338,218,2104.0,2525.0,4,57.0,1,1,41.0,0,1,13.0,1,5,41.0,4,0,,0,2,22.0,0,2,1432.0,0,323,498.0,212,1020,1,False,False,False
01-011-0076,Brest,city,52.071777,23.701411,1,,482,303,2291.0,2403.0,5,64.0,2,2,36.0,1,0,0.0,0,2,34.0,1,1,,0,0,21.0,0,4,1422.0,1,468,714.0,298,1030,3,False,False,True
01-011-0079,Brest,city,52.067807,23.729286,1,,421,249,2152.0,2420.0,6,107.0,3,0,25.0,0,1,13.0,0,1,49.0,1,2,,0,0,45.0,0,0,1342.0,0,411,571.0,245,1033,3,False,False,False
01-011-0087,Brest,city,52.05665,23.737146,1,,432,271,1940.0,2398.0,3,164.0,2,0,34.0,0,1,23.0,1,3,43.0,1,0,,0,0,22.0,0,2,499.0,0,423,1155.0,267,1041,2,False,False,False
01-011-0088,Brest,city,52.044859,23.700037,1,,439,256,2686.0,2841.0,8,151.0,2,0,38.0,0,1,0.0,1,2,32.0,1,2,,0,1,24.0,0,2,1795.0,1,423,646.0,251,1042,1,False,False,False
01-047-0030,Baranavičy,town_over100,53.128635,26.05338,1,,272,161,2300.0,2598.0,7,123.0,2,0,29.0,0,1,27.0,0,2,58.0,1,0,,0,0,16.0,0,1,1633.0,0,261,414.0,158,871,1,False,True,False
01-049-0006,Biaroza,town_below100,52.528374,24.96888,1,,278,152,1887.0,2030.0,5,78.0,0,3,8.0,2,1,0.0,0,1,13.0,0,0,,0,0,19.0,0,2,1469.0,0,266,300.0,150,1151,1,False,False,False
01-049-0008,Biaroza,town_below100,52.529212,24.986164,1,,234,126,1311.0,1496.0,2,57.0,1,0,18.0,0,0,16.0,0,1,19.0,0,0,,0,1,10.0,0,2,809.0,0,228,382.0,125,1153,1,False,False,False
01-049-0013,Belaazersk,town_below100,52.469115,25.17869,1,,239,121,1661.0,1885.0,2,100.0,0,0,32.0,0,1,11.0,0,1,38.0,1,0,,0,0,21.0,0,2,594.0,0,233,865.0,120,1158,3,False,False,True
01-049-0015,Belaazersk,town_below100,52.475626,25.174513,1,,399,217,2025.0,2100.0,8,174.0,2,0,44.0,0,1,0.0,1,2,43.0,1,0,,0,0,25.0,0,2,563.0,0,386,1176.0,213,1160,3,False,False,False
01-049-0030,Pieski,village,52.497524,25.190144,1,,102,49,1009.0,1027.0,3,69.0,2,0,20.0,0,0,24.0,0,2,23.0,1,1,,0,0,10.0,0,0,442.0,0,96,421.0,46,1175,2,False,False,False
01-053-0021,Motal,village,52.312707,25.597566,1,,68,26,1099.0,1155.0,1,96.0,0,0,18.0,0,0,0.0,0,2,20.0,0,0,,0,0,18.0,0,0,504.0,0,65,443.0,26,1315,0,False,False,False
01-054-0005,Ivacevichi,town_below100,52.715093,25.323759,1,,529,301,2838.0,2989.0,10,195.0,2,3,20.0,2,0,0.0,0,2,54.0,1,2,,0,0,13.0,0,1,1500.0,0,511,1056.0,296,1335,2,False,False,False
01-054-0009,Ivacevichi,town_below100,52.706315,25.331179,1,,140,77,1488.0,1600.0,1,54.0,0,0,23.0,0,0,9.0,0,0,28.0,0,0,,0,1,18.0,0,1,877.0,0,137,479.0,77,1339,1,False,False,False
01-054-0043,Яглевичи,village,52.694719,25.378161,1,,103,61,1083.0,1176.0,1,37.0,0,0,9.0,0,0,3.0,0,1,12.0,0,0,,0,0,9.0,0,0,647.0,0,101,366.0,61,1373,1,False,False,False
01-055-0002,Kamyanyets,town_below100,52.39477,23.823196,1,,173,87,1320.0,1766.0,2,57.0,0,0,35.0,0,0,0.0,0,0,20.0,0,2,,0,1,17.0,0,3,616.0,0,165,575.0,87,1376,3,False,False,False
01-055-0003,Kamyanyets,town_below100,52.393061,23.825864,1,,167,86,1474.0,1699.0,5,122.0,0,0,28.0,0,0,0.0,0,0,19.0,0,1,,0,1,24.0,0,2,536.0,0,158,745.0,86,1377,3,True,True,True
01-055-0004,Kamyanyets,town_below100,52.394281,23.833697,1,,94,49,874.0,947.0,1,128.0,0,0,27.0,0,0,0.0,0,0,26.0,0,0,,0,0,12.0,0,1,455.0,0,92,226.0,49,1378,1,True,False,True
01-055-0010,Ратайчицы,village,52.344854,23.615999,1,,13,6,610.0,683.0,1,36.0,0,0,4.0,0,0,0.0,0,0,14.0,0,0,,0,0,14.0,0,0,389.0,0,12,153.0,6,1384,1,False,False,False
01-055-0017,Vowchyn,village,52.283071,23.311497,1,,19,12,368.0,388.0,0,32.0,0,0,15.0,0,0,0.0,0,0,7.0,0,0,,0,0,4.0,0,0,194.0,0,19,116.0,12,1391,0,False,False,False
01-055-0032,Vysokaye,town_below100,52.372628,23.366519,1,,139,78,1106.0,1317.0,5,101.0,0,3,29.0,1,0,0.0,0,0,27.0,0,2,,0,0,16.0,0,4,380.0,0,125,553.0,77,1406,2,False,False,False
01-056-0005,Kobryn,town_below100,52.198006,24.346383,1,,293,190,2470.0,2580.0,5,91.0,3,0,34.0,0,0,21.0,0,1,46.0,1,1,,0,2,22.0,1,3,1351.0,1,281,905.0,184,1415,1,False,False,True
01-056-0007,Kobryn,town_below100,52.198006,24.346383,1,,148,91,1492.0,1564.0,2,48.0,0,0,26.0,0,0,14.0,0,1,19.0,0,0,,0,0,13.0,0,2,933.0,0,143,439.0,91,1417,1,False,False,True
01-056-0017,Kobryn,town_below100,52.219148,24.346383,1,,220,112,2087.0,2269.0,3,102.0,0,0,31.0,0,1,68.0,0,4,53.0,2,0,,0,1,23.0,0,3,1523.0,0,208,287.0,110,1427,2,False,False,False
01-056-0019,Kobryn,town_below100,52.22002,24.361125,1,,337,206,1987.0,2251.0,1,133.0,0,1,49.0,0,0,0.0,0,3,39.0,0,0,,0,0,33.0,0,1,684.0,0,331,1049.0,206,1429,2,False,False,False
01-056-0020,Kobryn,town_below100,52.230391,24.378732,1,,246,127,2340.0,2824.0,1,43.0,1,0,50.0,0,0,8.0,0,1,52.0,0,0,,0,0,33.0,0,2,1500.0,0,242,654.0,126,1430,2,True,True,False
01-056-0021,Батчи,village,52.240495,24.227249,1,,49,23,517.0,693.0,0,21.0,0,0,15.0,0,0,4.0,0,0,8.0,0,0,,0,0,7.0,0,0,240.0,0,49,222.0,23,1431,3,False,False,True
01-056-0024,Ерёмичи,village,52.291383,24.436808,1,,27,9,422.0,461.0,0,37.0,0,0,6.0,0,0,0.0,0,0,9.0,0,0,,0,0,8.0,0,0,241.0,0,27,121.0,9,1434,2,False,False,False
01-056-0048,Остромичи,village,52.279021,24.469138,1,,96,57,938.0,976.0,2,34.0,0,0,13.0,0,1,9.0,0,0,18.0,0,0,,0,0,19.0,0,0,503.0,0,93,342.0,57,1458,1,False,False,True
01-057-0025,Большие Чучевичи,village,52.573884,26.855522,1,,37,16,1205.0,1423.0,0,71.0,0,0,14.0,0,0,0.0,0,0,19.0,0,0,,0,0,23.0,0,1,785.0,0,36,293.0,16,1494,2,False,False,False
01-058-0008,Гончары,village,52.958324,26.312122,1,,28,5,501.0,580.0,0,28.0,0,0,4.0,0,0,4.0,0,0,6.0,0,1,,0,0,13.0,0,0,317.0,0,27,129.0,5,1532,1,False,False,True
01-060-0028,Pinsk,town_over100,52.132125,26.113621,1,,62,35,603.0,654.0,0,8.0,0,0,5.0,0,0,0.0,0,1,12.0,0,0,,0,0,8.0,0,0,489.0,0,61,81.0,35,1071,1,False,False,False
01-060-0059,Pinsk,town_over100,52.132164,26.069406,1,,198,112,1902.0,1923.0,5,88.0,3,3,18.0,1,0,0.0,0,1,28.0,0,1,,0,1,15.0,1,3,1138.0,0,184,615.0,107,1102,0,False,False,False
01-060-0060,Pinsk,town_over100,52.132164,26.069406,1,,183,91,1656.0,1782.0,5,128.0,1,1,32.0,0,0,0.0,0,1,18.0,1,0,,0,1,24.0,0,3,988.0,0,172,466.0,89,1103,1,False,False,False
01-060-0061,Pinsk,town_over100,52.132164,26.069406,1,,207,124,2034.0,2169.0,1,150.0,0,1,38.0,1,1,0.0,0,0,39.0,0,1,,0,0,16.0,0,0,998.0,0,203,793.0,123,1104,1,False,False,False
01-062-0009,Pruzhany,town_below100,52.560216,24.464575,1,,69,39,822.0,846.0,0,76.0,0,0,14.0,0,0,6.0,0,0,9.0,0,1,,0,0,8.0,0,0,468.0,0,68,241.0,39,1639,0,False,False,False
01-063-0010,Davyd-Haradok,town_below100,52.05582,27.204823,1,,124,61,1213.0,1726.0,2,69.0,1,0,5.0,0,0,23.0,0,0,8.0,0,0,,0,0,10.0,0,1,464.0,0,121,634.0,60,1690,1,False,False,True
01-142-0002,Малые Зводы,village,52.306571,23.478066,1,,142,75,1359.0,1505.0,2,89.0,0,1,43.0,1,1,18.0,0,0,32.0,0,0,,0,1,15.0,0,1,521.0,0,136,641.0,74,1187,0,False,False,False
02-014-0005,Vítebsk,city,55.197913,30.197246,2,,151,88,1151.0,1459.0,4,18.0,0,1,26.0,0,0,8.0,0,1,14.0,0,0,,0,1,13.0,0,0,864.0,0,144,208.0,88,1756,1,False,False,False
02-014-0016,Vítebsk,city,55.193926,30.18139,2,,162,89,1238.0,1696.0,2,40.0,1,1,14.0,0,0,0.0,0,1,15.0,1,0,,0,0,10.0,0,4,898.0,0,154,261.0,87,1767,0,False,False,False
02-015-0001,Vítebsk,city,55.215837,30.237867,2,,195,94,1773.0,2326.0,5,17.0,0,0,13.0,0,0,13.0,0,3,11.0,0,2,,0,0,23.0,0,4,1353.0,0,181,343.0,94,1775,2,False,False,False
02-015-0018,Vítebsk,city,55.189311,30.210361,2,,118,72,1494.0,2271.0,1,126.0,0,1,24.0,0,1,0.0,1,0,39.0,0,0,,0,1,10.0,0,0,621.0,0,114,674.0,71,1792,0,False,False,True
02-015-0025,Vítebsk,city,55.198047,30.257963,2,,268,146,1255.0,1889.0,3,129.0,0,1,48.0,0,1,2.0,0,0,28.0,0,1,,1,1,12.0,0,0,364.0,0,261,672.0,145,1799,1,False,False,True
02-015-0026,Vítebsk,city,55.198047,30.257963,2,,200,134,1563.0,2053.0,4,85.0,2,0,27.0,0,0,0.0,0,3,31.0,1,1,,0,0,10.0,0,1,1204.0,0,191,206.0,131,1800,2,False,False,False
02-015-0040,Vítebsk,city,55.187455,30.217925,2,,145,99,1380.0,1725.0,0,39.0,0,0,2.0,0,0,0.0,0,0,3.0,0,0,,0,1,5.0,1,2,1108.0,0,142,223.0,98,1814,1,True,False,False
02-015-0045,Vítebsk,city,55.178167,30.235442,2,,116,76,676.0,982.0,2,16.0,1,0,5.0,0,1,0.0,0,0,6.0,0,0,,0,0,5.0,0,1,488.0,0,112,156.0,75,1819,1,False,False,False
02-016-0006,Vítebsk,city,55.178686,30.202923,2,,93,47,546.0,892.0,1,32.0,1,0,13.0,0,0,0.0,0,0,15.0,0,0,,0,1,7.0,0,1,195.0,0,90,284.0,46,1841,0,False,False,False
02-016-0012,Vítebsk,city,55.174733,30.215598,2,,155,93,957.0,1505.0,1,99.0,1,0,18.0,0,0,0.0,0,3,30.0,2,0,,0,0,9.0,0,4,472.0,0,147,329.0,90,1847,0,False,False,True
02-016-0014,Vítebsk,city,55.174733,30.215598,2,,244,147,1267.0,1861.0,5,120.0,2,0,19.0,0,1,0.0,0,0,21.0,0,0,,0,0,10.0,0,0,431.0,0,238,666.0,145,1849,1,False,False,True
02-016-0018,Vítebsk,city,55.171216,30.223863,2,,213,126,1494.0,2271.0,2,108.0,0,2,24.0,2,0,18.0,0,2,39.0,1,0,,0,0,10.0,0,4,621.0,0,203,674.0,123,1853,4,False,False,True
02-016-0025,Vítebsk,city,55.173972,30.15454,2,,150,89,1255.0,1889.0,2,129.0,0,0,48.0,0,0,2.0,0,1,28.0,0,0,,0,0,12.0,0,1,364.0,0,146,672.0,89,1860,1,False,True,True
02-016-0056,Vítebsk,city,55.159012,30.20913,2,,441,283,2079.0,2632.0,8,77.0,4,0,23.0,0,1,18.0,1,3,28.0,1,1,,0,0,15.0,0,6,1414.0,0,422,504.0,277,1891,1,False,False,False
02-016-0059,Vítebsk,city,55.174455,30.233825,2,,160,103,1346.0,1938.0,4,70.0,2,0,11.0,0,0,0.0,0,1,11.0,0,0,,0,0,60.0,0,1,883.0,0,154,311.0,101,1894,1,False,False,True
02-016-0071,Vítebsk,city,55.166238,30.267925,2,,388,238,2201.0,2656.0,6,21.0,4,2,4.0,1,1,3.0,0,5,4.0,4,3,,0,0,2.0,0,3,1670.0,1,368,497.0,228,1906,4,False,False,False
02-065-0001,Braslaw,town_below100,55.627524,27.069806,2,,180,112,1450.0,1499.0,1,77.0,1,1,29.0,0,0,10.0,0,0,44.0,0,1,,0,2,11.0,0,3,607.0,0,172,672.0,111,1957,1,True,False,False
02-065-0004,Braslaw,town_below100,55.643231,27.035194,2,,131,86,1009.0,1277.0,1,54.0,0,2,16.0,1,0,0.0,0,0,30.0,0,0,,0,0,15.0,0,2,596.0,0,126,298.0,85,1960,4,True,False,True
02-065-0006,Braslaw,town_below100,55.642118,27.05245,2,,157,91,1566.0,1566.0,3,109.0,0,0,14.0,0,0,14.0,0,1,32.0,0,0,,0,1,15.0,1,0,815.0,0,152,567.0,90,1962,1,False,False,False
02-065-0007,Braslaw,town_below100,55.633892,27.050995,2,,87,51,1001.0,1370.0,2,61.0,1,0,26.0,0,0,0.0,0,0,24.0,0,0,,0,0,17.0,0,1,504.0,0,84,369.0,50,1963,1,False,False,False
02-065-0015,Ахремовцы,village,55.580055,27.098282,2,,37,27,518.0,523.0,0,30.0,0,0,3.0,0,0,0.0,0,0,13.0,0,0,,0,0,10.0,0,0,247.0,0,37,215.0,27,1971,0,False,False,False
02-066-0013,Борковичи,village,55.667589,28.328337,2,,37,22,776.0,848.0,0,9.0,0,0,22.0,0,0,8.0,0,1,25.0,0,0,,0,0,14.0,0,0,598.0,0,36,100.0,22,1998,2,False,False,True
02-067-0005,Hlybokaye,town_below100,55.141639,27.679456,2,,244,135,1590.0,1872.0,3,81.0,1,1,39.0,0,1,0.0,1,0,32.0,0,0,,0,1,75.0,0,1,1112.0,0,237,251.0,133,2045,1,False,False,False
02-067-0010,Запрудье,village,55.235991,27.667239,2,,16,8,473.0,515.0,0,19.0,0,0,2.0,0,0,0.0,0,0,2.0,0,0,,0,0,1.0,0,0,305.0,0,16,144.0,8,2050,1,False,False,False
02-068-0013,Прудники,village,55.417654,29.994011,2,,9,3,272.0,272.0,0,8.0,0,0,2.0,0,0,0.0,0,0,7.0,0,0,,0,0,5.0,0,1,236.0,0,8,14.0,3,2082,0,False,False,False
02-069-0005,Begoml,village,54.731201,28.061663,2,,128,66,1136.0,1190.0,2,69.0,2,0,21.0,0,0,5.0,0,0,24.0,0,2,,0,0,20.0,0,2,581.0,1,122,416.0,63,2100,3,True,True,True
02-069-0006,Begoml,village,54.732688,28.052742,2,,110,59,1101.0,1175.0,2,85.0,1,0,22.0,0,0,0.0,0,2,28.0,0,0,,0,1,22.0,0,1,520.0,0,104,424.0,58,2101,0,False,False,False
02-071-0015,Домжерицы,village,54.747319,28.31541,2,,36,19,461.0,559.0,0,11.0,0,0,5.0,0,1,4.0,1,1,9.0,1,1,,0,0,8.0,0,0,383.0,0,33,41.0,17,2147,1,False,False,False
02-072-0011,Адаменки,village,55.042076,30.786729,2,,33,16,531.0,633.0,0,33.0,0,0,9.0,0,0,0.0,0,0,13.0,0,0,,0,0,15.0,0,1,298.0,0,32,163.0,16,2163,4,False,False,False
02-072-0020,Liozna,town_below100,55.025536,30.802456,2,,162,79,1774.0,2071.0,3,172.0,2,1,50.0,1,0,9.0,0,1,50.0,0,1,,0,0,23.0,0,2,908.0,0,154,562.0,76,2172,0,False,False,False
02-073-0004,Dzisna,town_below100,55.553233,28.213065,2,,133,71,1113.0,1300.0,2,22.0,0,0,25.0,0,0,5.0,0,2,39.0,1,1,,0,0,19.0,0,0,543.0,0,128,460.0,70,2176,2,False,False,False
02-074-0004,Navapolack,town_over100,55.536701,28.631132,2,,375,218,1824.0,2298.0,3,170.0,2,0,46.0,0,3,0.0,2,6,57.0,3,0,,0,1,26.0,1,2,946.0,1,360,579.0,209,1910,3,False,False,False
02-074-0005,Navapolack,town_over100,55.536043,28.637932,2,,376,235,2067.0,2246.0,3,124.0,1,2,33.0,0,0,0.0,0,2,38.0,0,1,,0,1,14.0,0,0,1177.0,0,367,681.0,234,1911,1,False,False,True
02-074-0014,Navapolack,town_over100,55.528686,28.65862,2,,269,154,1742.0,1998.0,1,155.0,0,0,37.0,0,0,0.0,0,1,30.0,0,0,,0,1,15.0,0,5,874.0,1,261,631.0,153,1920,1,True,False,True
