,id,town,area
794,01-062-0038,Юндилы,village
795,01-062-0039,Молочки,village
796,01-062-0040,Полонск,village
797,01-062-0041,Ружанский сельский Совет,village
798,01-062-0042,Бакуны,village
799,01-062-0043,Linova,village
800,01-062-0044,Оранчицы,village
801,01-062-0045,Смоляны,village
802,01-062-0046,Хорева,village
803,01-062-0047,Колядичи,village
804,01-062-0048,Кобыловка,village
805,01-062-0049,Ворониловичи,village
806,01-062-0050,Долки,village
807,01-063-0001,Stolin,region-center
808,01-063-0002,Stolin,region-center
809,01-063-0003,Stolin,region-center
810,01-063-0004,Stolin,region-center
811,01-063-0005,Stolin,region-center
812,01-063-0006,Stolin,region-center
813,01-063-0007,Stolin,region-center
814,01-063-0008,Davyd-Haradok,town
815,01-063-0009,Davyd-Haradok,town
816,01-063-0010,Davyd-Haradok,town
817,01-063-0011,Davyd-Haradok,town
818,01-063-0012,Davyd-Haradok,town
819,01-063-0013,Rechytsa,village
820,01-063-0014,Rechytsa,village
821,01-063-0015,Rechytsa,village
822,01-063-0016,Верхний Теребежов,village
823,01-063-0017,Бухличи,village
824,01-063-0018,Ворони,village
825,01-063-0019,Белоуша,village
826,01-063-0020,Белоуша,village
827,01-063-0021,Бережное,village
828,01-063-0022,Бор-Дубенец,village
829,01-063-0023,Дубенец,village
830,01-063-0024,Большое Малешево,village
831,01-063-0025,Ольгомель,village
832,01-063-0026,Коротичи,village
833,01-063-0027,Толмачево,village
834,01-063-0028,Лутки,village
835,01-063-0029,Vieliamičy,village
836,01-063-0030,Турское,village
837,01-063-0031,Ольпень,village
838,01-063-0032,Старина,village
839,01-063-0033,Видибор,village
840,01-063-0034,Видиборец,village
841,01-063-0035,Вулька-Орея,village
842,01-063-0036,Дубой,village
843,01-063-0037,Юнище,village
844,01-063-0038,Глинка,village
845,01-063-0039,Лука,village
846,01-063-0040,Городная,village
847,01-063-0041,Лядец,village
848,01-063-0042,Малые Орлы,village
849,01-063-0043,Маньковичи,village
850,01-063-0044,Отвержичи,village
851,01-063-0045,Ольшаны,village
852,01-063-0046,Ольшаны,village
853,01-063-0047,Ольшаны,village
854,01-063-0048,Ольшаны,village
855,01-063-0049,Семигостичи,village
856,01-063-0050,Плотница,village
857,01-063-0051,Стахово,village
858,01-063-0052,Радчицк,village
859,01-063-0053,Колодное,village
860,01-063-0054,Овсемирово,village
861,01-063-0055,Ремель,village
862,01-063-0056,Мочуль,village
863,01-063-0057,Теребличи,village
864,01-063-0058,Оздамичи,village
865,01-063-0059,Рубель,village
866,01-063-0060,Рубель,village
867,01-063-0061,Хотомель,village
868,01-063-0062,Рухча 1,village
869,01-063-0063,Струга,village
870,01-063-0064,Узляжье,village
871,01-063-0065,Ольманы,village
872,01-063-0066,Федоры,village
873,01-063-0067,Хоромск,village
874,01-063-0068,Уголец,village
875,01-063-0069,Лисовичи,village
876,01-063-0070,Туры,village
877,01-063-0071,Хорск,village
878,01-142-0001,Лыщицы,village
879,01-142-0002,Малые Зводы,village
880,01-142-0003,Малые Зводы,village
881,01-142-0004,Яцковичи,village
882,01-142-0005,Большие Мотыкалы,village
883,01-142-0006,Старое Село,village
884,01-142-0007,Ковердяки,village
885,01-142-0008,Вельямовичи,village
886,01-142-0009,Клейники,village
887,01-142-0010,Шумаки,village
888,01-142-0011,Чернавчицы,village
889,01-142-0012,Покры,village
890,01-142-0013,Омелинно,village
891,01-142-0014,Козловичи,village
892,01-142-0015,Cherni,village
893,01-142-0016,Збироги,village
894,01-142-0017,Тельмы 1,village
895,01-142-0018,Большие Радваничи,village
896,01-142-0019,Мухавец,village
897,01-142-0020,Каменица Жировецкая,village
898,01-142-0021,Прилуки,village
899,01-142-0022,Страдечь,village
900,01-142-0023,Медно,village
901,01-142-0024,Знаменка,village
902,01-142-0025,Рогозно,village
903,01-142-0026,Берестье,village
904,01-142-0027,Damachava,village
905,01-142-0028,Леплёвка,village
906,01-142-0029,Шикили,village
907,01-142-0030,Дубок,village
908,01-142-0031,Приборово,village
909,01-142-0032,Томашовка,village
910,02-014-0001,Vítebsk,city
911,02-014-0002,Vítebsk,city
912,02-014-0003,Vítebsk,city
913,02-014-0004,Vítebsk,city
914,02-014-0005,Vítebsk,city
915,02-014-0006,Vítebsk,city
916,02-014-0007,Vítebsk,city
917,02-014-0008,Vítebsk,city
918,02-014-0009,Vítebsk,city
919,02-014-0010,Vítebsk,city
920,02-014-0011,Vítebsk,city
921,02-014-0012,Vítebsk,city
922,02-014-0013,Vítebsk,city
923,02-014-0014,Vítebsk,city
924,02-014-0015,Vítebsk,city
925,02-014-0016,Vítebsk,city
926,02-014-0017,Vítebsk,city
927,02-014-0018,Vítebsk,city
928,02-014-0019,Vítebsk,city
929,02-014-0020,Vítebsk,city
930,02-014-0021,Vítebsk,city
931,02-014-0022,Vítebsk,city
932,02-014-0023,Vítebsk,city
933,02-015-0001,Vítebsk,city
934,02-015-0002,Vítebsk,city
935,02-015-0003,Vítebsk,city
936,02-015-0004,Vítebsk,city
937,02-015-0005,Vítebsk,city
938,02-015-0006,Vítebsk,city
939,02-015-0007,Vítebsk,city
940,02-015-0008,Vítebsk,city
941,02-015-0009,Vítebsk,city
942,02-015-0010,Vítebsk,city
943,02-015-0011,Vítebsk,city
944,02-015-0012,Vítebsk,city
945,02-015-0013,Vítebsk,city
946,02-015-0014,Vítebsk,city
947,02-015-0015,Vítebsk,city
948,02-015-0016,Vítebsk,city
949,02-015-0017,Vítebsk,city
950,02-015-0018,Vítebsk,city
951,02-015-0019,Vítebsk,city
952,02-015-0020,Vítebsk,city
953,02-015-0021,Vítebsk,city
954,02-015-0022,Vítebsk,city
955,02-015-0023,Vitebsk,city
956,02-015-0024,Vítebsk,city
957,02-015-0025,Vítebsk,city
958,02-015-0026,Vítebsk,city
959,02-015-0027,Vítebsk,city
960,02-015-0028,Vítebsk,city
961,02-015-0029,Vítebsk,city
962,02-015-0030,Vítebsk,city
963,02-015-0031,Vítebsk,city
964,02-015-0032,Vítebsk,city
965,02-015-0033,Vítebsk,city
966,02-015-0034,Vítebsk,city
967,02-015-0035,Vítebsk,city
968,02-015-0036,Vítebsk,city
969,02-015-0037,Vítebsk,city
970,02-015-0038,Vítebsk,city
971,02-015-0039,Vítebsk,city
972,02-015-0040,Vítebsk,city
973,02-015-0041,Vítebsk,city
974,02-015-0042,Vítebsk,city
975,02-015-0043,Vítebsk,city
976,02-015-0044,Vítebsk,city
977,02-015-0045,Vítebsk,city
978,02-015-0046,Vítebsk,city
979,02-015-0047,Vítebsk,city
980,02-015-0048,Vítebsk,city
981,02-015-0049,Vítebsk,city
982,02-015-0050,Vítebsk,city
983,02-015-0051,Vítebsk,city
984,02-015-0052,Vítebsk,city
985,02-015-0053,Vítebsk,city
986,02-015-0054,Vítebsk,city
987,02-015-0055,Vítebsk,city
988,02-015-0056,Vítebsk,city
989,02-015-0057,Vítebsk,city
990,02-015-0058,Vítebsk,city
991,02-015-0059,Vítebsk,city
992,02-015-0060,Vítebsk,city
993,02-015-0061,Vítebsk,city
994,02-016-0001,Vítebsk,city
995,02-016-0002,Vítebsk,city
996,02-016-0003,Vítebsk,city
997,02-016-0004,Vítebsk,city
998,02-016-0005,Vítebsk,city
999,02-016-0006,Vítebsk,city
1000,02-016-0007,Vítebsk,city
1001,02-016-0008,Vítebsk,city
1002,02-016-0009,Vítebsk,city
1003,02-016-0010,Vítebsk,city
1004,02-016-0011,Vítebsk,city
1005,02-016-0012,Vítebsk,city
1006,02-016-0013,Vítebsk,city
1007,02-016-0014,Vítebsk,city
1008,02-016-0015,Vítebsk,city
1009,02-016-0016,Vítebsk,city
1010,02-016-0017,Vítebsk,city
1011,02-016-0018,Vítebsk,city
1012,02-016-0019,Vítebsk,city
1013,02-016-0020,Vítebsk,city
1014,02-016-0021,Vítebsk,city
1015,02-016-0022,Vítebsk,city
1016,02-016-0023,Vítebsk,city
1017,02-016-0024,Vítebsk,city
1018,02-016-0025,Vítebsk,city
1019,02-016-0026,Vítebsk,city
1020,02-016-0027,Vítebsk,city
1021,02-016-0028,Vítebsk,city
1022,02-016-0029,Vítebsk,city
1023,02-016-0030,Vítebsk,city
1024,02-016-0031,Vítebsk,city
1025,02-016-0032,Vítebsk,city
1026,02-016-0033,Vítebsk,city
1027,02-016-0034,Vítebsk,city
1028,02-016-0035,Vítebsk,city
1029,02-016-0036,Vítebsk,city
1030,02-016-0037,Vítebsk,city
1031,02-016-0038,Vítebsk,city
1032,02-016-0039,Vítebsk,city
1033,02-016-0040,Vítebsk,city
1034,02-016-0041,Vítebsk,city
1035,02-016-0042,Vítebsk,city
1036,02-016-0043,Vítebsk,city
1037,02-016-0044,Vítebsk,city
1038,02-016-0045,Vítebsk,city
1039,02-016-0046,Vítebsk,city
1040,02-016-0047,Vítebsk,city
1041,02-016-0048,Vítebsk,city
1042,02-016-0049,Vítebsk,city
1043,02-016-0050,Vítebsk,city
1044,02-016-0051,Vítebsk,city
1045,02-016-0052,Vítebsk,city
1046,02-016-0053,Vítebsk,city
1047,02-016-0054,Vítebsk,city
1048,02-016-0055,Vítebsk,city
1049,02-016-0056,Vítebsk,city
1050,02-016-0057,Vítebsk,city
1051,02-016-0058,Vítebsk,city
1052,02-016-0059,Vítebsk,city
1053,02-016-0060,Vítebsk,city
1054,02-016-0061,Vítebsk,city
1055,02-016-0062,Vítebsk,city
1056,02-016-0063,Vítebsk,city
1057,02-016-0064,Vítebsk,city
1058,02-016-0065,Vítebsk,city
1059,02-016-0066,Vítebsk,city
1060,02-016-0067,Vítebsk,city
1061,02-016-0068,Vítebsk,city
1062,02-016-0069,Vítebsk,city
1063,02-016-0070,Vítebsk,city
1064,02-016-0071,Vítebsk,city
1065,02-064-0001,Beshankovichy,region-center
1066,02-064-0002,Beshankovichy,region-center
1067,02-064-0003,Beshankovichy,region-center
1068,02-064-0004,Beshankovichy,region-center
1069,02-064-0005,Островно,village
1070,02-064-0006,Синицы,village
1071,02-064-0007,Будилово,village
1072,02-064-0008,Ржавка,village
1073,02-064-0009,Верхнее Кривино,village
1074,02-064-0010,Верховье,village
1075,02-064-0011,Свеча,village
1076,02-064-0012,Комоски,village
1077,02-064-0013,Дрозды,village
1078,02-064-0014,Бочейково,village
1079,02-064-0015,Uła,village
1080,02-065-0001,Braslaw,region-center
1081,02-065-0002,Braslaw,region-center
1082,02-065-0003,Braslaw,region-center
1083,02-065-0004,Braslaw,region-center
1084,02-065-0005,Braslaw,region-center
1085,02-065-0006,Braslaw,region-center
1086,02-065-0007,Braslaw,region-center
1087,02-065-0008,Видзы Ловчинские,village
1088,02-065-0009,Видзовский сельский Совет,village
1089,02-065-0010,Дрисвяты,village
1090,02-065-0011,Druya,village
1091,02-065-0012,Плюсский сельский Совет,village
1092,02-065-0013,Друйск,village
1093,02-065-0014,Ахремовцы,village
1094,02-065-0015,Ахремовцы,village
1095,02-065-0016,Ахремовцы,village
1096,02-065-0017,Слободка,village
1097,02-065-0018,Иказнь,village
1098,02-065-0019,Висяты,village
1099,02-065-0020,Вайнюнцы,village
1100,02-065-0021,Опса,village
1101,02-065-0022,Braslaw,region-center
1102,02-065-0023,Межаны,village
1103,02-065-0024,Урбаны,village
1104,02-065-0025,Ельно,village
1105,02-065-0026,Плюсы,village
1106,02-065-0027,Быстромовцы,village
1107,02-065-0028,Богино,village
1108,02-065-0029,Далёкие,village
1109,02-066-0001,Verkhnyadzvinsk,region-center
1110,02-066-0002,Verkhnyadzvinsk,region-center
1111,02-066-0003,Verkhnyadzvinsk,region-center
1112,02-066-0004,Verkhnyadzvinsk,region-center
1113,02-066-0005,Бельковщина,village
1114,02-066-0006,Боровка,village
1115,02-066-0007,Боровка,village
1116,02-066-0008,Соколовщина,village
1117,02-066-0009,Шайтерово,village
1118,02-066-0010,Козулино,village
1119,02-066-0011,Волынцы,village
1120,02-066-0012,Антоново,village
1121,02-066-0013,Борковичи,village
1122,02-066-0014,Нурово,village
1123,02-066-0015,Бигосово,village
1124,02-066-0016,Новики,village
1125,02-066-0017,Морозы,village
1126,02-066-0018,Росица,village
1127,02-066-0019,Сарья,village
1128,02-066-0020,Устье,village
1129,02-066-0021,Verkhnyadzvinsk,region-center
1130,02-066-0022,Сеньково,village
1131,02-066-0023,Кохановичи,village
1132,02-066-0024,Садковщина,village
1133,02-066-0025,Юзефово,village
1134,02-066-0026,Дёрновичи,village
1135,02-067-0001,Hlybokaye,region-center
1136,02-067-0002,Hlybokaye,region-center
1137,02-067-0003,Hlybokaye,region-center
1138,02-067-0004,Hlybokaye,region-center
1139,02-067-0005,Hlybokaye,region-center
1140,02-067-0006,Hlybokaye,region-center
1141,02-067-0007,Ореховно,village
1142,02-067-0008,Марцебылино,village
1143,02-067-0009,Озерцы,village
1144,02-067-0010,Запрудье,village
1145,02-067-0011,Копыльщина,village
1146,02-067-0012,Петровщина,village
1147,02-067-0013,Удело,village
1148,02-067-0014,Верхнее,village
1149,02-067-0015,Шуневцы,village
1150,02-067-0016,Коробы 1,village
1151,02-067-0017,Дерковщина,village
1152,02-067-0018,Шуневичи,village
1153,02-067-0019,Обруб,village
1154,02-067-0020,Подсвилье,village
1155,02-067-0021,Голубичи,village
1156,02-067-0022,Гатовщина,village
1157,02-067-0023,Плиса,village
1158,02-067-0024,Мнюто 2,village
1159,02-067-0025,Прошково,village
1160,02-067-0026,Psuja,village
1161,02-067-0027,Черневичи,village
1162,02-067-0028,Prozaroki,village
1163,02-067-0029,Ломаши,village
1164,02-068-0001,Haradok,region-center
1165,02-068-0002,Haradok,region-center
1166,02-068-0003,Haradok,region-center
1167,02-068-0004,Haradok,region-center
1168,02-068-0005,Haradok,region-center
1169,02-068-0006,Haradok,region-center
1170,02-068-0007,Haradok,region-center
1171,02-068-0008,Рудня,village
1172,02-068-0009,Езерище,village
1173,02-068-0010,Бычиха,village
1174,02-068-0011,Гурки,village
1175,02-068-0012,Новые Вайханы,village
1176,02-068-0013,Прудники,village
1177,02-068-0014,Долгополье,village
1178,02-068-0015,Вировля,village
1179,02-068-0016,Холомерье,village
1180,02-068-0017,Степановичи,village
1181,02-068-0018,Межа,village
1182,02-068-0019,Кабище,village
1183,02-068-0020,Пальминка,village
1184,02-068-0021,Веремеевка,village
1185,02-068-0022,Вархи,village
1186,02-068-0023,Смоловка,village
1187,02-068-0024,Дуброво,village
1188,02-068-0025,Веречье,village
1189,02-068-0026,Haradok,region-center
1190,02-069-0001,Dokshytsy,region-center
1191,02-069-0002,Dokshytsy,region-center
1192,02-069-0003,Dokshytsy,region-center
1193,02-069-0004,Dokshytsy,region-center
1194,02-069-0005,Begoml,village
1195,02-069-0006,Begoml,village
1196,02-069-0007,Замосточье,village
1197,02-069-0008,Прудники,village
1198,02-069-0009,Bierazino,village
1199,02-069-0010,Глинное,village
1200,02-069-0011,Берёзки,village
1201,02-069-0012,Петровичи,village
1202,02-069-0013,Барсуки,village
1203,02-069-0014,Докшицкий сельский Совет,village
1204,02-069-0015,Крипули,village
1205,02-069-0016,Крулевщина,village
1206,02-069-0017,Крулевщина,village
1207,02-069-0018,Литовцы,village
1208,02-069-0019,Parafjanava,village
1209,02-069-0020,Порплище,village
1210,02-069-0021,Ситцы,village
1211,02-069-0022,Торгуны,village
1212,02-069-0023,Тумиловичи,village
1213,02-070-0001,Dubrowna,region-center
1214,02-070-0002,Dubrowna,region-center
1215,02-070-0003,Dubrowna,region-center
1216,02-070-0004,Осинторф,village
1217,02-070-0005,Калиновка,village
1218,02-070-0006,Lyady,village
1219,02-070-0007,Добрынь,village
1220,02-070-0008,Зарубы,village
1221,02-070-0009,Сипищево,village
1222,02-070-0010,Станиславово,village
1223,02-070-0011,Боброво,village
1224,02-070-0012,Еремеевщина,village
1225,02-070-0013,Котовщина,village
1226,02-070-0014,Буда,village
1227,02-071-0001,Lyepyel,region-center
1228,02-071-0002,Lyepyel,region-center
1229,02-071-0003,Lyepyel,region-center
1230,02-071-0004,Lyepyel,region-center
1231,02-071-0005,Lyepyel,region-center
1232,02-071-0006,Lyepyel,region-center
1233,02-071-0007,Lyepyel,region-center
1234,02-071-0008,Lyepyel,region-center
1235,02-071-0009,Новые Волосовичи,village
1236,02-071-0010,Малый Полсвиж,village
1237,02-071-0011,Старое Лядно,village
1238,02-071-0012,Горки,village
1239,02-071-0013,Горский сельский Совет,village
1240,02-071-0014,Слобода,village
1241,02-071-0015,Домжерицы,village
1242,02-071-0016,Стаи,village
1243,02-071-0017,Юрковщина,village
1244,02-071-0018,Камень,village
1245,02-071-0019,Боброво,village
1246,02-071-0020,Боровка,village
1247,02-072-0001,Велешковичи,village
1248,02-072-0002,Михалиново,village
1249,02-072-0003,Ковали,village
1250,02-072-0004,Надёжино,village
1251,02-072-0005,Яськовщина,village
1252,02-072-0006,Конашково,village
1253,02-072-0007,Добромысли,village
1254,02-072-0008,Перемонт,village
1255,02-072-0009,Барсеево,village
1256,02-072-0010,Зубки,village
1257,02-072-0011,Адаменки,village
1258,02-072-0012,Пушки,village
1259,02-072-0013,Крынки,village
1260,02-072-0014,Новое Село,village
1261,02-072-0015,Высочаны,village
1262,02-072-0016,Babinavichy,village
1263,02-072-0017,Liozna,region-center
1264,02-072-0018,Liozna,region-center
1265,02-072-0019,Liozna,region-center
1266,02-072-0020,Liozna,region-center
1267,02-073-0001,Miory,region-center
1268,02-073-0002,Miory,region-center
1269,02-073-0003,Miory,region-center
1270,02-073-0004,Dzisna,town
1271,02-073-0005,Слобода,village
1272,02-073-0006,Узмёны,village
1273,02-073-0007,Шатравки,village
1274,02-073-0008,Цветино,village
1275,02-073-0009,Миорский сельский Совет,village
1276,02-073-0010,Черессы,village
1277,02-073-0011,Николаёво,village
1278,02-073-0012,Новый Погост,village
1279,02-073-0013,Чепуки,village
1280,02-073-0014,Заболотье,village
1281,02-073-0015,Перебродье,village
1282,02-073-0016,Идолта,village
1283,02-073-0017,Повятский сельский Совет,village
1284,02-073-0018,Демские,village
1285,02-073-0019,Турково,village
1286,02-073-0020,Язно,village
1287,02-074-0001,Navapolack,town
1288,02-074-0002,Navapolack,town
1289,02-074-0003,Navapolack,town
1290,02-074-0004,Navapolack,town
1291,02-074-0005,Navapolack,town
1292,02-074-0006,Navapolack,town
1293,02-074-0007,Navapolack,town
1294,02-074-0008,Navapolack,town
1295,02-074-0009,Navapolack,town
1296,02-074-0010,Navapolack,town
1297,02-074-0011,Navapolack,town
1298,02-074-0012,Navapolack,town
1299,02-074-0013,Navapolack,town
1300,02-074-0014,Navapolack,town
1301,02-074-0015,Navapolack,town
1302,02-074-0016,Navapolack,town
1303,02-074-0017,Navapolack,town
1304,02-074-0018,Navapolack,town
1305,02-074-0019,Navapolack,town
1306,02-074-0020,Navapolack,town
1307,02-074-0021,Navapolack,town
1308,02-074-0022,Navapolack,town
1309,02-074-0023,Navapolack,town
1310,02-074-0024,Navapolack,town
1311,02-074-0025,Navapolack,town
1312,02-074-0026,Navapolack,town
1313,02-074-0027,Navapolack,town
1314,02-074-0028,Navapolack,town
1315,02-074-0029,Navapolack,town
1316,02-074-0030,Navapolack,town
1317,02-074-0031,Navapolack,town
1318,02-074-0032,Navapolack,town
1319,02-074-0033,Navapolack,town
1320,02-074-0034,Navapolack,town
1321,02-074-0035,Navapolack,town
1322,02-075-0001,Orsha,region-center
1323,02-075-0002,Orsha,region-center
1324,02-075-0003,Orsha,region-center
1325,02-075-0004,Orsha,region-center
1326,02-075-0005,Orsha,region-center
1327,02-075-0006,Orsha,region-center
1328,02-075-0007,Orsha,region-center
1329,02-075-0008,Orsha,region-center
1330,02-075-0009,Orsha,region-center
1331,02-075-0010,Orsha,region-center
1332,02-075-0011,Orsha,region-center
1333,02-075-0012,Orsha,region-center
1334,02-075-0013,Orsha,region-center
1335,02-075-0014,Orsha,region-center
1336,02-075-0015,Orsha,region-center
1337,02-075-0016,Orsha,region-center
1338,02-075-0017,Orsha,region-center
1339,02-075-0018,Orsha,region-center
1340,02-075-0019,Orsha,region-center
1341,02-075-0020,Orsha,region-center
1342,02-075-0021,Orsha,region-center
1343,02-075-0022,Orsha,region-center
1344,02-075-0023,Orsha,region-center
1345,02-075-0024,Orsha,region-center
1346,02-075-0025,Orsha,region-center
1347,02-075-0026,Orsha,region-center
1348,02-075-0027,Orsha,region-center
1349,02-075-0028,Orsha,region-center
1350,02-075-0029,Orsha,region-center
1351,02-075-0030,Orsha,region-center
1352,02-075-0031,Orsha,region-center
1353,02-075-0032,Orsha,region-center
1354,02-075-0033,Orsha,region-center
1355,02-075-0034,Orsha,region-center
1356,02-075-0035,Orsha,region-center
1357,02-075-0036,Orsha,region-center
1358,02-075-0037,Orsha,region-center
1359,02-075-0038,Orsha,region-center
1360,02-075-0039,Orsha,region-center
1361,02-075-0040,Orsha,region-center
1362,02-075-0041,Orsha,region-center
1363,02-075-0042,Orsha,region-center
1364,02-075-0043,Orsha,region-center
1365,02-075-0044,Orsha,region-center
1366,02-075-0045,Orsha,region-center
1367,02-075-0046,Orsha,region-center
1368,02-075-0047,Orsha,region-center
1369,02-075-0048,Orsha,region-center
1370,02-075-0049,Orsha,region-center
1371,02-075-0050,Orsha,region-center
1372,02-075-0051,Orsha,region-center
1373,02-075-0052,Baran,town
1374,02-075-0053,Baran,town
1375,02-075-0054,Baran,town
1376,02-075-0055,Baran,town
1377,02-075-0056,Baran,town
1378,02-075-0057,Baran,town
1379,02-075-0058,Orsha,region-center
1380,02-075-0059,Orsha,region-center
1381,02-075-0060,Smoliani,village
1382,02-075-0061,Smoliani,village
1383,02-075-0062,Понизовье,village
1384,02-075-0063,Andrejeŭščyna,village
1385,02-075-0064,Митьковщина,village
1386,02-075-0065,Высокое,village
1387,02-075-0066,Высоковский сельский Совет,village
1388,02-075-0067,Малое Бабино,village
1389,02-075-0068,Обухово,village
1390,02-075-0069,Клюковка,village
1391,02-075-0070,Orehovsk,village
1392,02-075-0071,Orehovsk,village
1393,02-075-0072,Крапивно,village
1394,02-075-0073,Larynaŭka,village
1395,02-075-0074,Бабиничи,village
1396,02-075-0075,Бабиничи,village
1397,02-075-0076,Бабиничский сельский Совет,village
1398,02-075-0077,Борздовка,village
1399,02-075-0078,Пугляи,village
1400,02-075-0079,Браздетчино,village
1401,02-075-0080,Яковлевичи,village
1402,02-075-0081,Козловичи 2,village
1403,02-075-0082,Магеровка,village
1404,02-075-0083,Зубово,village
1405,02-075-0084,Kopys,village
1406,02-075-0085,Зубревичи,village
1407,02-075-0086,Мезеново,village
1408,02-075-0087,Белево,village
1409,02-075-0088,Устье,village
1410,02-075-0089,Заболотье,village
1411,02-075-0090,Заслоновка,village
1412,02-075-0091,Старь,village
1413,02-075-0092,Дачная,village
1414,02-075-0093,Piščalava,village
1415,02-075-0094,Задровье,village
1416,02-075-0095,Межево,village
1417,02-075-0096,Юрцево,village
1418,02-075-0097,Юрцево,village
1419,02-075-0098,Стайки,village
1420,02-075-0099,Заполье,village
1421,02-076-0001,Polack,region-center
1422,02-076-0002,Polack,region-center
1423,02-076-0003,Polack,region-center
1424,02-076-0004,Polack,region-center
1425,02-076-0005,Polack,region-center
1426,02-076-0006,Polack,region-center
1427,02-076-0007,Polack,region-center
1428,02-076-0008,Polack,region-center
1429,02-076-0009,Polack,region-center
1430,02-076-0010,Polack,region-center
1431,02-076-0011,Polack,region-center
1432,02-076-0012,Polack,region-center
1433,02-076-0013,Polack,region-center
1434,02-076-0014,Polack,region-center
1435,02-076-0015,Polack,region-center
1436,02-076-0016,Polack,region-center
1437,02-076-0017,Polack,region-center
1438,02-076-0018,Polack,region-center
1439,02-076-0019,Polack,region-center
1440,02-076-0020,Polack,region-center
1441,02-076-0021,Polack,region-center
1442,02-076-0022,Polack,region-center
1443,02-076-0023,Polack,region-center
1444,02-076-0024,Polack,region-center
1445,02-076-0025,Polack,region-center
1446,02-076-0026,Polack,region-center
1447,02-076-0027,Polack,region-center
1448,02-076-0028,Polack,region-center
1449,02-076-0029,Polack,region-center
1450,02-076-0030,Polack,region-center
1451,02-076-0031,Экиманский сельский Совет,village
1452,02-076-0032,Азино,village
1453,02-076-0033,Бабыничи,village
1454,02-076-0034,Кушлики,village
1455,02-076-0035,Ветрино,village
1456,02-076-0036,Ветрино,village
1457,02-076-0037,Ветрино,village
1458,02-076-0038,Близница,village
1459,02-076-0039,Гомель,village
1460,02-076-0040,Заозерье,village
1461,02-076-0041,Горяны,village
1462,02-076-0042,Новые Горяны,village
1463,02-076-0043,Зелёнка,village
1464,02-076-0044,Малое Ситно,village
1465,02-076-0045,Островщина,village
1466,02-076-0046,Полота,village
1467,02-076-0047,Захарничи,village
1468,02-076-0048,Солоники,village
1469,02-076-0049,Богатырская,village
1470,02-076-0050,Фариново,village
1471,02-076-0051,Черноручье 1,village
1472,02-077-0001,Pastavy,region-center
1473,02-077-0002,Pastavy,region-center
1474,02-077-0003,Pastavy,region-center
1475,02-077-0004,Pastavy,region-center
1476,02-077-0005,Pastavy,region-center
1477,02-077-0006,Pastavy,region-center
1478,02-077-0007,Pastavy,region-center
1479,02-077-0008,Pastavy,region-center
1480,02-077-0009,Волки,village
1481,02-077-0010,Ляховщина,village
1482,02-077-0011,Дуниловичи,village
1483,02-077-0012,Вереньки,village
1484,02-077-0013,Камаи,village
1485,02-077-0014,Курополье,village
1486,02-077-0015,Андроны,village
1487,02-077-0016,Лынтупы,village
1488,02-077-0017,Полесье,village
1489,02-077-0018,Новосёлки,village
1490,02-077-0019,Воропаево,village
1491,02-077-0020,Pastavy,region-center
1492,02-077-0021,Воропаевский сельский Совет,village
1493,02-077-0022,Старый Двор,village
1494,02-077-0023,Козловщина,village
1495,02-077-0024,Париж,village
1496,02-077-0025,Груздово,village
1497,02-077-0026,Юньки,village
1498,02-077-0027,Хотилы,village
1499,02-077-0028,Ярево,village
1500,02-078-0001,Rasony,region-center
1501,02-078-0002,Rasony,region-center
1502,02-078-0003,Rasony,region-center
1503,02-078-0004,Rasony,region-center
1504,02-078-0005,Дворище,village
1505,02-078-0006,Горбачево,village
1506,02-078-0007,Клястицы,village
1507,02-078-0008,Краснополье,village
1508,02-078-0009,Соколище,village
1509,02-078-0010,Селявщина,village
1510,02-079-0001,Sianno,region-center
1511,02-079-0002,Sianno,region-center
1512,02-079-0003,Sianno,region-center
1513,02-079-0004,Sianno,region-center
1514,02-079-0005,Bahušeŭsk,village
1515,02-079-0006,Bahušeŭsk,village
1516,02-079-0007,Пламя,village
1517,02-079-0008,Богданово,village
1518,02-079-0009,Bahušeŭsk,village
1519,02-079-0010,Цыпки,village
1520,02-079-0011,Коковчино,village
1521,02-079-0012,Яново,village
1522,02-079-0013,Мошканы,village
1523,02-079-0014,Новая Оболь,village
1524,02-079-0015,Немойта,village
1525,02-079-0016,Синегорское,village
1526,02-079-0017,Студёнка,village
1527,02-079-0018,Белая Липа,village
1528,02-079-0019,Ходцы,village
1529,02-080-0001,Talachyn,region-center
1530,02-080-0002,Talachyn,region-center
1531,02-080-0003,Talachyn,region-center
1532,02-080-0004,Talachyn,region-center
1533,02-080-0005,Talachyn,region-center
1534,02-080-0006,Райцы,village
1535,02-080-0007,Озерцы,village
1536,02-080-0008,Заднево,village
1537,02-080-0009,Drutsk,village
1538,02-080-0010,Усвиж-Бук,village
1539,02-080-0011,Серковицы,village
1540,02-080-0012,Воронцевичи,village
1541,02-080-0013,Жукнево,village
1542,02-080-0014,Глинники,village
1543,02-080-0015,Ламинщина,village
1544,02-080-0016,Мешково,village
1545,02-080-0017,Высокий Городец,village
1546,02-080-0018,Kochanava,village
1547,02-080-0019,Kochanava,village
1548,02-080-0020,Kochanava,village
1549,02-080-0021,Звенячи,village
1550,02-080-0022,Горщевщина,village
1551,02-080-0023,Клебань,village
1552,02-081-0001,Ushachy,region-center
1553,02-081-0002,Ushachy,region-center
1554,02-081-0003,Ushachy,region-center
