id,area,source,tihanovkaja,against,cherechen,corrupted,dmitriyev,kanopatskaja,latitude,longitude
04-113-0003,town_below100,voice,94.224,42.0577,13.7711,9.21175,15.9112,12.0962,53.416862,24.551029
04-113-0004,town_below100,voice,561.418,113.457,37.1498,24.8502,42.9231,32.6316,53.419701,24.55967
04-113-0005,town_below100,voice,478.972,42.4247,13.8913,9.29214,16.0501,12.2018,53.417769,24.550472
04-113-0006,town_below100,voice,392.6,49.0999,16.0769,10.7542,18.5754,14.1216,53.418166,24.543384
04-113-0007,town_below100,voice,337.636,65.2299,21.3585,14.2871,24.6777,18.7608,53.395159,24.534877
04-113-0008,town_below100,voice,90.298,13.9569,4.56994,3.05692,5.28014,4.01414,53.426258,24.537473
04-113-0009,town_below100,voice,3.926,0,0,0,0,0,53.416808,24.553274
04-113-0010,village,voice,0,3.83517,1.23974,0.936495,1.43596,1.48055,53.461564,24.933334
04-113-0011,village,voice,24.288,7.45362,2.40943,1.82007,2.79077,2.87744,53.523866,24.119954
04-113-0012,village,voice,20.24,5.35909,1.73236,1.30862,2.00654,2.06886,53.456926,24.182126
04-113-0013,village,voice,64.768,30.9557,10.0066,7.55895,11.5904,11.9503,53.371774,24.175775
04-113-0014,village,voice,64.768,16.8934,5.46089,4.12514,6.32521,6.52164,53.443981,24.377753
04-113-0015,village,voice,60.72,16.0773,5.19707,3.92585,6.01963,6.20657,53.505598,24.255402
04-113-0016,village,voice,68.816,12.596,4.07173,3.07577,4.71617,4.86264,53.330757,24.509958
04-113-0017,village,voice,20.24,4.0807,1.31911,0.99645,1.52789,1.57534,53.356487,24.875213
04-113-0018,village,voice,12.144,5.0052,1.61796,1.2222,1.87404,1.93224,53.280635,24.872131
04-113-0019,village,voice,85.008,23.5309,7.6065,5.74592,8.8104,9.08402,53.452926,24.260846
04-113-0020,village,voice,24.288,0,0,0,0,0,53.394418,24.805135
04-113-0021,village,voice,24.288,16.4024,5.30216,4.00523,6.14135,6.33207,53.484985,24.66242
04-113-0022,village,voice,153.824,32.2917,10.4385,7.88519,12.0906,12.4661,53.427068,24.627996
04-113-0023,village,voice,182.16,13.7153,4.43354,3.34908,5.13526,5.29474,53.43431,24.577053
04-113-0024,village,voice,12.144,13.9539,4.51069,3.40736,5.22461,5.38687,53.303678,24.952189
04-113-0025,village,voice,36.432,2.2317,0.72141,0.54495,0.83559,0.86154,53.319974,24.685381
04-113-0026,village,voice,56.672,25.4883,8.23923,6.22388,9.54328,9.83965,53.267023,24.686441
04-113-0027,village,voice,44.528,10.2559,3.31529,2.50436,3.84001,3.95927,53.348559,24.630673
04-113-0028,village,voice,16.192,3.26456,1.05529,0.79716,1.22231,1.26027,53.311523,24.597768
04-114-0001,town_below100,official-corrupted-fix,121,5.747,2,1.253,6,7,53.595702,25.82007
04-114-0002,town_below100,voice,149.188,30.9069,10.1199,6.76942,11.6926,8.88914,53.592565,25.821507
04-114-0003,town_below100,official-corrupted-fix,427,79.637,31,17.363,20,28,53.588798,25.813934
04-114-0004,town_below100,official,504,115,30,17,37,17,53.58179,25.8031
04-114-0005,town_below100,voice,584.974,100.32,32.8483,21.9729,37.9531,28.8532,53.586054,25.801519
04-114-0006,town_below100,voice,345.488,75.3737,24.6799,16.5088,28.5153,21.6783,53.588274,25.805768
04-114-0007,town_below100,voice,294.45,43.6713,14.2995,9.56518,16.5217,12.5603,53.59326,25.818516
04-114-0008,town_below100,voice,478.972,58.6072,19.19,12.8365,22.1722,16.8561,53.59683,25.814859
04-114-0009,town_below100,voice,255.19,25.3174,8.28978,5.54519,9.57805,7.28156,53.59683,25.814859
04-114-0010,town_below100,voice,121.706,34.6151,11.3341,7.58162,13.0955,9.95566,53.591796,25.822765
04-114-0011,town_below100,voice,160.966,36.7865,12.0451,8.05721,13.917,10.5802,53.592624,25.829493
04-114-0012,town_below100,voice,223.782,33.2898,10.9002,7.29135,12.5941,9.5745,53.587894,25.828837
04-114-0013,town_below100,voice,215.93,38.0837,12.4699,8.34134,14.4078,10.9533,53.598871,25.839455
04-114-0014,town_below100,voice,231.634,35.9647,11.7761,7.87723,13.6061,10.3438,53.603099,25.823208
04-114-0015,town_below100,voice,168.818,34.4822,11.2906,7.55251,13.0452,9.91744,53.601933,25.823402
04-114-0016,town_below100,voice,3.926,0,0,0,0,0,53.593779,25.809721
04-114-0017,town_below100,voice,266.968,66.0517,21.6275,14.4671,24.9886,18.9972,53.586007,25.799283
04-114-0018,village,official-corrupted-fix,129,12.06,12,2.94,9,21,53.46358,25.880912
04-114-0019,village,voice,4.048,2.09453,0.677069,0.511455,0.784231,0.808586,53.423242,25.763709
04-114-0020,village,voice,52.624,8.05304,2.60319,1.96644,3.01521,3.10885,53.546071,25.831748
04-114-0021,town_below100,voice,58.89,10.726,3.51204,2.34927,4.05783,3.0849,53.6182,25.87086
04-114-0022,village,voice,52.624,8.05304,2.60319,1.96644,3.01521,3.10885,53.623786,25.983841
04-114-0023,village,voice,56.672,0,0,0,0,0,53.701417,25.968229
04-114-0024,village,voice,16.192,3.26456,1.05529,0.79716,1.22231,1.26027,53.761423,25.908473
04-114-0025,village,voice,20.24,9.19426,2.9721,2.24511,3.4425,3.54941,53.741404,26.025469
04-114-0026,village,voice,105.248,25.0548,8.09911,6.11804,9.38099,9.67232,53.75143,26.058114
04-114-0027,village,voice,12.144,2.44842,0.791466,0.59787,0.916734,0.945204,53.749487,26.055976
04-114-0028,village,official-corrupted-fix,207,31.356,14,7.644,18,17,53.659813,26.085333
04-114-0029,village,voice,8.096,8.02423,2.59388,1.95941,3.00442,3.09773,53.65476,26.101341
04-114-0030,village,voice,101.2,19.1251,6.1823,4.67009,7.1608,7.38318,53.531676,25.721794
04-114-0031,village,voice,32.384,2.69395,0.870835,0.657825,1.00867,1.03999,53.636575,25.769261
04-114-0032,village,voice,16.192,4.54295,1.46854,1.10933,1.70097,1.75379,53.589252,25.745725
04-114-0033,village,voice,60.72,4.57176,1.47785,1.11636,1.71175,1.76491,53.720704,25.798312
04-114-0034,village,voice,12.144,1.17003,0.378219,0.285705,0.438081,0.451686,53.754609,25.833616
04-114-0035,village,voice,32.384,5.25073,1.69733,1.28216,1.96597,2.02703,53.792773,25.704429
04-114-0036,village,voice,56.672,8.86918,2.86701,2.16573,3.32079,3.42392,53.644854,25.667742
04-114-0037,village,voice,32.384,5.25073,1.69733,1.28216,1.96597,2.02703,53.698064,25.690254
04-114-0038,village,voice,48.576,5.95851,1.92612,1.45499,2.23098,2.30026,53.650362,26.172389
04-114-0039,village,voice,12.144,10.1188,3.27095,2.47086,3.78865,3.90631,53.69012,26.157872
04-115-0001,town_below100,voice,247.338,45.049,14.7506,9.86693,17.0429,12.9566,54.617018,25.964923
04-115-0002,town_below100,official-corrupted-fix,309,56.649,15,12.351,21,5,54.615308,25.971139
04-115-0003,town_below100,official-corrupted-fix,630,82.921,22,18.079,21,13,54.622831,25.963117
04-115-0004,town_below100,voice,341.562,38.5592,12.6256,8.44549,14.5877,11.09,54.617196,25.956937
04-115-0005,town_below100,official-corrupted-fix,590,135.465,27,29.535,23,14,54.61449,25.959282
04-115-0006,town_below100,voice,388.674,34.6919,11.3593,7.59845,13.1246,9.97776,54.616038,25.978568
04-115-0007,town_below100,voice,738.088,23.6441,7.74188,5.17869,8.94501,6.8003,54.609229,25.970969
04-115-0008,village,voice,80.96,40.6122,13.1281,9.91694,15.206,15.6782,54.72256,26.014501
04-115-0009,village,voice,12.144,8.84037,2.8577,2.1587,3.31,3.41279,54.753295,25.963108
04-115-0010,village,voice,12.144,0,0,0,0,0,54.778762,26.038342
04-115-0011,village,voice,40.48,11.9966,3.87796,2.92939,4.49174,4.63123,54.751055,25.892016
04-115-0012,village,voice,48.576,17.464,5.64535,4.26447,6.53885,6.74192,54.691074,26.138989
04-115-0013,village,voice,24.288,10.0104,3.23592,2.4444,3.74808,3.86448,54.665349,26.21567
04-115-0014,village,voice,0,1.27839,0.413247,0.312165,0.478653,0.493518,54.745017,26.157037
04-115-0015,village,voice,8.096,1.63228,0.527644,0.39858,0.611156,0.630136,54.568902,26.10692
04-115-0016,village,voice,133.584,29.4894,9.53262,7.2009,11.0414,11.3843,54.594423,25.892375
04-115-0017,village,voice,0,8.94873,2.89273,2.18516,3.35057,3.45463,54.585679,25.818821
04-115-0018,village,voice,20.24,11.751,3.79859,2.86944,4.39981,4.53645,54.606476,25.874561
04-115-0019,village,voice,56.672,5.03401,1.62727,1.22924,1.88483,1.94336,54.643806,25.991342
04-115-0020,village,voice,4.048,7.20809,2.33006,1.76012,2.69884,2.78266,54.612175,26.051862
04-115-0021,village,voice,20.24,13.0294,4.21184,3.18161,4.87846,5.02997,54.858036,25.88217
04-115-0022,village,voice,32.384,6.52912,2.11058,1.59432,2.44462,2.52054,54.845881,25.964402
04-115-0023,village,voice,16.192,4.54295,1.46854,1.10933,1.70097,1.75379,54.866456,26.08845
04-115-0024,village,voice,0,5.11356,1.65299,1.24866,1.91461,1.97407,54.805764,26.374115
04-115-0025,village,voice,68.816,11.3176,3.65848,2.7636,4.23752,4.36912,54.813573,26.160109
04-115-0026,village,voice,64.768,7.94468,2.56816,1.93998,2.97464,3.06702,54.807866,26.230591
04-115-0027,village,voice,4.048,4.65131,1.50356,1.13579,1.74154,1.79562,54.908614,26.238146
04-115-0028,village,voice,12.144,1.17003,0.378219,0.285705,0.438081,0.451686,54.898127,26.330438
04-115-0029,village,voice,20.24,6.63748,2.1456,1.62078,2.4852,2.56238,54.897613,25.858832
04-115-0030,village,voice,8.096,1.63228,0.527644,0.39858,0.611156,0.630136,54.863991,26.311819
04-116-0001,village,voice,52.624,13.1666,4.25618,3.2151,4.92982,5.08292,54.317059,26.133061
04-116-0002,village,voice,8.096,2.91067,0.940891,0.710745,1.08981,1.12365,54.216604,26.125542
04-116-0003,village,voice,133.584,25.6542,8.29288,6.26441,9.60542,9.90373,54.257954,26.008895
04-116-0004,village,voice,56.672,6.3124,2.04052,1.5414,2.36348,2.43688,54.217831,25.965219
04-116-0005,village,voice,44.528,19.2047,6.20802,4.68951,7.19058,7.41389,54.330092,25.840443
04-116-0006,village,voice,20.24,14.3078,4.62509,3.49377,5.35711,5.52348,54.523022,25.886024
04-116-0007,village,voice,68.816,13.8744,4.48497,3.38793,5.19483,5.35616,54.530959,26.080015
04-116-0008,village,voice,60.72,10.9637,3.54408,2.67719,4.10502,4.2325,54.474224,26.091181
04-116-0009,village,voice,222.64,34.6606,11.2042,8.46363,12.9776,13.3806,54.441712,25.991801
04-116-0010,village,voice,32.384,15.4779,5.00331,3.77948,5.7952,5.97517,54.484085,25.945115
04-116-0011,village,voice,246.928,45.9494,14.8534,11.2202,17.2043,17.7386,54.42224,25.896992
04-116-0012,village,voice,76.912,20.6202,6.66561,5.03517,7.72059,7.96036,54.389088,25.869459
04-116-0013,village,voice,16.192,14.7701,4.77451,3.60665,5.53019,5.70193,54.521449,25.724363
04-116-0014,village,voice,24.288,11.2888,3.64917,2.75657,4.22673,4.358,54.388727,25.749489
04-116-0015,village,voice,16.192,17.3269,5.60101,4.23098,6.4875,6.68897,54.455815,25.786374
04-116-0016,village,voice,68.816,18.9879,6.13796,4.63659,7.10944,7.33023,54.403,26.08315
04-116-0017,town_below100,voice,424.008,97.1438,31.8082,21.2771,36.7513,27.9396,54.426425,25.932709
04-116-0018,town_below100,voice,3.926,4.44949,1.45691,0.974556,1.68332,1.27972,54.424817,25.961536
04-116-0019,town_below100,voice,518.232,29.6584,9.71117,6.49598,11.2203,8.53008,54.434836,25.959704
04-116-0020,town_below100,voice,420.082,110.122,36.0575,24.1196,41.6611,31.6722,54.422811,25.942672
04-116-0021,town_below100,voice,643.864,108.557,35.5452,23.7768,41.0691,31.2221,54.424251,25.925146
04-116-0022,town_below100,voice,451.49,74.7635,24.4801,16.3752,28.2844,21.5028,54.430186,25.953038
04-117-0001,town_below100,voice,129.558,43.514,14.248,9.53073,16.4622,12.5151,53.028067,24.090642
04-117-0002,town_below100,voice,243.412,33.1307,10.8481,7.2565,12.534,9.52874,53.035897,24.099643
04-117-0003,town_below100,voice,329.784,32.6796,10.7004,7.1577,12.3633,9.399,53.03633,24.102958
04-117-0004,town_below100,voice,274.82,47.5649,15.5743,10.418,17.9947,13.6802,53.035778,24.09534
04-117-0005,town_below100,voice,3.926,0,0,0,0,0,53.034267,24.092313
04-117-0006,town_below100,voice,27.482,16.2087,5.30728,3.55014,6.13206,4.6618,53.03606,24.094963
04-117-0007,village,voice,0,8.94873,2.89273,2.18516,3.35057,3.45463,52.84363,24.212589
04-117-0008,village,voice,52.624,22.1153,7.14891,5.40026,8.28039,8.53755,53.027276,24.139807
04-117-0009,village,voice,16.192,1.98617,0.642041,0.484995,0.743659,0.766754,53.051206,24.326296
04-117-0010,village,voice,24.288,7.45362,2.40943,1.82007,2.79077,2.87744,53.028744,24.273494
04-117-0011,village,official-corrupted-fix,108,20.904,2,5.096,11,6,52.955258,24.13176
04-117-0012,village,voice,20.24,10.4727,3.38535,2.55728,3.92116,4.04293,52.96413,23.972353
04-117-0013,village,voice,40.48,3.04784,0.985232,0.74424,1.14117,1.17661,52.906455,24.032584
04-117-0014,village,official-corrupted-fix,112,40.2,13,9.8,3,4,52.829149,24.351809
04-117-0015,village,voice,24.288,15.124,4.88891,3.69306,5.66269,5.83855,52.800809,24.492683
04-117-0016,village,voice,48.576,9.79368,3.16586,2.39148,3.66694,3.78082,52.879193,24.552771
04-117-0017,village,voice,76.912,19.3418,6.25236,4.72301,7.24194,7.46685,52.93656,24.36297
04-117-0018,village,voice,101.2,5.06282,1.63659,1.23627,1.89561,1.95448,52.936946,24.363829
04-118-0001,town_below100,voice,325.858,69.3088,22.694,15.1805,26.2208,19.9339,53.097836,25.308245
04-118-0002,town_below100,official-corrupted-fix,137,72.248,10,15.752,8,34,53.095663,25.310321
04-118-0003,town_below100,voice,188.448,31.8335,10.4233,6.97237,12.0432,9.15564,53.10028,25.315315
04-118-0004,town_below100,official-corrupted-fix,407,47.618,11,10.382,18,22,53.0949,25.349802
04-118-0005,town_below100,voice,447.564,39.1938,12.8334,8.58449,14.8278,11.2726,53.095241,25.319618
04-118-0006,town_below100,voice,314.08,70.898,23.2144,15.5285,26.822,20.391,53.087032,25.321442
04-118-0007,town_below100,voice,412.23,55.1648,18.0628,12.0826,20.8699,15.866,53.081309,25.325682
04-118-0008,town_below100,voice,353.34,54.3973,17.8115,11.9145,20.5795,15.6452,53.086448,25.306188
04-118-0009,town_below100,voice,282.672,39.0365,12.7819,8.55004,14.7682,11.2273,53.085436,25.306898
04-118-0010,town_below100,official,339,60,4,5,2,48,53.081244,25.297789
04-118-0011,town_below100,official-corrupted-fix,306,91.952,9,20.048,9,52,53.081244,25.297789
04-118-0012,town_below100,voice,655.642,126.885,41.5463,27.7911,48.0028,36.4933,53.071583,25.313761
04-118-0013,town_below100,voice,408.304,61.9186,20.2742,13.5618,23.4249,17.8084,53.084766,25.315189
04-118-0014,town_below100,official,190,39,19,11,26,13,53.083311,25.306251
04-118-0015,town_below100,voice,443.638,75.823,24.827,16.6072,28.6852,21.8075,53.081747,25.308156
04-118-0016,town_below100,voice,208.078,21.7159,7.11051,4.75636,8.21552,6.24572,53.088465,25.307751
04-118-0017,town_below100,voice,129.558,26.0867,8.54167,5.71369,9.86909,7.50282,53.088043,25.33374
04-118-0018,town_below100,voice,306.228,39.5925,12.9639,8.67181,14.9786,11.3872,53.093873,25.341582
04-118-0019,town_below100,official-corrupted-fix,495,55.007,18,11.993,17,10,53.078139,25.389947
04-118-0020,town_below100,voice,266.968,74.7653,24.4807,16.3756,28.2851,21.5033,53.091921,25.390019
04-118-0021,town_below100,voice,0,0,0,0,0,0,53.076825,25.387046
04-118-0022,town_below100,voice,274.82,42.5856,13.944,9.32738,16.1109,12.2481,53.108271,25.337836
04-118-0023,town_below100,voice,0,7.46885,2.44555,1.63588,2.8256,2.14812,53.082699,25.324343
04-118-0024,town_below100,official,291,65,54,5,25,52,53.084549,25.295103
04-118-0025,town_below100,voice,219.856,74.8982,24.5242,16.4047,28.3354,21.5415,53.059202,25.350628
04-118-0026,town_below100,official-corrupted-fix,343,77.995,25,17.005,35,16,53.065025,25.3416
04-118-0027,town_below100,official,517,9,7,2,4,13,53.071583,25.313761
04-118-0028,town_below100,voice,290.524,70.342,23.0324,15.4068,26.6117,20.2311,53.083235,25.296082
04-118-0029,village,voice,44.528,23.0398,7.44776,5.62601,8.62654,8.89445,53.036422,25.37508
04-118-0030,village,voice,68.816,6.20404,2.00549,1.51494,2.32291,2.39505,53.145241,25.274217
04-118-0031,village,voice,20.24,5.35909,1.73236,1.30862,2.00654,2.06886,53.070933,25.014173
04-118-0032,village,voice,60.72,13.5205,4.37058,3.30152,5.06232,5.21954,53.040783,25.267402
04-118-0033,village,voice,44.528,7.69915,2.4888,1.88003,2.88271,2.97223,52.98475,25.195893
04-118-0034,village,voice,36.432,6.06687,1.96115,1.48145,2.27155,2.34209,53.258345,25.292821
04-118-0035,village,voice,68.816,15.1528,4.89822,3.7001,5.67348,5.84967,53.259127,25.29177
04-118-0036,village,voice,40.48,11.9966,3.87796,2.92939,4.49174,4.63123,53.112177,25.365025
04-118-0037,village,voice,137.632,7.29452,2.358,1.78122,2.7312,2.81602,53.012564,25.343962
04-118-0038,village,voice,85.008,14.5822,4.71377,3.56076,5.45983,5.62939,53.014861,25.343576
04-118-0039,village,voice,0,11.5055,3.71922,2.80949,4.30788,4.44166,53.205798,25.143638
04-118-0040,village,voice,28.336,19.7753,6.39247,4.82885,7.40423,7.63417,53.173911,25.153259
04-118-0041,village,voice,4.048,2.09453,0.677069,0.511455,0.784231,0.808586,52.945954,25.019428
04-118-0042,village,voice,40.48,10.7182,3.46471,2.61723,4.01309,4.13772,52.973326,25.079903
04-118-0043,village,voice,36.432,11.1804,3.61414,2.73011,4.18616,4.31617,52.916009,25.168322
04-118-0044,village,voice,12.144,7.56198,2.44445,1.84653,2.83135,2.91928,52.906976,25.278538
04-118-0045,village,voice,40.48,9.43979,3.05147,2.30507,3.53443,3.6442,53.012748,25.030477
04-118-0046,village,voice,76.912,18.0634,5.83911,4.41084,6.76329,6.97333,53.068807,25.199486
04-118-0047,village,voice,36.432,6.06687,1.96115,1.48145,2.27155,2.34209,53.049367,25.161227
04-119-0001,town_below100,voice,19.63,21.0026,6.87697,4.60013,7.94569,6.04058,54.489064,26.405816
04-119-0002,town_below100,official-corrupted-fix,661,97.699,28,21.301,32,20,54.483002,26.410451
04-119-0003,town_below100,voice,478.972,51.1384,16.7444,11.2007,19.3466,14.7079,54.478828,26.415464
04-119-0004,town_below100,voice,404.378,48.7554,15.9642,10.6787,18.4451,14.0226,54.477949,26.414664
04-119-0005,town_below100,voice,321.932,41.2079,13.4929,9.02563,15.5897,11.8518,54.477593,26.41391
04-119-0006,town_below100,voice,506.454,72.3263,23.6821,15.8414,27.3624,20.8018,54.477185,26.417054
04-119-0007,town_below100,official,871,120,40,16,51,25,54.474663,26.422282
04-119-0008,town_below100,official-corrupted-fix,617,75.532,21,16.468,22,15,54.477185,26.417054
04-119-0009,town_below100,voice,294.45,48.6506,15.9298,10.6558,18.4054,13.9924,54.463969,26.401208
04-119-0010,town_below100,voice,376.896,79.8494,26.1454,17.4891,30.2085,22.9655,54.480523,26.402492
04-119-0011,town_below100,official-corrupted-fix,225,37.766,44,8.234,46,36,54.48295,26.400714
04-119-0012,town_below100,voice,215.93,71.6935,23.4749,15.7028,27.123,20.6198,54.482175,26.393276
04-119-0013,town_below100,official-corrupted-fix,454,74.711,18,16.289,24,25,54.478012,26.393976
04-119-0014,town_below100,voice,290.524,26.7738,8.76663,5.86417,10.129,7.70042,54.477619,26.380313
04-119-0015,town_below100,voice,577.122,72.7494,23.8206,15.934,27.5224,20.9235,54.482714,26.382172
04-119-0016,town_below100,official,664,66,22,15,18,17,54.485,26.371788
04-119-0017,town_below100,official,479,47,20,7,19,8,54.508153,26.37672
04-119-0018,town_below100,voice,341.562,47.2729,15.4787,10.354,17.8842,13.5962,54.508153,26.37672
04-119-0019,town_below100,official-corrupted-fix,301,76.353,8,16.647,15,5,54.485586,26.380708
04-119-0020,village,voice,48.576,21.2992,6.88509,5.20097,7.97481,8.22248,54.715878,26.524286
04-119-0021,village,voice,32.384,5.25073,1.69733,1.28216,1.96597,2.02703,54.617821,26.551038
04-119-0022,village,voice,32.384,1.41556,0.457588,0.34566,0.530012,0.546472,54.575358,26.624322
04-119-0023,village,voice,8.096,2.91067,0.940891,0.710745,1.08981,1.12365,54.490779,26.58362
04-119-0024,village,official-corrupted-fix,265,35.376,21,8.624,13,18,54.623378,26.442728
04-119-0025,village,voice,28.336,14.6617,4.73948,3.58019,5.48962,5.6601,54.546749,26.458188
04-119-0026,village,voice,24.288,0,0,0,0,0,54.681139,26.400884
04-119-0027,village,voice,178.112,38.4669,12.4347,9.39309,14.4027,14.85,54.4229,26.543627
04-119-0028,village,voice,93.104,12.3793,4.00167,3.02285,4.63503,4.77897,54.432569,26.437616
04-119-0029,village,official-corrupted-fix,376,23.316,29,5.684,13,19,54.510657,26.335667
04-119-0030,village,voice,28.336,8.26976,2.67325,2.01936,3.09635,3.19251,54.45382,26.318662
04-119-0031,village,voice,60.72,14.7989,4.78382,3.61368,5.54098,5.71306,54.312427,26.275156
04-119-0032,village,voice,40.48,9.43979,3.05147,2.30507,3.53443,3.6442,54.276316,26.31532
04-119-0033,village,voice,48.576,12.3505,3.99236,3.01581,4.62424,4.76785,54.760667,26.387257
04-119-0034,village,voice,24.288,15.124,4.88891,3.69306,5.66269,5.83855,54.367404,26.463443
04-119-0035,village,voice,8.096,2.91067,0.940891,0.710745,1.08981,1.12365,54.589044,26.253471
04-119-0036,village,voice,16.192,8.37812,2.70828,2.04582,3.13692,3.23434,54.462535,26.201377
04-119-0037,village,voice,97.152,41.32,13.3569,10.0898,15.471,15.9514,54.513302,26.184938
04-120-0001,village,voice,20.24,13.0294,4.21184,3.18161,4.87846,5.02997,53.796667,24.690959
04-120-0002,village,voice,121.44,37.2681,12.0471,9.10035,13.9539,14.3872,53.7824,24.847491
04-120-0003,village,voice,16.192,10.9349,3.53477,2.67015,4.09423,4.22138,53.780559,24.848596
04-120-0004,village,voice,36.432,20.1292,6.50687,4.91526,7.53673,7.77079,53.726831,24.762986
04-120-0005,village,voice,52.624,14.445,4.66943,3.52727,5.40847,5.57644,53.642612,24.479675
04-120-0006,village,voice,12.144,17.7891,5.75043,4.34385,6.66057,6.86742,53.600234,24.98063
04-120-0007,village,voice,0,1.27839,0.413247,0.312165,0.478653,0.493518,53.600918,24.980163
04-120-0008,village,voice,32.384,16.7562,5.41655,4.09164,6.27385,6.46869,53.599849,24.978609
04-120-0009,village,voice,64.768,7.94468,2.56816,1.93998,2.97464,3.06702,53.555272,24.505071
04-120-0010,village,voice,52.624,6.77465,2.18995,1.65428,2.53656,2.61533,53.643627,24.659042
04-120-0011,village,voice,40.48,23.5021,7.59718,5.73888,8.79962,9.0729,53.639344,24.718769
04-120-0012,village,voice,32.384,15.4779,5.00331,3.77948,5.7952,5.97517,53.688654,24.935642
04-120-0013,village,voice,52.624,11.8882,3.84293,2.90294,4.45117,4.5894,53.691555,24.998785
04-120-0014,village,voice,76.912,12.9499,4.18612,3.16218,4.84868,4.99926,53.816117,24.56197
04-120-0015,village,voice,117.392,26.2248,8.47733,6.40374,9.81907,10.124,53.73072,24.529397
04-120-0016,village,voice,20.24,5.35909,1.73236,1.30862,2.00654,2.06886,53.730294,24.52487
04-120-0017,village,voice,0,1.27839,0.413247,0.312165,0.478653,0.493518,53.74331,24.5246
04-120-0018,village,voice,32.384,10.3643,3.35032,2.53082,3.88058,4.0011,53.509384,24.981483
04-120-0019,village,voice,20.24,1.52392,0.492616,0.37212,0.570584,0.588304,53.513046,24.834501
04-120-0020,village,voice,85.008,17.1389,5.54026,4.18509,6.41714,6.61643,53.908357,24.645989
04-120-0021,village,voice,85.008,33.758,10.9125,8.24324,12.6396,13.0322,53.535743,24.734186
04-120-0022,village,voice,117.392,23.6681,7.65084,5.77941,8.86176,9.13697,53.535684,24.736468
04-120-0023,village,voice,80.96,22.7148,7.34268,5.54663,8.50483,8.76895,53.59668,24.691256
04-120-0024,town_below100,voice,192.374,49.9758,16.3638,10.946,18.9068,14.3736,53.602163,24.750311
04-120-0025,town_below100,voice,192.374,22.5901,7.39674,4.94782,8.54624,6.49714,53.613986,24.739262
04-120-0026,town_below100,voice,180.596,45.341,14.8462,9.93089,17.1534,13.0406,53.610754,24.740798
04-120-0027,town_below100,voice,318.006,44.2273,14.4815,9.68695,16.732,12.7202,53.611309,24.735947
04-120-0029,town_below100,voice,369.044,69.7056,22.824,15.2674,26.3709,20.0481,53.594548,24.72841
04-120-0030,town_below100,voice,282.672,20.3644,6.66799,4.46035,7.70423,5.85702,53.594548,24.72841
04-120-0031,town_below100,voice,153.114,11.705,3.83261,2.5637,4.42822,3.36648,53.602761,24.733369
04-120-0032,town_below100,voice,266.968,41.1555,13.4757,9.01415,15.5699,11.8368,53.599753,24.732695
04-120-0033,town_below100,voice,184.522,31.1184,10.1892,6.81575,11.7727,8.94998,53.603199,24.735794
04-120-0034,town_below100,voice,290.524,37.977,12.435,8.31798,14.3674,10.9226,53.617046,24.73221
04-145-0001,town_below100,official-corrupted-fix,378,45.155,8,9.845,12,42,53.591459,24.25091
04-145-0002,town_below100,official-corrupted-fix,395,39.408,4,8.592,27,16,53.573995,24.237777
04-145-0003,town_below100,voice,341.562,75.9035,24.8533,16.6249,28.7157,21.8306,53.576412,24.207001
04-145-0004,town_below100,voice,121.706,33.3703,10.9265,7.30897,12.6246,9.59764,53.580058,24.223584
04-145-0005,town_below100,voice,278.746,43.3007,14.1781,9.484,16.3815,12.4537,53.590278,24.252456
04-145-0006,town_below100,voice,372.97,74.1551,24.2809,16.2419,28.0543,21.3278,53.587696,24.234759
04-145-0007,village,voice,493.856,71.4445,23.0949,17.4458,26.7502,27.5809,53.70066,24.00488
04-145-0008,village,voice,60.72,10.9637,3.54408,2.67719,4.10502,4.2325,53.631476,24.101539
04-145-0009,village,voice,198.352,29.7637,9.6213,7.26789,11.1441,11.4902,53.699169,24.009701
04-145-0010,village,voice,214.544,34.3067,11.0898,8.37722,12.8451,13.244,53.817387,23.863808
04-145-0011,village,voice,234.784,46.0577,14.8884,11.2467,17.2449,17.7804,53.812633,23.86009
04-145-0012,village,voice,186.208,29.8721,9.65633,7.29435,11.1847,11.532,53.460272,23.88261
04-145-0013,village,voice,121.44,12.9787,4.19544,3.16922,4.85946,5.01038,53.440839,23.932179
04-145-0014,village,voice,230.736,20.9522,6.77291,5.11623,7.84489,8.08852,53.51506,23.997172
04-145-0015,village,voice,89.056,11.5631,3.73785,2.82356,4.32945,4.46391,53.525114,23.852211
04-145-0016,village,voice,93.104,14.9361,4.82817,3.64718,5.59234,5.76601,53.499876,24.063286
04-145-0017,village,voice,145.728,21.7107,7.01811,5.30145,8.12889,8.38134,53.567012,23.87298
04-145-0018,village,voice,174.064,17.1966,5.55889,4.19916,6.43871,6.63867,53.568156,23.872369
04-145-0019,city,official-corrupted-fix,730,24.969,11,4.031,11,16,53.605988,23.749013
04-145-0020,village,voice,283.36,35.3972,11.4423,8.6435,13.2534,13.665,53.607693,24.082485
04-145-0021,village,voice,206.448,27.5608,8.90921,6.72997,10.3193,10.6398,53.604418,24.084012
04-145-0022,village,voice,117.392,26.2248,8.47733,6.40374,9.81907,10.124,53.403754,23.763988
04-145-0023,village,official-corrupted-fix,425,28.944,7,7.056,10,4,53.720006,24.179396
04-145-0024,village,official-corrupted-fix,424,46.632,14,11.368,24,13,53.721855,24.181525
04-145-0025,city,voice,356.199,39.648,12.516,6.384,13.776,11.592,53.692024,23.691341
