id,area,source,tihanovkaja,against,cherechen,corrupted,dmitriyev,kanopatskaja,latitude,longitude
03-018-0048,city,voice,468.514,119.282,37.6547,19.2064,41.4454,34.8748,52.411094,30.925555
03-018-0049,city,voice,397.916,80.9985,25.5694,13.0421,28.1435,23.6818,52.411094,30.925555
03-018-0050,city,voice,490.977,95.7669,30.2315,15.4201,33.2749,27.9996,52.410445,30.922195
03-018-0051,city,voice,442.842,92.6616,29.2512,14.9201,32.196,27.0917,52.410445,30.922195
03-018-0052,city,voice,298.437,70.4333,22.2342,11.3409,24.4726,20.5928,52.408797,30.912511
03-018-0053,city,voice,465.305,69.1466,21.8281,11.1338,24.0255,20.2166,52.406325,30.907579
03-018-0054,city,voice,3.209,0,0,0,0,0,52.397649,30.908226
03-018-0055,city,voice,0,3.52159,1.11169,0.567036,1.2236,1.02962,52.39727,30.904184
03-018-0056,city,voice,3.209,3.18081,1.00411,0.512164,1.1052,0.929982,52.396149,30.901812
03-018-0057,city,voice,12.836,2.15846,0.681377,0.347548,0.749972,0.631074,52.39516,30.904552
03-018-0058,city,voice,3.209,0,0,0,0,0,52.394869,30.89777
03-018-0059,city,voice,677.099,73.6537,23.2509,11.8595,25.5915,21.5343,52.401704,30.913751
03-018-0060,city,voice,510.231,84.3313,26.6215,13.5788,29.3016,24.6562,52.402287,30.91173
03-018-0061,city,voice,567.993,50.0244,15.7916,8.05478,17.3814,14.6258,52.402287,30.91173
03-019-0001,city,voice,317.691,94.2136,29.7411,15.17,32.7352,27.5455,52.476888,31.026166
03-019-0002,city,voice,369.035,59.4144,18.7558,9.56673,20.644,17.3712,52.476888,31.026166
03-019-0003,city,voice,304.855,56.8392,17.9429,9.15207,19.7492,16.6182,52.478654,31.021647
03-019-0004,city,voice,458.887,80.3929,25.3783,12.9446,27.9331,23.5047,52.480815,31.019905
03-019-0005,city,voice,352.99,65.8138,20.776,10.5971,22.8675,19.2422,52.470667,31.02569
03-019-0006,city,voice,295.228,35.5581,11.2249,5.72546,12.3549,10.3962,52.470667,31.02569
03-019-0007,city,voice,352.99,41.1626,12.9941,6.62788,14.3023,12.0348,52.470728,31.027603
03-019-0008,city,voice,372.244,68.4645,21.6127,11.024,23.7885,20.0172,52.470728,31.027603
03-019-0009,city,voice,513.44,65.2087,20.5849,10.4997,22.6573,19.0653,52.474787,31.00846
03-019-0010,city,voice,474.932,78.689,24.8404,12.6703,27.3411,23.0065,52.472313,31.013006
03-019-0011,city,voice,465.305,84.4068,26.6454,13.5909,29.3278,24.6783,52.475665,30.979454
03-019-0012,city,voice,667.472,104.023,32.8377,16.7494,36.1435,30.4134,52.489135,30.96994
03-019-0013,city,voice,292.019,136.851,43.2009,22.0354,47.55,40.0116,52.42416,31.014272
03-019-0014,city,voice,285.601,89.4044,28.223,14.3956,31.0642,26.1394,52.42416,31.014272
03-019-0015,city,voice,343.363,100.878,31.845,16.2431,35.0509,29.4941,52.539473,30.907112
03-019-0016,city,voice,401.125,88.8748,28.0558,14.3103,30.8802,25.9846,52.461038,30.998183
03-019-0017,city,voice,352.99,83.4218,26.3344,13.4323,28.9855,24.3903,52.459343,31.004553
03-019-0018,city,voice,449.26,64.9812,20.5131,10.4631,22.5782,18.9987,52.454651,31.005927
03-019-0019,city,voice,523.067,92.3591,29.1557,14.8714,32.0909,27.0033,52.456577,31.001004
03-019-0020,city,voice,247.093,51.2347,16.1737,8.24965,17.8019,14.9796,52.455661,30.99883
03-019-0021,city,voice,330.527,47.0697,14.8589,7.57902,16.3547,13.7619,52.455661,30.99883
03-019-0022,city,voice,388.289,45.6311,14.4047,7.34738,15.8549,13.3413,52.454843,30.996045
03-019-0023,city,voice,314.482,72.2509,22.808,11.6336,25.1041,21.1242,52.45031,30.991554
03-019-0024,city,voice,439.633,53.091,16.7597,8.54856,18.4469,15.5224,52.441192,30.994923
03-019-0025,city,voice,394.707,33.2109,10.4839,5.34751,11.5394,9.70996,52.441192,30.994923
03-019-0026,city,voice,603.292,66.2315,20.9078,10.6644,23.0126,19.3643,52.434555,30.998588
03-019-0027,city,voice,362.617,30.7494,9.7069,4.95117,10.6841,8.99029,52.43338,31.003636
03-019-0028,city,voice,298.437,50.4776,15.9347,8.12774,17.5388,14.7583,52.43338,31.003636
03-019-0029,city,voice,426.797,54.4542,17.19,8.76804,18.9205,15.9209,52.430239,30.992901
03-019-0030,city,voice,147.614,40.6694,12.8384,6.54846,14.1309,11.8906,52.428586,30.993737
03-019-0031,city,voice,0,1.17386,0.370563,0.189012,0.407868,0.343206,52.533195,30.911748
03-019-0032,city,voice,9.627,0,0,0,0,0,52.488296,30.986901
03-019-0033,city,voice,430.006,110.459,34.8694,17.7857,38.3798,32.2952,52.441198,30.941796
03-019-0034,city,voice,279.183,50.1745,15.839,8.07895,17.4335,14.6697,52.446819,30.942937
03-019-0035,city,voice,327.318,54.4537,17.1898,8.76797,18.9204,15.9208,52.444876,30.946593
03-019-0036,city,voice,202.167,48.9624,15.4564,7.88378,17.0124,14.3153,52.438964,30.914353
03-019-0037,city,voice,404.334,85.0124,26.8365,13.6884,29.5382,24.8553,52.448103,30.967982
03-019-0038,city,voice,404.334,63.8828,20.1664,10.2862,22.1966,18.6776,52.448103,30.967982
03-019-0039,city,voice,439.633,89.4808,28.2471,14.4079,31.0908,26.1618,52.452664,30.968557
03-019-0040,city,voice,272.765,54.3777,17.1658,8.75573,18.8939,15.8986,52.453636,30.969312
03-019-0041,city,voice,314.482,47.5998,15.0262,7.66437,16.5389,13.9169,52.448515,30.969527
03-019-0042,city,voice,378.662,47.8273,15.098,7.701,16.618,13.9834,52.453636,30.969312
03-019-0043,city,voice,365.826,66.7984,21.0868,10.7557,23.2096,19.53,52.44745,30.96332
03-019-0044,city,voice,372.244,44.9873,14.2015,7.24371,15.6312,13.1531,52.447264,30.961757
03-019-0045,city,voice,378.662,51.3489,16.2097,8.26804,17.8416,15.013,52.447335,30.966419
03-019-0046,city,voice,333.736,65.5108,20.6803,10.5483,22.7622,19.1536,52.45082,30.96509
03-019-0047,city,voice,9.627,4.84697,1.53008,0.780444,1.68412,1.41712,52.455463,30.978627
03-019-0048,city,voice,372.244,48.5089,15.3132,7.81075,16.8548,14.1827,52.444947,30.968584
03-019-0049,city,official,620,92,38,13,43,22,52.468264,30.967686
03-019-0050,city,voice,202.167,41.9193,13.233,6.74971,14.5652,12.2561,52.468264,30.967686
03-019-0051,city,voice,484.559,78.8405,24.8882,12.6947,27.3937,23.0508,52.465691,30.965548
03-019-0052,city,voice,330.527,57.6345,18.1939,9.28013,20.0255,16.8508,52.465691,30.965548
03-019-0053,city,voice,336.945,68.6916,21.6844,11.0605,23.8674,20.0836,52.458794,30.961056
03-019-0054,city,voice,121.942,17.5707,5.54667,2.82918,6.10506,5.13719,52.457905,30.925276
03-019-0055,city,voice,259.929,72.1749,22.784,11.6214,25.0777,21.102,52.454234,30.959619
03-019-0056,city,voice,259.929,63.9579,20.1901,10.2983,22.2227,18.6996,52.454234,30.959619
03-019-0057,city,voice,259.929,71.0011,22.4135,11.4324,24.6699,20.7588,52.456495,30.965395
03-019-0058,city,voice,253.511,45.8576,14.4762,7.38386,15.9336,13.4075,52.456495,30.965395
03-019-0059,city,voice,269.556,48.8492,15.4206,7.86554,16.973,14.2822,52.461269,30.95934
03-019-0060,city,voice,340.154,51.9167,16.389,8.35947,18.0389,15.179,52.461269,30.95934
03-019-0061,city,voice,234.257,38.5114,12.1572,6.20099,13.3811,11.2597,52.458794,30.961056
03-019-0062,city,voice,263.138,51.8785,16.3769,8.35331,18.0256,15.1679,52.467255,30.97074
03-019-0063,city,voice,352.99,68.1615,21.5171,10.9752,23.6832,19.9286,52.465691,30.965548
03-019-0064,city,voice,507.022,67.0641,21.1707,10.7985,23.3019,19.6077,52.463996,30.983945
03-019-0065,city,voice,224.63,54.794,17.2973,8.82276,19.0386,16.0203,52.463996,30.983945
03-020-0001,city,voice,154.032,65.8128,20.7757,10.597,22.8672,19.2419,52.419651,31.008811
03-020-0002,city,voice,179.704,54.8695,17.3211,8.83492,19.0648,16.0424,52.416295,31.006277
03-020-0003,city,voice,237.466,69.865,22.0548,11.2494,24.2751,20.4266,52.418542,31.001876
03-020-0004,city,voice,285.601,35.4066,11.1771,5.70106,12.3023,10.3519,52.421365,31.000546
03-020-0005,city,voice,282.392,48.6599,15.3609,7.83507,16.9073,14.2268,52.421365,31.000546
03-020-0006,city,voice,340.154,48.3951,15.2773,7.79243,16.8152,14.1494,52.426187,30.99495
03-020-0007,city,voice,19.254,2.65075,0.836784,0.426816,0.921024,0.775008,52.417564,31.011775
03-020-0008,city,voice,548.739,68.5032,21.625,11.0302,23.802,20.0285,52.425945,31.00855
03-020-0009,city,voice,288.81,24.501,7.73444,3.94508,8.51308,7.16344,52.427494,31.007086
03-020-0010,city,voice,292.019,54.6807,17.2615,8.80452,18.9992,15.9872,52.429482,31.001831
03-020-0011,city,voice,3.209,2.00694,0.633548,0.323152,0.697328,0.586776,52.431294,31.008209
03-020-0012,city,voice,173.286,14.4659,4.56655,2.32925,5.02627,4.22942,52.433177,31.007131
03-020-0013,city,voice,288.81,35.0658,11.0695,5.64619,12.1839,10.2523,52.428696,31.011452
03-020-0014,city,voice,304.855,42.7528,13.4961,6.88393,14.8548,12.4998,52.427873,31.014605
03-020-0015,city,voice,712.398,53.471,16.8796,8.60974,18.5789,15.6335,52.432106,31.015305
03-020-0016,city,voice,365.826,38.6256,12.1933,6.21938,13.4208,11.2931,52.435181,31.009709
03-020-0017,city,voice,292.019,41.7682,13.1853,6.72539,14.5127,12.2119,52.436339,31.007822
03-020-0018,city,voice,378.662,73.6523,23.2504,11.8593,25.5911,21.5339,52.440468,31.005352
03-020-0019,city,voice,295.228,34.3843,10.8544,5.53645,11.9471,10.053,52.438376,31.002441
03-020-0020,city,voice,282.392,58.0508,18.3254,9.34716,20.1702,16.9725,52.445386,30.995533
03-020-0021,city,voice,571.202,86.0734,27.1715,13.8593,29.9069,25.1655,52.451133,30.99442
03-020-0022,city,voice,189.331,39.7608,12.5516,6.40216,13.8152,11.625,52.452137,31.007391
03-020-0023,city,voice,215.003,24.122,7.61479,3.88406,8.38138,7.05263,52.450699,31.002675
03-020-0024,city,voice,279.183,39.6098,12.5039,6.37784,13.7627,11.5808,52.447494,31.000609
03-020-0025,city,voice,571.202,59.0746,18.6485,9.51201,20.5259,17.2718,52.447983,31.001498
03-020-0026,city,voice,779.787,94.443,29.8136,15.2069,32.8149,27.6126,52.448954,31.019833
03-020-0027,city,voice,375.453,49.3419,15.5762,7.94489,17.1442,14.4262,52.448279,31.016473
03-020-0028,city,voice,404.334,74.4476,23.5015,11.9873,25.8674,21.7665,52.448279,31.016473
03-020-0029,city,voice,689.935,66.4213,20.9677,10.6949,23.0786,19.4198,52.448279,31.016473
03-020-0030,city,voice,616.128,93.0411,29.371,14.9812,32.3278,27.2027,52.45458,31.017641
03-020-0031,city,voice,529.485,89.3298,28.1994,14.3836,31.0383,26.1176,52.45458,31.017641
03-020-0032,city,voice,635.382,88.6487,27.9844,14.2739,30.8017,25.9185,52.45458,31.017641
03-020-0033,city,voice,484.559,84.7098,26.741,13.6397,29.4331,24.7669,52.45458,31.017641
03-020-0034,city,voice,683.517,57.7119,18.2184,9.2926,20.0524,16.8734,52.460314,31.021953
03-020-0035,city,voice,953.073,113.604,35.8624,18.2922,39.4727,33.2148,52.460314,31.021953
03-020-0036,city,voice,901.729,101.449,32.0252,16.335,35.2492,29.6609,52.453411,31.031394
03-020-0037,city,voice,625.755,39.1949,12.373,6.31104,13.6186,11.4595,52.453411,31.031394
03-020-0038,city,voice,876.057,147.608,46.5966,23.7674,51.2876,43.1566,52.453411,31.031394
03-020-0039,city,voice,638.591,81.2647,25.6535,13.085,28.236,23.7596,52.453411,31.031394
03-020-0040,city,voice,474.932,88.0799,27.8049,14.1824,30.604,25.7522,52.465005,31.037494
03-020-0041,city,voice,423.588,74.7506,23.5971,12.0361,25.9727,21.8551,52.465005,31.037494
03-020-0042,city,voice,555.157,65.474,20.6687,10.5424,22.7494,19.1428,52.467343,31.035221
03-020-0043,city,voice,542.321,59.7939,18.8756,9.62783,20.7758,17.4821,52.467343,31.035221
03-020-0044,city,voice,452.469,63.4665,20.035,10.2192,22.0519,18.5559,52.467343,31.035221
03-020-0045,city,voice,622.546,73.5777,23.2269,11.8473,25.5651,21.5121,52.467343,31.035221
03-020-0046,city,voice,664.263,75.0168,23.6812,12.079,26.0652,21.9329,52.467343,31.035221
03-020-0047,city,voice,606.501,89.368,28.2115,14.3898,31.0516,26.1288,52.467343,31.035221
03-020-0048,city,voice,529.485,85.8082,27.0878,13.8166,29.8147,25.088,52.467271,31.036784
03-085-0001,village,voice,242.88,101.382,32.7724,24.7562,37.9595,39.1383,51.641172,30.341767
03-085-0002,village,voice,32.384,15.4779,5.00331,3.77948,5.7952,5.97517,51.442681,30.565142
03-085-0004,village,voice,4.048,0.81614,0.263822,0.19929,0.305578,0.315068,51.611534,30.493609
03-085-0005,village,voice,8.096,0.35389,0.114397,0.086415,0.132503,0.136618,51.335893,30.585219
03-085-0006,village,voice,8.096,8.02423,2.59388,1.95941,3.00442,3.09773,51.802224,30.329028
03-085-0007,village,voice,4.048,4.65131,1.50356,1.13579,1.74154,1.79562,51.831609,30.334472
03-085-0008,village,voice,20.24,0,0,0,0,0,51.74015,30.508269
03-085-0009,village,official,7,3,1,1,1,1,51.74334,30.428068
03-085-0010,village,voice,8.096,6.74584,2.18063,1.64724,2.52577,2.60421,51.847062,30.165939
03-085-0011,village,voice,4.048,4.65131,1.50356,1.13579,1.74154,1.79562,51.508478,30.51197
03-085-0012,village,voice,12.144,2.44842,0.791466,0.59787,0.916734,0.945204,51.807052,30.173009
03-085-0013,village,voice,20.24,1.52392,0.492616,0.37212,0.570584,0.588304,51.731984,30.332604
03-085-0014,village,voice,4.048,7.20809,2.33006,1.76012,2.69884,2.78266,51.822848,30.148629
03-085-0015,village,voice,0,5.11356,1.65299,1.24866,1.91461,1.97407,51.83925,30.263604
03-085-0016,village,voice,20.24,1.52392,0.492616,0.37212,0.570584,0.588304,51.670182,30.424537
03-085-0017,village,voice,0,1.27839,0.413247,0.312165,0.478653,0.493518,51.679543,30.352115
03-085-0018,village,voice,4.048,3.37292,1.09032,0.82362,1.26288,1.3021,51.705911,30.453221
03-086-0001,town_below100,voice,7.852,22.5919,7.39734,4.94822,8.54692,6.49766,52.718415,30.574718
03-086-0002,town_below100,voice,102.076,29.7949,9.75586,6.52588,11.272,8.56934,52.735349,30.54978
03-086-0003,town_below100,voice,266.968,62.3172,20.4048,13.6491,23.5758,17.9231,52.723466,30.571978
03-086-0004,town_below100,voice,172.744,37.6869,12.3399,8.25442,14.2576,10.8391,52.720799,30.571978
03-086-0005,town_below100,voice,215.93,38.0837,12.4699,8.34134,14.4078,10.9533,52.719179,30.56931
03-086-0006,village,voice,198.352,39.9909,12.9273,9.76521,14.9733,15.4383,52.594348,30.728536
03-086-0007,village,voice,12.144,8.84037,2.8577,2.1587,3.31,3.41279,52.644997,30.724979
03-086-0008,village,voice,28.336,6.99137,2.26,1.7072,2.6177,2.69899,52.690592,30.311826
03-086-0009,village,voice,20.24,11.751,3.79859,2.86944,4.39981,4.53645,52.610149,30.437329
03-086-0010,village,voice,8.096,1.63228,0.527644,0.39858,0.611156,0.630136,52.653744,30.397759
03-086-0011,village,voice,32.384,25.705,8.30928,6.2768,9.62442,9.92331,52.58328,30.663848
03-086-0012,village,voice,4.048,9.76487,3.15655,2.38445,3.65615,3.76969,52.642363,30.648209
03-086-0013,village,voice,319.792,65.7535,21.2552,16.0561,24.6193,25.3839,52.634548,30.822033
03-086-0014,village,voice,20.24,14.3078,4.62509,3.49377,5.35711,5.52348,52.741418,30.60332
03-086-0015,village,voice,20.24,2.80231,0.905863,0.684285,1.04924,1.08182,52.778764,30.5383
03-086-0016,village,voice,12.144,7.56198,2.44445,1.84653,2.83135,2.91928,52.582186,30.564953
03-086-0017,village,voice,8.096,14.4162,4.66011,3.52023,5.39769,5.56532,52.591498,30.509491
03-086-0018,village,voice,12.144,6.28359,2.03121,1.53436,2.35269,2.42576,52.542885,30.536584
03-086-0019,village,voice,4.048,4.65131,1.50356,1.13579,1.74154,1.79562,52.815975,30.546241
03-086-0020,village,voice,0,6.39195,2.06624,1.56083,2.39327,2.46759,52.859379,30.514027
03-086-0021,village,voice,4.048,3.37292,1.09032,0.82362,1.26288,1.3021,52.84983,30.424016
03-086-0022,village,voice,20.24,6.63748,2.1456,1.62078,2.4852,2.56238,52.67494,30.618582
03-086-0023,village,voice,36.432,11.1804,3.61414,2.73011,4.18616,4.31617,52.671697,30.532263
03-086-0024,village,voice,0,2.55678,0.826494,0.62433,0.957306,0.987036,52.632772,30.52381
03-086-0025,village,voice,4.048,3.37292,1.09032,0.82362,1.26288,1.3021,52.703499,30.241299
03-086-0026,village,voice,0,7.67034,2.47948,1.87299,2.87192,2.96111,52.936875,30.543923
03-086-0027,village,voice,48.576,4.68012,1.51288,1.14282,1.75232,1.80674,52.670774,30.818116
03-086-0028,village,voice,36.432,7.34526,2.3744,1.79361,2.7502,2.83561,52.702997,30.712097
03-086-0029,village,voice,20.24,11.751,3.79859,2.86944,4.39981,4.53645,52.737307,30.499466
03-086-0030,village,voice,44.528,7.69915,2.4888,1.88003,2.88271,2.97223,52.893272,30.670415
03-086-0031,village,voice,8.096,1.63228,0.527644,0.39858,0.611156,0.630136,52.885306,30.632641
03-086-0032,village,voice,24.288,3.61845,1.16969,0.883575,1.35482,1.39689,52.58868,30.866338
03-086-0033,village,voice,125.488,17.63,5.699,4.305,6.601,6.806,52.600502,30.811693
03-086-0034,village,voice,40.48,9.43979,3.05147,2.30507,3.53443,3.6442,52.591755,30.771817
03-086-0035,village,voice,12.144,12.6755,4.09744,3.09519,4.74596,4.89335,52.567135,30.435883
03-086-0036,village,voice,12.144,8.84037,2.8577,2.1587,3.31,3.41279,52.695728,30.885616
03-087-0001,village,voice,28.336,6.99137,2.26,1.7072,2.6177,2.69899,52.608224,30.931268
03-087-0002,village,voice,4.048,5.9297,1.91681,1.44795,2.22019,2.28914,52.638997,30.96553
03-087-0003,village,voice,24.288,6.17523,1.99618,1.50791,2.31212,2.38393,52.669665,30.983855
03-087-0004,village,voice,20.24,2.80231,0.905863,0.684285,1.04924,1.08182,52.656,31.05732
03-087-0005,village,voice,0,10.2271,3.30598,2.49732,3.82922,3.94814,52.611697,31.084215
03-087-0006,village,voice,68.816,10.0392,3.24523,2.45144,3.75887,3.8756,52.583357,31.085374
03-087-0007,village,voice,16.192,5.82134,1.88178,1.42149,2.17962,2.24731,52.533146,31.074477
03-087-0008,village,voice,36.432,18.8508,6.09362,4.6031,7.05808,7.27727,52.52838,31.13073
03-087-0009,village,official,47,15,3,2,5,16,52.562778,31.140216
03-087-0010,town_below100,voice,3.926,5.6943,1.8645,1.2472,2.15426,1.63774,52.558913,31.182518
03-087-0012,town_below100,voice,255.19,42.7447,13.9961,9.36223,16.1711,12.2938,52.567765,31.181817
03-087-0013,town_below100,voice,266.968,48.6244,15.9212,10.65,18.3955,13.9849,52.563626,31.175223
03-087-0014,town_below100,voice,192.374,27.5693,9.02711,6.03841,10.43,7.92922,52.556405,31.182778
03-087-0015,village,voice,0,2.55678,0.826494,0.62433,0.957306,0.987036,52.798342,31.319619
03-087-0016,village,voice,16.192,8.37812,2.70828,2.04582,3.13692,3.23434,52.798342,31.319619
03-087-0017,village,voice,4.048,7.20809,2.33006,1.76012,2.69884,2.78266,52.864104,31.328539
03-087-0018,village,voice,4.048,0.81614,0.263822,0.19929,0.305578,0.315068,52.860167,31.371613
03-087-0019,village,voice,28.336,4.43459,1.43351,1.08287,1.66039,1.71196,52.794025,31.405507
03-087-0020,village,voice,12.144,10.1188,3.27095,2.47086,3.78865,3.90631,52.759411,31.51449
03-087-0021,village,voice,4.048,3.37292,1.09032,0.82362,1.26288,1.3021,52.832234,31.50071
03-088-0001,town_below100,voice,321.932,87.2658,28.5738,19.1135,33.0143,25.0986,52.434061,31.308722
03-088-0002,town_below100,voice,412.23,66.3681,21.7311,14.5364,25.1083,19.0882,52.422145,31.31563
03-088-0003,town_below100,voice,365.118,36.6256,11.9924,8.02197,13.8561,10.5339,52.419196,31.316403
03-088-0004,town_below100,voice,369.044,67.216,22.0088,14.7221,25.4291,19.332,52.413307,31.319924
03-088-0005,town_below100,voice,278.746,52.0144,17.0312,11.3925,19.678,14.9599,52.397199,31.336992
03-088-0006,town_below100,voice,435.786,54.4759,17.8373,11.9317,20.6093,15.6679,52.385734,31.341457
03-088-0007,town_below100,voice,3.926,1.95987,0.641728,0.429264,0.741456,0.56368,52.413456,31.321128
03-088-0008,village,voice,157.872,43.335,14.0083,10.5818,16.2254,16.7293,52.217449,31.424389
03-088-0009,village,voice,93.104,31.5551,10.2004,7.70532,11.8148,12.1817,52.216809,31.435753
03-088-0010,village,voice,4.048,0.81614,0.263822,0.19929,0.305578,0.315068,52.219866,31.425997
03-088-0011,village,voice,0,2.55678,0.826494,0.62433,0.957306,0.987036,52.157454,31.40565
03-088-0012,village,voice,8.096,10.581,3.42037,2.58374,3.96173,4.08476,52.211931,31.559909
03-088-0013,village,voice,8.096,5.46745,1.76739,1.33508,2.04712,2.11069,52.249555,31.507106
03-088-0015,village,voice,8.096,5.46745,1.76739,1.33508,2.04712,2.11069,52.187589,31.493856
03-088-0016,village,voice,0,1.27839,0.413247,0.312165,0.478653,0.493518,52.530796,31.361345
03-088-0017,village,voice,64.768,29.6773,9.59336,7.24679,11.1117,11.4568,52.337024,31.32376
03-088-0018,village,voice,20.24,0.24553,0.079369,0.059955,0.091931,0.094786,52.353447,31.255623
03-088-0019,village,voice,24.288,17.6807,5.7154,4.31739,6.62,6.82559,52.267774,31.352964
03-088-0021,village,voice,0,2.55678,0.826494,0.62433,0.957306,0.987036,52.322082,31.543694
03-088-0022,village,voice,4.048,3.37292,1.09032,0.82362,1.26288,1.3021,52.350366,31.602103
03-088-0023,village,voice,20.24,10.4727,3.38535,2.55728,3.92116,4.04293,52.147524,31.694665
03-088-0024,village,voice,64.768,13.0582,4.22115,3.18864,4.88925,5.04109,52.323117,31.362855
03-088-0025,village,voice,4.048,7.20809,2.33006,1.76012,2.69884,2.78266,52.268529,31.606145
03-088-0027,village,official-corrupted-fix,108,8.844,6,2.156,12,7,52.183839,31.682547
03-088-0028,village,voice,117.392,31.3384,10.1303,7.6524,11.7337,12.0981,52.281214,31.267876
03-088-0029,village,voice,16.192,8.37812,2.70828,2.04582,3.13692,3.23434,52.24853,31.241034
03-088-0030,village,voice,20.24,4.0807,1.31911,0.99645,1.52789,1.57534,52.3066,31.264004
03-088-0031,village,voice,8.096,5.46745,1.76739,1.33508,2.04712,2.11069,52.302002,31.467392
03-088-0032,village,voice,48.576,5.95851,1.92612,1.45499,2.23098,2.30026,52.38552,31.307006
03-088-0033,village,voice,24.288,0,0,0,0,0,52.392769,31.216079
03-088-0034,village,voice,16.192,12.2133,3.94802,2.98232,4.57288,4.7149,52.475352,31.275062
03-088-0035,village,voice,44.528,5.14237,1.6623,1.2557,1.9254,1.98519,52.350014,31.428593
03-088-0036,village,voice,12.144,2.44842,0.791466,0.59787,0.916734,0.945204,52.136725,31.528549
03-088-0038,village,voice,52.624,11.8882,3.84293,2.90294,4.45117,4.5894,52.226618,31.379725
03-088-0039,village,voice,0,3.83517,1.23974,0.936495,1.43596,1.48055,52.236993,31.327937
03-089-0001,town_below100,voice,58.89,29.3981,9.62592,6.43896,11.1218,8.4552,51.804039,29.15272
03-089-0002,town_below100,voice,153.114,30.3771,9.94649,6.65339,11.4922,8.73678,51.816256,29.154472
03-089-0003,town_below100,voice,39.26,5.90583,1.93377,1.29353,2.23429,1.69858,51.815143,29.147753
03-089-0004,town_below100,voice,113.854,65.5499,21.4633,14.3572,24.7988,18.8529,51.813105,29.168908
03-089-0005,town_below100,voice,78.52,16.7909,5.4979,3.67765,6.35231,4.82924,51.811574,29.178817
03-089-0006,town_below100,voice,113.854,40.6538,13.3114,8.90426,15.3801,11.6925,51.808906,29.172951
03-089-0007,town_below100,voice,23.556,4.29038,1.40482,0.939708,1.62313,1.23396,51.848297,29.148031
03-089-0008,town_below100,voice,35.334,1.45634,0.476856,0.318978,0.550962,0.41886,51.816161,29.136668
03-089-0009,town_below100,voice,78.52,42.9319,14.0573,9.40322,16.2419,12.3477,51.805799,29.15926
03-089-0010,village,voice,24.288,17.6807,5.7154,4.31739,6.62,6.82559,51.790638,29.20043
03-089-0011,village,voice,0,5.11356,1.65299,1.24866,1.91461,1.97407,51.845281,29.248247
03-089-0012,village,voice,16.192,8.37812,2.70828,2.04582,3.13692,3.23434,51.764676,29.192687
03-089-0013,village,voice,12.144,7.56198,2.44445,1.84653,2.83135,2.91928,51.740674,28.932256
03-089-0014,village,voice,20.24,4.0807,1.31911,0.99645,1.52789,1.57534,51.825492,28.966742
03-089-0015,village,voice,4.048,0.81614,0.263822,0.19929,0.305578,0.315068,51.685306,29.154562
03-089-0016,village,voice,12.144,12.6755,4.09744,3.09519,4.74596,4.89335,51.831971,29.048166
03-089-0017,village,voice,4.048,0.81614,0.263822,0.19929,0.305578,0.315068,51.757759,29.106161
03-089-0018,village,voice,16.192,5.82134,1.88178,1.42149,2.17962,2.24731,51.630573,28.829579
03-089-0019,village,voice,16.192,10.9349,3.53477,2.67015,4.09423,4.22138,51.674187,28.775787
03-089-0021,village,voice,8.096,1.63228,0.527644,0.39858,0.611156,0.630136,51.51271,28.76499
03-089-0022,village,voice,0,1.27839,0.413247,0.312165,0.478653,0.493518,51.773109,28.832004
03-089-0023,village,voice,4.048,4.65131,1.50356,1.13579,1.74154,1.79562,51.774012,28.781573
03-089-0024,village,voice,28.336,22.3321,7.21897,5.45318,8.36154,8.62121,51.760379,28.713974
03-090-0001,town_below100,voice,15.704,10.3291,3.3821,2.26235,3.90769,2.97076,52.220318,27.882566
03-090-0002,town_below100,voice,137.41,20.048,6.56439,4.39105,7.58453,5.76602,52.214889,27.861509
03-090-0003,town_below100,voice,160.966,25.5832,8.3768,5.6034,9.6786,7.358,52.216588,27.855005
03-090-0004,town_below100,voice,141.336,22.0079,7.20612,4.82031,8.32599,6.3297,52.215562,27.844028
03-090-0005,town_below100,voice,31.408,10.6997,3.50346,2.34353,4.04791,3.07736,52.205397,27.814976
03-090-0006,town_below100,voice,117.78,52.5721,17.2139,11.5147,19.889,15.1203,52.225167,27.854781
03-090-0007,town_below100,voice,141.336,12.0494,3.94538,2.63914,4.55852,3.46554,52.203117,27.857
03-090-0008,town_below100,voice,7.852,0.18532,0.06068,0.04059,0.07011,0.0533,52.220138,27.860083
03-090-0009,town_below100,voice,102.076,22.3261,7.31031,4.89001,8.44637,6.42122,52.225167,27.854781
03-090-0010,town_below100,voice,204.152,60.8347,19.9193,13.3244,23.0149,17.4967,52.206109,27.872145
03-090-0011,town_below100,voice,204.152,44.6522,14.6206,9.78001,16.8927,12.8424,52.203018,27.865668
03-090-0012,town_below100,voice,251.264,51.9881,17.0227,11.3868,19.6681,14.9523,52.206109,27.872145
03-090-0013,town_below100,voice,102.076,3.65397,1.19643,0.800316,1.38236,1.05092,52.227093,27.865408
03-090-0014,town_below100,voice,11.778,12.1037,3.96314,2.65102,4.57904,3.48114,52.195599,27.847253
03-090-0015,town_below100,voice,109.928,27.4906,9.00136,6.02118,10.4002,7.9066,52.07181,27.730328
03-090-0016,town_below100,voice,113.854,25.7161,8.42031,5.63251,9.72887,7.39622,52.066993,27.75319
03-090-0017,village,voice,48.576,20.0208,6.47184,4.8888,7.49616,7.72896,52.087473,27.639068
03-090-0018,village,voice,8.096,5.46745,1.76739,1.33508,2.04712,2.11069,52.076061,27.709846
