id,town,area,latitude,longitude,region
02-069-0002,Dokshytsy,town_below100,54.895641,27.74736,2
02-069-0003,Dokshytsy,town_below100,54.887548,27.762164,2
02-069-0004,Dokshytsy,town_below100,54.895352,27.766548,2
02-069-0005,Begoml,village,54.731201,28.061663,2
02-069-0006,Begoml,village,54.732688,28.052742,2
02-069-0007,Замосточье,village,54.646411,27.970079,2
02-069-0008,Прудники,village,54.822615,27.929143,2
02-069-0009,Bierazino,village,54.902372,28.194829,2
02-069-0010,Глинное,village,54.892561,28.004233,2
02-069-0011,Берёзки,village,54.700773,27.812982,2
02-069-0012,Петровичи,village,54.974189,27.680319,2
02-069-0013,Барсуки,village,54.922912,27.705238,2
02-069-0014,Докшицкий сельский Совет,village,54.870357,27.806074,2
02-069-0015,Крипули,village,54.786202,27.63375,2
02-069-0016,Крулевщина,village,55.023501,27.787349,2
02-069-0017,Крулевщина,village,55.031288,27.782664,2
02-069-0018,Литовцы,village,54.985121,27.745195,2
02-069-0019,Parafjanava,village,54.876926,27.620886,2
02-069-0020,Порплище,village,54.964478,27.654753,2
02-069-0021,Ситцы,village,54.919243,27.537531,2
02-069-0022,Торгуны,village,54.924557,27.844172,2
02-069-0023,Тумиловичи,village,54.938741,27.95073,2
02-070-0001,Dubrowna,town_below100,54.57196,30.693798,2
02-070-0002,Dubrowna,town_below100,54.571084,30.697724,2
02-070-0003,Dubrowna,town_below100,54.577137,30.675787,2
02-070-0004,Осинторф,village,54.714547,30.657803,2
02-070-0005,Калиновка,village,54.598799,30.993557,2
02-070-0006,Lyady,village,54.601292,31.169187,2
02-070-0007,Добрынь,village,54.445884,30.788984,2
02-070-0008,Зарубы,village,54.521408,30.939497,2
02-070-0009,Сипищево,village,54.472634,30.706698,2
02-070-0010,Станиславово,village,54.538278,30.679874,2
02-070-0011,Боброво,village,54.615506,30.824279,2
02-070-0012,Еремеевщина,village,54.560158,30.775922,2
02-070-0013,Котовщина,village,54.639763,31.198705,2
02-070-0014,Буда,village,54.66037,30.660992,2
02-071-0001,Lyepyel,town_below100,54.886176,28.697749,2
02-071-0002,Lyepyel,town_below100,54.88599,28.692424,2
02-071-0003,Lyepyel,town_below100,54.883607,28.684824,2
02-071-0004,Lyepyel,town_below100,54.884906,28.716479,2
02-071-0005,Lyepyel,town_below100,54.869927,28.672221,2
02-071-0006,Lyepyel,town_below100,54.882323,28.702584,2
02-071-0007,Lyepyel,town_below100,54.894694,28.714549,2
02-071-0008,Lyepyel,town_below100,54.887434,28.700787,2
02-071-0009,Новые Волосовичи,village,54.757254,28.842029,2
02-071-0010,Малый Полсвиж,village,54.855325,28.735848,2
02-071-0011,Старое Лядно,village,54.932322,28.757605,2
02-071-0012,Горки,village,54.87662,28.867353,2
02-071-0013,Горский сельский Совет,village,54.882812,28.925363,2
02-071-0014,Слобода,village,54.761612,28.659159,2
02-071-0015,Домжерицы,village,54.747319,28.31541,2
02-071-0016,Стаи,village,54.888833,28.621628,2
02-071-0017,Юрковщина,village,54.951291,28.672373,2
02-071-0018,Камень,village,55.018773,28.885454,2
02-071-0019,Боброво,village,55.013859,28.991437,2
02-071-0020,Боровка,village,54.956906,28.796743,2
02-072-0001,Велешковичи,village,55.13498,30.779066,2
02-072-0002,Михалиново,village,55.097404,30.775222,2
02-072-0003,Ковали,village,55.221363,30.854588,2
02-072-0004,Надёжино,village,55.15018,30.924288,2
02-072-0005,Яськовщина,village,55.09999,30.921925,2
02-072-0006,Конашково,village,55.076793,30.632174,2
02-072-0007,Добромысли,village,54.930476,30.669517,2
02-072-0008,Перемонт,village,54.936171,30.6588,2
02-072-0009,Барсеево,village,54.861228,30.706509,2
02-072-0010,Зубки,village,55.006347,30.769634,2
02-072-0011,Адаменки,village,55.042076,30.786729,2
02-072-0012,Пушки,village,54.97949,30.818044,2
02-072-0013,Крынки,village,55.024683,30.433907,2
02-072-0014,Новое Село,village,55.026114,30.579645,2
02-072-0015,Высочаны,village,54.987033,30.44209,2
02-072-0016,Babinavichy,village,54.834315,30.565276,2
02-072-0017,Liozna,town_below100,55.010855,30.793844,2
02-072-0018,Liozna,town_below100,55.03185,30.79874,2
02-072-0019,Liozna,town_below100,55.025911,30.794023,2
02-072-0020,Liozna,town_below100,55.025536,30.802456,2
02-073-0001,Miory,town_below100,55.623263,27.616068,2
02-073-0002,Miory,town_below100,55.6233,27.616062,2
02-073-0003,Miory,town_below100,55.615171,27.638871,2
02-073-0004,Dzisna,town_below100,55.553233,28.213065,2
02-073-0005,Слобода,village,55.782106,27.918804,2
02-073-0006,Узмёны,village,55.738794,27.919307,2
02-073-0007,Шатравки,village,55.490476,28.13545,2
02-073-0008,Цветино,village,55.484648,28.19712,2
02-073-0009,Миорский сельский Совет,village,55.599163,27.866576,2
02-073-0010,Черессы,village,55.623463,27.7084,2
02-073-0011,Николаёво,village,55.541199,28.107845,2
02-073-0012,Новый Погост,village,55.496307,27.476231,2
02-073-0013,Чепуки,village,55.568018,27.545841,2
02-073-0014,Заболотье,village,55.675179,27.448015,2
02-073-0015,Перебродье,village,55.626004,27.393792,2
02-073-0016,Идолта,village,55.720367,27.563502,2
02-073-0017,Повятский сельский Совет,village,55.704986,27.638161,2
02-073-0018,Демские,village,55.750484,27.715407,2
02-073-0019,Турково,village,55.619721,28.035764,2
02-073-0020,Язно,village,55.417424,28.163612,2
02-074-0001,Navapolack,town_over100,55.53857,28.628491,2
02-074-0002,Navapolack,town_over100,55.541407,28.631769,2
02-074-0003,Navapolack,town_over100,55.54026,28.630878,2
02-074-0004,Navapolack,town_over100,55.536701,28.631132,2
02-074-0005,Navapolack,town_over100,55.536043,28.637932,2
02-074-0006,Navapolack,town_over100,55.534377,28.646906,2
02-074-0007,Navapolack,town_over100,55.534377,28.646906,2
02-074-0008,Navapolack,town_over100,55.531331,28.645927,2
02-074-0009,Navapolack,town_over100,55.530342,28.650194,2
02-074-0010,Navapolack,town_over100,55.534867,28.659177,2
02-074-0011,Navapolack,town_over100,55.53212,28.665753,2
02-074-0012,Navapolack,town_over100,55.53212,28.665753,2
02-074-0013,Navapolack,town_over100,55.531331,28.67108,2
02-074-0014,Navapolack,town_over100,55.528686,28.65862,2
02-074-0015,Navapolack,town_over100,55.527784,28.666238,2
02-074-0016,Navapolack,town_over100,55.527784,28.666238,2
02-074-0017,Navapolack,town_over100,55.523647,28.667046,2
02-074-0018,Navapolack,town_over100,55.522444,28.669472,2
02-074-0019,Navapolack,town_over100,55.522444,28.669472,2
02-074-0020,Navapolack,town_over100,55.523142,28.676353,2
02-074-0021,Navapolack,town_over100,55.528513,28.673586,2
02-074-0022,Navapolack,town_over100,55.525537,28.681141,2
02-074-0023,Navapolack,town_over100,55.524676,28.678518,2
02-074-0024,Navapolack,town_over100,55.51905,28.689917,2
02-074-0025,Navapolack,town_over100,55.51905,28.689917,2
02-074-0026,Navapolack,town_over100,55.516491,28.693951,2
02-074-0027,Navapolack,town_over100,55.516491,28.693951,2
02-074-0028,Navapolack,town_over100,55.516491,28.693951,2
02-074-0029,Navapolack,town_over100,55.507509,28.69352,2
02-074-0030,Navapolack,town_over100,55.507509,28.69352,2
02-074-0031,Navapolack,town_over100,55.507509,28.69352,2
02-074-0032,Navapolack,town_over100,55.512816,28.700994,2
02-074-0033,Navapolack,town_over100,55.507234,28.703383,2
02-074-0034,Navapolack,town_over100,55.587433,28.597786,2
02-074-0035,Navapolack,town_over100,55.587433,28.597786,2
02-075-0001,Orsha,town_over100,54.515814,30.4056,2
02-075-0002,Orsha,town_over100,54.509748,30.428517,2
02-075-0003,Orsha,town_over100,54.513621,30.433601,2
02-075-0004,Orsha,town_over100,54.519934,30.438542,2
02-075-0005,Orsha,town_over100,54.533367,30.444983,2
02-075-0006,Orsha,town_over100,54.535211,30.446654,2
02-075-0007,Orsha,town_over100,54.526309,30.438237,2
02-075-0008,Orsha,town_over100,54.518732,30.430394,2
02-075-0009,Orsha,town_over100,54.514786,30.430287,2
02-075-0010,Orsha,town_over100,54.529987,30.440653,2
02-075-0011,Orsha,town_over100,54.489796,30.431077,2
02-075-0012,Orsha,town_over100,54.515424,30.429712,2
02-075-0013,Orsha,town_over100,54.513527,30.426244,2
02-075-0014,Orsha,town_over100,54.49937,30.436404,2
02-075-0015,Orsha,town_over100,54.55938,30.44925,2
02-075-0016,Orsha,town_over100,54.503914,30.443088,2
02-075-0017,Orsha,town_over100,54.514457,30.416219,2
02-075-0018,Orsha,town_over100,54.509085,30.414773,2
02-075-0019,Orsha,town_over100,54.510924,30.414449,2
02-075-0020,Orsha,town_over100,54.50487,30.414692,2
02-075-0021,Orsha,town_over100,54.50017,30.403589,2
02-075-0022,Orsha,town_over100,54.499271,30.402124,2
02-075-0023,Orsha,town_over100,54.487955,30.398486,2
02-075-0024,Orsha,town_over100,54.493467,30.401469,2
02-075-0025,Orsha,town_over100,54.545689,30.430143,2
02-075-0026,Orsha,town_over100,54.487495,30.376864,2
02-075-0027,Orsha,town_over100,54.514206,30.436135,2
02-075-0028,Orsha,town_over100,54.493488,30.427789,2
02-075-0029,Orsha,town_over100,54.493488,30.427789,2
02-075-0030,Orsha,town_over100,54.492353,30.400723,2
02-075-0031,Orsha,town_over100,54.494382,30.402852,2
02-075-0032,Orsha,town_over100,54.524856,30.430556,2
02-075-0033,Orsha,town_over100,54.512014,30.414645,2
02-075-0034,Orsha,town_over100,54.511912,30.421357,2
02-075-0035,Orsha,town_over100,54.488609,30.423369,2
02-075-0036,Orsha,town_over100,54.488264,30.439377,2
02-075-0037,Orsha,town_over100,54.502565,30.394327,2
02-075-0038,Orsha,town_over100,54.512106,30.395824,2
02-075-0039,Orsha,town_over100,54.48444,30.410119,2
02-075-0040,Orsha,town_over100,54.48444,30.410119,2
02-075-0041,Orsha,town_over100,54.485716,30.411027,2
02-075-0042,Orsha,town_over100,54.523226,30.368438,2
02-075-0043,Orsha,town_over100,54.512032,30.395845,2
02-075-0044,Orsha,town_over100,54.510782,30.398854,2
02-075-0045,Orsha,town_over100,54.518365,30.372916,2
02-075-0046,Orsha,town_over100,54.516903,30.371824,2
02-075-0047,Orsha,town_over100,54.511864,30.358727,2
02-075-0048,Orsha,town_over100,54.511655,30.381337,2
02-075-0049,Orsha,town_over100,54.503867,30.370081,2
02-075-0050,Orsha,town_over100,54.500228,30.359185,2
02-075-0051,Orsha,town_over100,54.504395,30.370971,2
02-075-0052,Baran,town_below100,54.485434,30.3208,2
02-075-0053,Baran,town_below100,54.481799,30.310927,2
02-075-0054,Baran,town_below100,54.480094,30.312356,2
02-075-0055,Baran,town_below100,54.483253,30.32451,2
02-075-0056,Baran,town_below100,54.475196,30.316323,2
02-075-0057,Baran,town_below100,54.479691,30.308942,2
02-075-0058,Orsha,town_over100,54.51223,30.374744,2
02-075-0059,Orsha,town_over100,54.51223,30.374744,2
02-075-0060,Smoliani,village,54.602126,30.068131,2
02-075-0061,Smoliani,village,54.603216,30.044271,2
02-075-0062,Понизовье,village,54.550144,30.1404,2
02-075-0063,Andrejeŭščyna,village,54.568312,30.453553,2
02-075-0064,Митьковщина,village,54.576376,30.51984,2
02-075-0065,Высокое,village,54.638158,30.432218,2
02-075-0066,Высоковский сельский Совет,village,54.638721,30.44148,2
02-075-0067,Малое Бабино,village,54.680764,30.419875,2
02-075-0068,Обухово,village,54.615991,30.40517,2
02-075-0069,Клюковка,village,54.742341,30.402412,2
02-075-0070,Orehovsk,village,54.697166,30.500662,2
02-075-0071,Orehovsk,village,54.672487,30.48989,2
02-075-0072,Крапивно,village,54.519474,30.586683,2
02-075-0073,Larynaŭka,village,54.525567,30.467971,2
02-075-0074,Бабиничи,village,54.426729,30.441524,2
02-075-0075,Бабиничи,village,54.432773,30.446052,2
02-075-0076,Бабиничский сельский Совет,village,54.411159,30.441435,2
02-075-0077,Борздовка,village,54.419244,30.650553,2
02-075-0078,Пугляи,village,54.426341,30.532039,2
02-075-0079,Браздетчино,village,54.449889,30.636387,2
02-075-0080,Яковлевичи,village,54.324863,30.514836,2
02-075-0081,Козловичи 2,village,54.356949,30.559303,2
02-075-0082,Магеровка,village,54.363517,30.468995,2
02-075-0083,Зубово,village,54.356288,30.404226,2
02-075-0084,Kopys,village,54.320751,30.286583,2
02-075-0085,Зубревичи,village,54.403697,30.212068,2
02-075-0086,Мезеново,village,54.460394,30.151997,2
02-075-0087,Белево,village,54.451622,30.232594,2
02-075-0088,Устье,village,54.435915,30.380942,2
02-075-0089,Заболотье,village,54.53076,30.303885,2
02-075-0090,Заслоновка,village,54.52157,30.289017,2
02-075-0091,Старь,village,54.560393,30.227034,2
02-075-0092,Дачная,village,54.497075,30.342755,2
02-075-0093,Piščalava,village,54.561991,30.384949,2
02-075-0094,Задровье,village,54.504828,30.121778,2
02-075-0095,Межево,village,54.626579,30.307649,2
02-075-0096,Юрцево,village,54.609521,30.365186,2
02-075-0097,Юрцево,village,54.604238,30.372076,2
02-075-0098,Стайки,village,54.683424,30.317027,2
02-075-0099,Заполье,village,54.623123,30.163433,2
02-076-0001,Polack,town_below100,55.485642,28.787465,2
02-076-0002,Polack,town_below100,55.484576,28.784214,2
02-076-0003,Polack,town_below100,55.487331,28.77771,2
02-076-0004,Polack,town_below100,55.498852,28.748613,2
02-076-0005,Polack,town_below100,55.488856,28.773676,2
02-076-0006,Polack,town_below100,55.486953,28.774503,2
02-076-0007,Polack,town_below100,55.495741,28.756519,2
02-076-0008,Polack,town_below100,55.498852,28.748613,2
02-076-0009,Polack,town_below100,55.495124,28.756545,2
02-076-0010,Polack,town_below100,55.495124,28.756545,2
02-076-0011,Polack,town_below100,55.493696,28.767155,2
02-076-0012,Polack,town_below100,55.502936,28.775733,2
02-076-0013,Polack,town_below100,55.51226,28.769454,2
02-076-0014,Polack,town_below100,55.51226,28.769454,2
02-076-0015,Polack,town_below100,55.537062,28.798416,2
02-076-0016,Polack,town_below100,55.495246,28.785283,2
02-076-0017,Polack,town_below100,55.495068,28.80607,2
02-076-0018,Polack,town_below100,55.49621,28.814424,2
02-076-0019,Polack,town_below100,55.491467,28.818206,2
02-076-0020,Polack,town_below100,55.478291,28.829758,2
02-076-0021,Polack,town_below100,55.476199,28.793601,2
02-076-0022,Polack,town_below100,55.477577,28.774404,2
02-076-0023,Polack,town_below100,55.473628,28.766104,2
02-076-0024,Polack,town_below100,55.473628,28.766104,2
02-076-0025,Polack,town_below100,55.469938,28.764352,2
02-076-0026,Polack,town_below100,55.467918,28.761172,2
02-076-0027,Polack,town_below100,55.467918,28.761172,2
02-076-0028,Polack,town_below100,55.469469,28.758109,2
02-076-0029,Polack,town_below100,55.469469,28.758109,2
02-076-0030,Polack,town_below100,55.498852,28.748613,2
02-076-0031,Экиманский сельский Совет,village,55.476169,28.742083,2
02-076-0032,Азино,village,55.623717,28.643969,2
02-076-0033,Бабыничи,village,55.286732,28.415213,2
02-076-0034,Кушлики,village,55.566063,28.392836,2
02-076-0035,Ветрино,village,55.41375,28.486952,2
02-076-0036,Ветрино,village,55.408639,28.442836,2
02-076-0037,Ветрино,village,55.416468,28.470576,2
02-076-0038,Близница,village,55.317809,28.599736,2
02-076-0039,Гомель,village,55.291341,28.754659,2
02-076-0040,Заозерье,village,55.394822,28.829075,2
02-076-0041,Горяны,village,55.422099,29.03753,2
02-076-0042,Новые Горяны,village,55.404136,29.039209,2
02-076-0043,Зелёнка,village,55.649053,28.838328,2
02-076-0044,Малое Ситно,village,55.693175,29.354338,2
02-076-0045,Островщина,village,55.505424,28.396995,2
02-076-0046,Полота,village,55.607382,29.105712,2
02-076-0047,Захарничи,village,55.544632,28.855046,2
02-076-0048,Солоники,village,55.484255,28.862142,2
02-076-0049,Богатырская,village,55.500387,28.853249,2
02-076-0050,Фариново,village,55.429042,28.58662,2
02-076-0051,Черноручье 1,village,55.454376,28.756258,2
02-077-0001,Pastavy,town_below100,55.127538,26.829776,2
02-077-0002,Pastavy,town_below100,55.110213,26.862196,2
02-077-0003,Pastavy,town_below100,55.11338,26.83866,2
02-077-0004,Pastavy,town_below100,55.121345,26.813849,2
02-077-0005,Pastavy,town_below100,55.116274,26.826973,2
02-077-0006,Pastavy,town_below100,55.10822,26.849566,2
02-077-0007,Pastavy,town_below100,55.099572,26.836971,2
02-077-0008,Pastavy,town_below100,55.118441,26.880109,2
02-077-0009,Волки,village,55.078489,27.424488,2
02-077-0010,Ляховщина,village,55.136684,27.33586,2
02-077-0011,Дуниловичи,village,55.074077,27.238698,2
02-077-0012,Вереньки,village,54.99303,26.748964,2
02-077-0013,Камаи,village,55.061452,26.610095,2
02-077-0014,Курополье,village,55.223971,26.869014,2
02-077-0015,Андроны,village,55.232638,26.979354,2
02-077-0016,Лынтупы,village,55.050143,26.305932,2
02-077-0017,Полесье,village,55.10001,26.38237,2
02-077-0018,Новосёлки,village,55.144176,27.009718,2
02-077-0019,Воропаево,town_below100,55.145879,27.2075,2
02-077-0020,Pastavy,town_below100,55.119739,26.836172,2
02-077-0021,Воропаевский сельский Совет,village,55.202902,27.204499,2
02-077-0022,Старый Двор,village,55.146049,27.093521,2
02-077-0023,Козловщина,village,55.188411,27.355129,2
02-077-0024,Париж,village,55.156616,27.384773,2
02-077-0025,Груздово,village,55.014701,27.009978,2
02-077-0026,Юньки,village,55.115903,26.926372,2
02-077-0027,Хотилы,village,55.143569,26.803303,2
02-077-0028,Ярево,village,55.143286,26.691229,2
02-078-0001,Rasony,town_below100,55.903625,28.814505,2
02-078-0002,Rasony,town_below100,55.914035,28.803509,2
02-078-0003,Rasony,town_below100,55.902469,28.816939,2
02-078-0004,Rasony,town_below100,55.899613,28.827566,2
02-078-0005,Дворище,village,55.940099,28.907328,2
02-078-0006,Горбачево,village,55.958653,29.050196,2
02-078-0007,Клястицы,village,55.882055,28.598801,2
02-078-0008,Краснополье,village,55.813258,29.266277,2
02-078-0009,Соколище,village,55.776649,28.603086,2
02-078-0010,Селявщина,village,55.818129,28.797365,2
02-079-0001,Sianno,town_below100,54.802464,29.691431,2
02-079-0002,Sianno,town_below100,54.810678,29.691018,2
02-079-0003,Sianno,town_below100,54.813635,29.705912,2
02-079-0004,Sianno,town_below100,54.812011,29.706199,2
02-079-0005,Bahušeŭsk,village,54.840625,30.220027,2
02-079-0006,Bahušeŭsk,village,54.844326,30.210999,2
02-079-0007,Пламя,village,54.685233,29.630355,2
02-079-0008,Богданово,village,54.858808,29.65337,2
02-079-0009,Bahušeŭsk,village,54.853465,30.20639,2
02-079-0010,Цыпки,village,54.826359,30.178615,2
02-079-0011,Коковчино,village,54.690288,30.086941,2
02-079-0012,Яново,village,54.760096,30.098278,2
02-079-0013,Мошканы,village,54.957361,30.045987,2
02-079-0014,Новая Оболь,village,54.836777,29.997972,2
02-079-0015,Немойта,village,54.745386,29.76989,2
02-079-0016,Синегорское,village,54.848872,29.785152,2
02-079-0017,Студёнка,village,54.820223,29.881084,2
02-079-0018,Белая Липа,village,54.913831,29.74003,2
02-079-0019,Ходцы,village,54.967605,29.832296,2
02-080-0001,Talachyn,town_below100,54.405877,29.69957,2
02-080-0002,Talachyn,town_below100,54.40889,29.692788,2
02-080-0003,Talachyn,town_below100,54.409011,29.696255,2
02-080-0004,Talachyn,town_below100,54.403016,29.720429,2
02-080-0005,Talachyn,town_below100,54.397743,29.749795,2
02-080-0006,Райцы,village,54.418217,29.659882,2
02-080-0007,Озерцы,village,54.42181,29.769207,2
02-080-0008,Заднево,village,54.451104,29.809838,2
02-080-0009,Drutsk,village,54.339836,29.760485,2
02-080-0010,Усвиж-Бук,village,54.488258,29.703298,2
02-080-0011,Серковицы,village,54.551841,29.730813,2
02-080-0012,Воронцевичи,village,54.369382,29.905212,2
02-080-0013,Жукнево,village,54.371648,30.006291,2
02-080-0014,Глинники,village,54.30046,29.440541,2
02-080-0015,Ламинщина,village,54.348957,29.528279,2
02-080-0016,Мешково,village,54.481637,29.622396,2
02-080-0017,Высокий Городец,village,54.608462,29.551474,2
02-080-0018,Kochanava,village,54.460871,29.999014,2
02-080-0019,Kochanava,village,54.453962,30.005779,2
02-080-0020,Kochanava,village,54.460876,29.989995,2
02-080-0021,Звенячи,village,54.473816,30.03563,2
02-080-0022,Горщевщина,village,54.561009,29.969352,2
02-080-0023,Клебань,village,54.596337,29.818956,2
02-081-0001,Ushachy,town_below100,55.179822,28.616902,2
02-081-0002,Ushachy,town_below100,55.176013,28.620082,2
02-081-0003,Ushachy,town_below100,55.179668,28.611135,2
02-081-0004,Великие Дольцы,village,55.062674,28.43361,2
02-081-0005,Веркуды,village,55.203894,28.922213,2
02-081-0006,Глыбочка,village,55.272821,28.969491,2
02-081-0007,Ильюшино,village,55.101767,28.563947,2
02-081-0008,Кубличи,village,55.15981,28.342296,2
02-081-0009,Ореховно,village,55.203293,28.67806,2
02-081-0010,Сорочино,village,55.200246,28.754982,2
02-081-0011,Двор Плино,village,55.207814,28.526559,2
02-081-0012,Граденец,village,55.17811,28.638938,2
02-082-0001,Chashniki,town_below100,54.861622,29.160033,2
02-082-0002,Chashniki,town_below100,54.859699,29.164695,2
02-082-0003,Chashniki,town_below100,54.853262,29.164812,2
02-082-0004,Chashniki,town_below100,54.841833,29.196091,2
02-082-0005,Іvansk,village,54.935628,29.149675,2
02-082-0006,Большая Ведрень,village,54.905431,29.280829,2
02-082-0007,Alshanka,village,54.857714,29.235635,2
02-082-0008,Čyrvonaja Ranіca,village,54.810885,29.151436,2
02-082-0009,Круглица,village,54.778409,29.314139,2
02-082-0010,Замочек,village,54.707026,29.31881,2
02-082-0011,Čareja,village,54.610126,29.279625,2
02-082-0012,Lukomĺ,village,54.708862,29.151876,2
02-082-0013,Novaja Zara,village,54.698125,29.002459,2
02-082-0014,Krasnalukі,village,54.620574,28.830656,2
02-082-0015,Proziemlia,village,54.862337,29.105469,2
02-082-0016,Тяпино,village,54.834263,29.062601,2
02-082-0017,Novalukoml,town_below100,54.657855,29.147744,2
02-082-0018,Novalukoml,town_below100,54.657141,29.139578,2
02-082-0019,Novalukoml,town_below100,54.652339,29.137386,2
02-082-0020,Novalukoml,town_below100,54.652339,29.137386,2
02-082-0021,Novalukoml,town_below100,54.653751,29.139551,2
02-083-0001,Sharkaushchyna,town_below100,55.361764,27.465415,2
02-083-0002,Sharkaushchyna,town_below100,55.374713,27.464005,2
02-083-0003,Sharkaushchyna,town_below100,55.359389,27.479087,2
02-083-0004,Пялики,village,55.336769,27.388312,2
02-083-0005,Станиславово,village,55.318327,27.302398,2
02-083-0006,Воложинки,village,55.395773,27.376266,2
02-083-0007,Буевщина,village,55.429583,27.282707,2
02-083-0008,Иоды,village,55.45333,27.229993,2
02-083-0009,Бильдюги,village,55.488356,27.381593,2
02-083-0010,Ковшелево,village,55.470444,27.521416,2
02-083-0011,Новоселье,village,55.39111,27.47836,2
02-083-0012,Шишки,village,55.399592,27.6675,2
02-083-0013,Германовичи,village,55.411925,27.731846,2
02-083-0014,Зорька,village,55.463391,27.886931,2
02-083-0015,Столица,village,55.434145,27.794387,2
02-083-0016,Лужки,village,55.34731,27.885575,2
02-083-0017,Лужки,village,55.35183,27.86927,2
02-083-0018,Дворново,village,55.361063,27.956111,2
02-083-0019,Веретеи,village,55.31931,27.812084,2
02-083-0020,Радюки,village,55.325272,27.486723,2
02-084-0001,Shumilina,town_below100,55.301608,29.612335,2
02-084-0002,Shumilina,town_below100,55.296826,29.617365,2
02-084-0003,Shumilina,town_below100,55.292402,29.615721,2
02-084-0004,Shumilina,town_below100,55.290603,29.621569,2
02-084-0005,Shumilina,town_below100,55.294309,29.624049,2
02-084-0006,Shumilina,town_below100,55.290798,29.600315,2
02-084-0007,Светлосельский,village,55.295098,29.632834,2
02-084-0008,Obal,village,55.353105,29.294025,2
02-084-0009,Obal,village,55.3458,29.307985,2
02-084-0010,Obal,village,55.351308,29.309926,2
02-084-0011,Грудиново,village,55.355213,29.220427,2
02-084-0012,Добея,village,55.245702,29.562307,2
02-084-0013,Большие Лежни,village,55.232423,29.493919,2
02-084-0014,Амбросовичи,village,55.196367,29.651366,2
02-084-0015,Кривое Село,village,55.143451,29.57501,2
02-084-0016,Никитиха,village,55.316236,29.432402,2
02-084-0017,Добрино,village,55.324463,29.512954,2
02-084-0018,Мишневичи,village,55.443746,29.587864,2
02-084-0019,Николаево,village,55.244773,29.267157,2
02-084-0020,Кордон,village,55.260649,29.222753,2
02-084-0021,Мишковичи,village,55.18838,29.353395,2
02-084-0022,Shumilina,town_below100,55.290295,29.637002,2
02-084-0023,Язвино,village,55.261921,29.752894,2
02-084-0024,Башни,village,55.222169,29.668335,2
02-084-0025,Сиротино,village,55.369863,29.62704,2
02-084-0026,Слобода,village,55.328888,29.748483,2
02-143-0001,Бабиничи,village,55.261849,30.352331,2
02-143-0002,Ольгово,city,55.226487,30.210307,2
02-143-0003,Полудетки,village,55.317338,30.438973,2
02-143-0004,Витьба,village,55.247103,30.325777,2
02-143-0005,Вороны,village,55.151158,30.392701,2
02-143-0006,Вымно,village,55.258448,30.599933,2
02-143-0007,Задубровье,village,55.351866,30.655764,2
02-143-0008,Зароново,village,55.301531,29.889321,2
02-143-0009,Пестуница,village,55.272595,29.984057,2
02-143-0010,Заполье,village,55.506847,30.777036,2
02-143-0011,Курино,village,55.368845,30.434194,2
02-143-0012,Малые Лётцы,village,55.203735,29.930123,2
02-143-0013,Старое Село,village,55.22602,29.877499,2
02-143-0014,Кировская,city,55.189593,30.117215,2
02-143-0015,Мазолово,village,55.284333,30.147506,2
02-143-0016,Мазоловский сельский Совет,city,55.253799,30.139556,2
02-143-0017,Должа,village,55.357097,30.073961,2
02-143-0018,Сущёво,village,55.349322,30.234867,2
02-143-0019,Новка,city,55.134157,30.150165,2
02-143-0020,Васильки,village,55.135598,29.977374,2
02-143-0021,Сосновка,village,55.085889,30.159588,2
02-143-0022,Октябрьская,city,55.128418,30.259346,2
02-143-0023,Копти,village,55.063122,30.35137,2
02-143-0024,Tulava,city,55.205486,30.28758,2
02-143-0025,Шапечино,village,54.994331,30.313029,2
02-143-0026,Замосточье,village,55.014855,30.180941,2
02-143-0027,Suraž,village,55.407601,30.724673,2
02-143-0028,Шапурово,village,55.385756,30.756348,2
02-143-0029,Yanovichi,village,55.293243,30.702844,2
03-017-0001,Homel,city,52.400485,31.02322,3
03-017-0002,Homel,city,52.402419,31.040665,3
03-017-0003,Homel,city,52.409083,31.038689,3
03-017-0004,Homel,city,52.393522,31.026894,3
03-017-0005,Homel,city,52.396907,31.030397,3
03-017-0006,Homel,city,52.395072,31.031197,3
03-017-0007,Homel,city,52.390313,31.029382,3
03-017-0008,Homel,city,52.389615,31.028798,3
03-017-0009,Homel,city,52.390313,31.029382,3
03-017-0010,Homel,city,52.38303,31.035392,3
03-017-0011,Homel,city,52.382161,31.026435,3
03-017-0012,Homel,city,52.382035,31.020992,3
03-017-0013,Homel,city,52.382035,31.020992,3
03-017-0014,Homel,city,52.375202,31.018809,3
03-017-0015,Homel,city,52.369071,31.021719,3
03-017-0016,Homel,city,52.37325,31.032939,3
03-017-0017,Homel,city,52.372002,31.03205,3
03-017-0018,Homel,city,52.356906,31.020561,3
03-017-0019,Homel,city,52.356906,31.020561,3
03-017-0020,Homel,city,52.358534,31.037718,3
03-017-0021,Homel,city,52.355933,31.035104,3
03-017-0022,Homel,city,52.405896,31.047941,3
03-017-0023,Homel,city,52.404298,31.052208,3
03-017-0024,Homel,city,52.355438,31.038805,3
03-017-0025,Homel,city,52.351164,31.03656,3
03-017-0026,Homel,city,52.358534,31.037718,3
03-017-0027,Homel,city,52.352522,31.049738,3
03-017-0028,Homel,city,52.358534,31.037718,3
03-017-0029,Homel,city,52.356906,31.020561,3
03-017-0030,Homel,city,52.357104,31.022204,3
03-017-0031,Homel,city,52.358622,31.024765,3
03-018-0001,Homel,city,52.441736,30.983864,3
