id,zubr_id,observers,accreditation-reject,let-observer-in-violation,no-let-observer-in,observer-pushed-away,force-beforehand-voting,late-report,home-voting-violation,wrong-voters-number,no-medcine-on-poll-station,non-transparent-counting,observer-limitations,other
01-047-0067,908,0,False,False,False,False,False,False,False,False,False,False,False,False
01-047-0068,909,0,False,False,False,False,False,False,False,False,False,False,False,False
01-047-0069,910,3,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0001,911,2,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0002,912,6,False,False,False,False,False,False,False,False,False,True,False,False
01-010-0003,913,2,False,False,True,False,False,True,False,False,True,True,False,False
01-010-0004,914,1,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0005,915,3,False,False,True,False,True,True,False,False,False,False,False,False
01-010-0006,916,3,False,False,True,False,False,False,False,False,False,False,False,True
01-010-0007,917,5,False,False,True,False,False,False,False,False,True,False,False,True
01-010-0008,918,1,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0009,919,0,False,False,False,False,False,False,False,False,True,False,False,True
01-010-0010,920,2,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0011,921,1,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0012,922,3,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0013,923,2,False,False,True,False,False,False,False,True,False,False,True,True
01-010-0014,924,3,False,False,True,False,False,False,False,False,False,True,True,False
01-010-0015,925,2,False,False,True,False,False,False,False,False,False,False,False,True
01-010-0016,926,3,False,False,False,False,False,False,False,False,False,False,False,True
01-010-0017,927,3,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0018,928,1,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0019,929,1,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0020,930,2,False,False,True,False,False,False,False,False,True,True,False,False
01-010-0021,931,1,False,False,False,False,False,False,False,True,False,False,True,True
01-010-0022,932,1,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0023,933,0,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0024,934,0,False,False,False,False,False,True,False,False,False,False,False,False
01-010-0025,935,3,False,True,True,False,False,False,False,False,False,False,False,True
01-010-0026,936,2,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0027,937,1,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0028,938,2,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0029,939,5,True,False,True,False,False,True,False,True,True,True,True,True
01-010-0030,940,3,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0031,941,2,False,False,False,False,False,False,False,True,False,False,True,True
01-010-0032,942,2,False,False,True,False,False,False,False,False,False,False,False,False
01-010-0033,943,3,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0034,944,5,False,True,False,False,False,False,False,False,True,False,False,False
01-010-0035,945,1,True,True,False,True,False,False,False,True,False,False,True,True
01-010-0036,946,4,False,False,True,False,False,False,False,False,False,True,False,False
01-010-0037,947,0,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0038,948,0,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0039,949,1,False,False,False,False,False,False,False,False,False,False,False,False
01-010-0040,950,0,False,False,False,False,False,False,False,False,False,False,False,True
01-010-0041,951,3,False,False,False,False,False,False,False,True,False,False,False,True
01-010-0042,952,3,False,False,True,False,False,False,False,False,False,True,False,False
01-010-0043,953,0,False,False,True,False,False,False,False,False,False,False,False,False
01-010-0044,954,2,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0001,955,1,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0002,956,1,False,False,True,False,False,True,False,True,True,False,True,True
01-011-0003,957,1,False,False,True,False,False,False,False,False,True,False,True,True
01-011-0004,958,3,False,False,True,False,False,False,False,False,True,False,False,True
01-011-0005,959,2,False,False,True,False,False,False,False,True,True,False,False,True
01-011-0006,960,1,False,False,True,False,False,False,False,False,False,False,True,True
01-011-0007,961,3,False,False,True,False,False,False,False,False,False,False,False,False
01-011-0008,962,2,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0009,963,0,False,False,True,False,False,False,False,False,False,False,False,False
01-011-0010,964,4,False,False,True,True,False,True,False,False,False,False,False,True
01-011-0011,965,0,False,False,False,False,False,False,False,True,False,False,False,True
01-011-0012,966,2,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0013,967,1,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0014,968,3,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0015,969,2,False,False,True,False,False,False,False,False,False,False,False,False
01-011-0016,970,3,False,False,True,False,False,True,False,True,False,False,False,True
01-011-0017,971,1,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0018,972,2,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0019,973,2,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0020,974,1,False,False,True,True,False,False,False,True,False,False,True,False
01-011-0021,975,2,False,False,False,False,False,True,False,False,False,False,False,False
01-011-0022,976,1,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0023,977,0,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0024,978,0,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0025,979,1,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0026,980,2,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0027,981,3,False,False,True,False,False,False,False,False,False,False,False,False
01-011-0028,982,0,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0029,983,1,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0030,984,2,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0031,985,4,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0032,986,0,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0033,987,1,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0034,988,1,False,False,True,True,False,False,False,True,False,False,True,True
01-011-0035,989,2,False,False,True,False,False,False,False,False,False,False,False,False
01-011-0036,990,2,False,False,False,False,False,False,False,False,False,False,True,False
01-011-0037,991,1,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0038,992,2,False,True,True,False,False,False,False,False,False,False,False,False
01-011-0039,993,2,False,False,False,False,False,False,False,False,False,False,False,True
01-011-0040,994,2,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0041,995,3,False,False,True,False,False,True,False,True,True,False,True,True
01-011-0042,996,2,False,False,True,False,False,False,False,True,False,False,False,True
01-011-0043,997,3,False,False,True,False,False,False,False,False,False,False,False,False
01-011-0044,998,2,False,False,False,False,False,True,False,False,False,False,False,False
01-011-0045,999,2,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0046,1000,3,False,False,True,True,False,False,False,False,False,False,False,False
01-011-0047,1001,3,False,False,False,False,False,False,False,False,False,False,False,True
01-011-0048,1002,3,False,False,False,False,False,False,False,True,False,False,False,False
01-011-0049,1003,2,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0050,1004,0,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0051,1005,0,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0052,1006,0,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0053,1007,0,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0054,1008,0,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0055,1009,0,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0056,1010,3,False,False,True,False,False,False,False,False,False,False,False,True
01-011-0057,1011,1,False,False,True,False,False,False,False,False,True,False,False,True
01-011-0058,1012,3,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0059,1013,1,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0060,1014,3,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0061,1015,2,False,False,True,False,False,False,False,False,False,False,False,False
01-011-0062,1016,1,False,False,False,False,False,False,True,True,False,True,True,True
01-011-0063,1017,1,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0064,1018,2,True,False,True,True,False,True,False,True,True,True,True,True
01-011-0065,1019,2,False,False,True,False,False,False,False,False,False,False,False,False
01-011-0066,1020,1,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0067,1021,0,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0068,1022,1,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0069,1023,0,False,False,True,False,False,False,False,True,True,False,False,False
01-011-0070,1024,0,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0071,1025,1,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0072,1026,3,False,False,False,False,False,False,False,False,False,False,True,True
01-011-0073,1027,2,False,False,True,False,False,False,False,True,False,False,True,True
01-011-0074,1028,2,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0075,1029,7,False,False,True,False,False,False,False,False,False,False,True,False
01-011-0076,1030,3,False,False,True,False,False,False,False,False,False,False,True,False
01-011-0077,1031,2,False,False,False,False,False,False,False,False,False,False,False,True
01-011-0078,1032,4,False,False,True,False,False,False,False,False,False,True,True,False
01-011-0079,1033,3,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0080,1034,7,False,False,True,False,False,False,False,True,False,False,False,True
01-011-0081,1035,5,False,False,True,False,False,False,False,True,False,False,False,True
01-011-0082,1036,1,False,False,False,False,False,True,False,False,False,False,False,False
01-011-0083,1037,3,False,False,True,False,False,False,False,False,False,False,False,False
01-011-0084,1038,1,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0085,1039,0,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0086,1040,1,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0087,1041,2,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0088,1042,1,False,False,False,False,False,False,False,False,False,False,False,False
01-011-0089,1043,1,False,False,True,False,False,False,False,False,False,False,False,False
01-060-0001,1044,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0002,1045,2,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0003,1046,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0004,1047,2,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0005,1048,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0006,1049,1,False,False,False,False,False,True,False,False,False,False,False,False
01-060-0007,1050,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0008,1051,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0009,1052,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0010,1053,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0011,1054,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0012,1055,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0013,1056,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0014,1057,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0015,1058,2,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0016,1059,3,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0017,1060,1,False,False,False,False,False,False,True,False,False,False,False,True
01-060-0018,1061,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0019,1062,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0020,1063,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0021,1064,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0022,1065,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0023,1066,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0024,1067,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0025,1068,0,False,False,True,False,False,False,False,False,False,False,False,False
01-060-0026,1069,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0027,1070,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0028,1071,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0029,1072,2,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0030,1073,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0031,1074,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0032,1075,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0033,1076,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0034,1077,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0035,1078,3,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0036,1079,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0037,1080,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0038,1081,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0039,1082,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0040,1083,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0041,1084,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0042,1085,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0043,1086,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0044,1087,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0045,1088,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0046,1089,2,False,False,False,False,False,True,False,False,False,False,False,False
01-060-0047,1090,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0048,1091,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0049,1092,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0050,1093,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0051,1094,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0052,1095,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0053,1096,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0054,1097,2,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0055,1098,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0056,1099,3,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0057,1100,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0058,1101,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0059,1102,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0060,1103,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0061,1104,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0062,1105,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0063,1106,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0064,1107,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0065,1108,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0066,1109,1,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0067,1110,0,False,False,False,False,False,False,False,False,False,False,False,False
01-060-0068,1111,1,False,False,False,False,False,True,False,False,False,False,False,False
01-048-0001,1112,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0002,1113,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0003,1114,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0004,1115,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0005,1116,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0006,1117,1,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0007,1118,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0008,1119,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0009,1120,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0010,1121,2,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0011,1122,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0012,1123,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0013,1124,1,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0014,1125,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0015,1126,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0016,1127,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0017,1128,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0018,1129,1,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0019,1130,1,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0020,1131,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0021,1132,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0022,1133,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0023,1134,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0024,1135,1,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0025,1136,1,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0026,1137,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0027,1138,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0028,1139,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0029,1140,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0030,1141,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0031,1142,1,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0032,1143,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0033,1144,0,False,False,False,False,False,False,False,False,False,False,False,False
01-048-0034,1145,1,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0001,1146,1,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0002,1147,2,False,False,False,False,False,False,False,False,False,False,False,True
01-049-0003,1148,0,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0004,1149,3,False,False,False,False,False,False,False,False,False,False,False,True
01-049-0005,1150,4,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0006,1151,1,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0007,1152,3,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0008,1153,1,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0009,1154,2,False,False,False,False,False,False,False,False,False,False,False,True
01-049-0010,1155,1,False,False,True,False,False,False,False,False,True,False,False,True
01-049-0011,1156,1,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0012,1157,3,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0013,1158,3,False,False,True,True,False,False,False,False,True,False,False,True
01-049-0014,1159,3,False,False,False,False,False,False,False,False,False,False,False,True
01-049-0015,1160,3,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0016,1161,1,False,False,False,False,False,False,False,False,True,False,False,True
01-049-0017,1162,0,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0018,1163,1,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0019,1164,0,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0020,1165,0,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0021,1166,0,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0022,1167,1,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0023,1168,0,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0024,1169,2,False,False,True,False,False,False,False,False,False,False,True,True
01-049-0025,1170,0,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0026,1171,0,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0027,1172,0,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0028,1173,1,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0029,1174,0,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0030,1175,2,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0031,1176,0,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0032,1177,0,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0033,1178,0,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0034,1179,0,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0035,1180,0,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0036,1181,1,False,False,True,False,False,False,False,False,False,False,False,True
01-049-0037,1182,1,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0038,1183,0,False,False,False,False,False,False,False,True,False,False,False,True
01-049-0039,1184,0,False,False,False,False,False,False,False,False,False,False,False,False
01-049-0040,1185,1,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0001,1186,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0002,1187,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0003,1188,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0004,1189,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0005,1190,2,False,False,True,False,False,True,False,False,False,False,False,True
01-142-0006,1191,3,False,False,True,False,False,True,True,True,False,False,True,True
01-142-0007,1192,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0008,1193,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0009,1194,3,False,False,True,True,False,True,False,True,False,False,False,True
01-142-0010,1195,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0011,1196,2,False,False,True,False,False,False,False,False,False,False,True,False
01-142-0012,1197,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0013,1198,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0014,1199,3,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0015,1200,3,False,False,True,False,True,True,False,True,False,False,True,False
01-142-0016,1201,1,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0017,1202,3,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0018,1203,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0019,1204,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0020,1205,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0021,1206,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0022,1207,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0023,1208,2,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0024,1209,2,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0025,1210,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0026,1211,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0027,1212,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0028,1213,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0029,1214,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0030,1215,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0031,1216,0,False,False,False,False,False,False,False,False,False,False,False,False
01-142-0032,1217,1,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0001,1218,1,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0002,1219,1,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0003,1220,2,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0004,1221,1,False,False,False,False,False,False,False,True,False,True,False,False
01-050-0005,1222,0,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0006,1223,0,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0007,1224,0,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0008,1225,0,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0009,1226,0,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0010,1227,0,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0011,1228,0,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0012,1229,0,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0013,1230,0,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0014,1231,0,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0015,1232,0,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0016,1233,0,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0017,1234,0,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0018,1235,1,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0019,1236,0,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0020,1237,0,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0021,1238,0,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0022,1239,0,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0023,1240,1,False,False,False,False,False,False,False,False,False,False,False,True
01-050-0024,1241,0,False,False,False,False,False,False,False,False,False,False,False,False
01-050-0025,1242,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0001,1243,1,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0002,1244,3,False,False,False,False,False,False,False,True,False,False,False,False
01-051-0003,1245,1,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0004,1246,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0005,1247,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0006,1248,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0007,1249,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0008,1250,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0009,1251,1,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0010,1252,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0011,1253,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0012,1254,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0013,1255,1,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0014,1256,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0015,1257,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0016,1258,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0017,1259,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0018,1260,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0019,1261,1,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0020,1262,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0021,1263,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0022,1264,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0023,1265,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0024,1266,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0025,1267,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0026,1268,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0027,1269,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0028,1270,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0029,1271,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0030,1272,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0031,1273,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0032,1274,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0033,1275,0,False,False,False,False,False,False,False,False,False,False,False,False
01-051-0034,1276,0,False,False,False,False,False,False,False,False,False,False,False,False
01-052-0001,1277,4,False,False,False,False,False,False,False,False,False,False,False,False
01-052-0002,1278,2,False,False,False,False,False,False,False,False,False,False,False,False
01-052-0003,1279,4,False,False,False,False,False,False,False,False,False,False,False,False
01-052-0004,1280,0,False,False,False,False,False,False,False,False,False,False,False,False
01-052-0005,1281,1,False,False,False,False,False,False,False,False,False,False,False,False
01-052-0006,1282,2,False,False,False,False,False,False,False,False,False,False,False,False
01-052-0007,1283,0,False,False,True,False,False,False,False,True,True,False,False,True
01-052-0008,1284,0,False,False,False,False,False,False,False,False,False,False,False,False
01-052-0009,1285,1,False,False,False,False,False,False,False,False,False,False,False,False
01-052-0010,1286,1,False,False,False,False,False,False,False,False,False,False,False,False
01-052-0011,1287,0,False,False,False,False,False,False,False,False,False,False,False,False
01-052-0012,1288,0,False,False,False,False,False,False,False,False,False,False,False,False
01-052-0013,1289,0,False,False,False,False,False,False,False,False,False,False,False,False
01-052-0014,1290,0,False,False,False,False,False,False,False,False,False,False,False,False
01-052-0015,1291,0,False,False,False,False,False,False,False,False,False,False,False,False
01-052-0016,1292,0,False,False,False,False,False,False,False,False,False,False,False,False
01-052-0017,1293,1,False,False,False,False,False,False,False,False,False,False,False,False
01-052-0018,1294,0,False,False,False,False,False,False,False,False,False,False,False,False
01-053-0001,1295,1,False,False,False,False,False,False,False,False,False,False,False,False
